vysoudit	vy-soud-i-t
makromolekula	makro-molekul-a
překřičet	pře-křič-e-t
udiveně	u-div-en-ě
odkud	od-k-ud
blejská	blejsk-á
zasytit	za-syt-i-t
konce	konc-e
ohraničit	o-hran-ič-i-t
odtušit	od-tuš-i-t
přiklepnout	při-klep-nou-t
zhezknout	z-hez-k-nou-t
vyrovnat	vy-rov-n-a-t
tanec	tanec
obojí	ob-oj-í
zakládat	za-klád-a-t
zní	zn-í
restaurátorské	restaur-át-or-sk-é
naložte	na-lož-te
rajzovat	rajz-ova-t
geometrický	geo-metr-ick-ý
okovaných	o-kov-an-ých
brnkat	brn-k-a-t
dorovnávat	do-rov-n-á-v-a-t
počnu	po-č-n-u
prskala	prsk-a-l-a
potřebovali	po-třeb-ova-l-i
zafasovat	za-fas-ova-t
znervóznět	z-nerv-óz-n-ě-t
zúčtovávací	z-ú-čt-ová-v-a-c-í
dobropisovat	dobr-o-pis-ova-t
nesmíte	ne-sm-í-te
vekslovat	veksl-ova-t
odzírat	od-zír-a-t
najděte	na-jd-ě-te
memnónovy	memnón-ov-y
oddychnout	od-dych-nou-t
revue	revu-e
spadne	s-pad-ne
přibalit	při-bal-i-t
nokia	noki-a
ozvat	o-zv-a-t
devítiletý	devít-i-let-ý
tvrzeních	tvrz-en-ích
zelva	zelv-a
tati	tat-i
záplata	záplat-a
slítnout	s-lít-nou-t
apretovat	apret-ova-t
příbuzného	příbuz-n-ého
sjednané	s-jedn-a-n-é
popular	popular
nabojovat	na-boj-ova-t
nepřináší	ne-při-náš-í
nedomyslíš	ne-do-mysl-í-š
slepovat	s-lep-ova-t
prostírat	pro-stír-a-t
vlisovat	v-lis-ova-t
přisadit	při-sad-i-t
washington	washington
vzpomněl	vz-po-mn-ě-l
připodotknout	při-po-do-tk-nou-t
kufřík	kufř-ík
celotáborový	cel-o-tábor-ov-ý
sychrově	sychrov-ě
nedá	ne-d-á
kovalenko	kovalenk-o
stanovené	stan-ov-en-é
cola	col-a
švidrat	švidr-a-t
vzpomíná	vz-po-mín-á
přivlíknout	při-vlík-nou-t
uničov	unič-ov
jota	jot-a
doburácet	do-bur-ác-e-t
destiláty	destil-át-y
války	válk-y
intertemporální	inter-tempor-ál-n-í
zaštěkal	za-štěk-a-l
nevydrží	ne-vy-drž-í
avizován	aviz-ová-n
spoustou	s-poust-ou
blábolíš	blábol-í-š
účely	ú-čel-y
vyvětrávat	vy-větr-á-v-a-t
pojezdit	po-jezd-i-t
manažera	manaž-er-a
minišatů	mini-šat-ů
ulehlina	u-leh-l-in-a
zhádat	z-hád-a-t
odstřihat	od-střih-a-t
porovnat	po-rov-n-a-t
přiostřovat	při-ostř-ova-t
přitloukat	při-tlouk-a-t
vylidnit	vy-lid-n-i-t
studentů	stud-ent-ů
společný	spol-eč-n-ý
popolézt	po-po-léz-t
paradigmat	para-di-gm-at
polírovat	polír-ova-t
myši	myš-i
přibrousit	při-brous-i-t
starousedlíci	star-ou-sed-l-íc-i
zpříšernět	z-příšer-n-ě-t
dítěte	dít-ět-e
zavrhoval	za-vrh-ova-l
pozdravit	po-zdrav-i-t
klikyhák	klik-y-hák
jack	jack
opatrovat	o-patr-ova-t
zasmrkat	za-smrk-a-t
palčivém	pal-č-iv-ém
dopíchat	do-pích-a-t
přeletí	pře-let-í
videopiráti	vide-o-pirát-i
povězte	po-věz-te
půlka	půl-k-a
kola	kol-a
vyhrotit	vy-hrot-i-t
interhotelů	inter-hotel-ů
pentličky	pentl-ičk-y
sochou	soch-ou
zaimponovat	za-im-pon-ova-t
revolverem	revolver-em
důvěrou	dů-věr-ou
václav	václav
šéflékařský	šéf-lék-ař-sk-ý
spokojena	s-po-koj-en-a
zajíst	za-jíst
namlátili	na-mlát-i-l-i
spoluřešitele	spolu-řeš-i-tel-e
odšroubovávat	od-šroub-ová-v-a-t
kulky	kul-k-y
sykavěji	syk-a-v-ěj-i
ustlat	u-stl-a-t
spekulovat	spek-ul-ova-t
publikaci	publik-ac-i
odbrzďovat	od-brzď-ova-t
nalosovat	na-los-ova-t
dobu	dob-u
osazenstva	o-saz-en-stv-a
zástupci	zá-stup-c-i
trénovat	trén-ova-t
souznít	sou-zn-í-t
klasa	klas-a
katovice	kat-ov-ic-e
samozásobit	sam-o-zá-sob-i-t
krčili	krč-i-l-i
upozorňujeme	u-po-zor-ň-uje-me
tozsvítit	toz-svít-i-t
vdova	vdov-a
trapovat	trap-ova-t
čouhat	čouh-a-t
lajm	lajm
vyhodnocovat	vy-hod-n-oc-ova-t
cyklochata	cykl-o-chat-a
charakterem	charakter-em
expedovat	ex-ped-ova-t
nakuřovat	na-kuř-ova-t
bohatých	boh-at-ých
bojů	boj-ů
lízal	líz-a-l
zadusávat	za-dus-á-v-a-t
svižný	svižn-ý
adjustovat	ad-just-ova-t
protitržním	proti-trž-n-ím
farmaceutický	farmaceut-ick-ý
levotočivý	lev-o-toč-iv-ý
zvlhčit	z-vlh-č-i-t
poslovanštit	po-slov-an-št-i-t
omlouvám	o-mlouv-á-m
poradenství	po-rad-en-stv-í
nabažit	na-baž-i-t
smíchávat	s-mích-á-v-a-t
workshop	work-shop
hasič	has-i-č
olysávat	o-lys-á-v-a-t
německém	něm-ec-k-ém
dochvět	do-chvě-t
naimportovat	na-im-port-ova-t
paměti	pamět-i
naplétat	na-plét-a-t
jihořecký	jih-o-řec-k-ý
rodiče	rod-i-č-e
kreovat	kreov-a-t
popálené	po-pál-en-é
major	major
podvrátit	pod-vrát-i-t
užitím	u-ži-t-í-m
motocykl	moto-cykl
hlupáci	hlup-ác-i
karosovat	karos-ova-t
zaskřínkovávat	za-skřín-k-ová-v-a-t
každoročně	každ-o-roč-n-ě
zhlídnout	z-hlíd-nou-t
nákupu	ná-kup-u
sistovat	sist-ova-t
korovatět	kor-ov-at-ě-t
menstruovat	menstru-ova-t
provrtat	pro-vrt-a-t
nedělají	ne-děl-aj-í
představenstvo	před-stav-en-stv-o
nejrozsáhlejším	nej-roz-sáh-l-ejš-ím
obědě	oběd-ě
udržitelný	u-drž-i-teln-ý
sedí	sed-í
odsuzuji	od-suz-uj-i
prostepovat	pro-s-tep-ova-t
vysvědčit	vy-s-věd-č-i-t
hlásím	hlás-í-m
udělání	u-děl-á-n-í
faktura	faktur-a
ukradli	u-krad-l-i
epidemie	epi-dem-i-e
podražily	po-draž-i-l-y
řachtat	řacht-a-t
utloukat	u-tlouk-a-t
přemršťovat	pře-mršť-ova-t
rozpřáhnout	roz-přáh-nou-t
pódiu	pódi-u
vymačkat	vy-mačk-a-t
běžím	běž-í-m
začátku	za-čá-t-k-u
bahnišť	bahn-išť
vypotřebit	vy-po-třeb-i-t
ubírá	u-bír-á
jemnět	jem-n-ě-t
květ	květ
zmozolnět	z-mozol-n-ě-t
dobudovat	do-bud-ova-t
vysazovat	vy-saz-ova-t
pomáhám	po-máh-á-m
špatná	špatn-á
nejtěsnější	nej-těsn-ěj-š-í
nýt	ný-t
komunistické	komun-ist-ick-é
polibovat	po-lib-ova-t
vychladnout	vy-chlad-nou-t
prádelní	pr-á-del-n-í
poví	po-v-í
zlíhnout	z-líh-nou-t
poskočit	po-skoč-i-t
prosciutto	prosciutt-o
sezóny	sezón-y
vypadneme	vy-pad-ne-me
pohlídat	po-hlíd-a-t
dirigent	di-rig-ent
překypět	pře-kyp-ě-t
epidemiologie	epi-dem-i-o-log-i-e
škobrtat	škobrt-a-t
zamřít	za-mř-í-t
litovat	lit-ova-t
praští	prašt-í
vyztužit	vy-z-tuž-i-t
zaregistrovávat	za-re-gist-r-ová-v-a-t
protřepat	pro-třep-a-t
mrtvých	mrtv-ých
epocha	epoch-a
vymýt	vy-mý-t
píst	píst
mysl	mysl
osmimetrový	osm-i-metr-ov-ý
inter	inter
zakouřit	za-kouř-i-t
zbaňkovat	z-baň-k-ova-t
zmíra	zmír-a
žežhulička	žežhul-ičk-a
fonometrie	fon-o-metr-i-e
podvrátiti	pod-vrát-i-ti
otrapo	o-trap-o
žaloby	žal-ob-y
jsou	js-ou
ambasáda	ambasád-a
paska	pask-a
naslintat	na-slint-a-t
vkroutit	v-krout-i-t
odškrabávaně	od-škrab-á-v-a-n-ě
nemocnici	ne-moc-n-ic-i
navrženo	na-vrž-en-o
vofikat	vo-fik-a-t
vklít	v-klí-t
katalog	kata-log
bolestí	bol-est-í
metry	metr-y
mimozemšťan	mimo-zem-šť-an
varhany	varhan-y
sležet	s-lež-e-t
poshovět	po-s-hov-ě-t
vyškubat	vy-škub-a-t
uvedl	u-ved-l
lipník	lip-ník
bujet	buj-e-t
účinky	ú-čin-k-y
dobrodruhů	dobr-o-druh-ů
jenom	jenom
nevydělaných	ne-vy-děl-a-n-ých
silokřivka	sil-o-křiv-k-a
umazat	u-maz-a-t
pobízet	po-bíz-e-t
pohnout	po-h-nou-t
třikrát	tř-i-krát
vyjímat	vy-jím-a-t
ztvrzovat	z-tvrz-ova-t
sledování	sled-ová-n-í
podivil	po-div-i-l
varle	varl-e
vytrčovat	vy-trč-ova-t
zdrhávat	z-drh-á-v-a-t
kyčel	kyčel
zastírat	za-stír-a-t
prosředků	pro-sřed-k-ů
zbrzděný	zbrzděn-ý
roztoulanost	roz-toul-a-n-ost
pokusy	po-kus-y
arménský	armén-sk-ý
úspěšně	ú-spěš-n-ě
ducat	duc-a-t
termojaderné	term-o-jader-n-é
rozjednat	roz-jedn-a-t
poklásti	po-klás-ti
bíteš	bíteš
uvalila	u-val-i-l-a
tupět	tup-ě-t
schopní	s-chop-n-í
nabudit	na-bud-i-t
dorazit	do-raz-i-t
vyhověl	vy-hov-ě-l
ztratí	z-trat-í
bezbožnost	bez-bož-n-ost
ukolíbat	u-kolíb-a-t
potíže	po-tíž-e
zkušenosti	z-kuš-en-ost-i
pytlem	pytl-em
poohlížet	po-o-hlíž-e-t
oklobat	o-klob-a-t
kdovíkdy	kd-o-v-í-kdy
rýpnout	rýp-nou-t
samým	sam-ým
pozvat	po-zv-a-t
přeškolit	pře-škol-i-t
podprsní	podprsn-í
prohrabat	pro-hrab-a-t
kontrolující	kontrol-uj-íc-í
trénink	trén-ink
přelanařit	pře-lan-ař-i-t
eskontovat	es-kont-ova-t
skvít	skv-í-t
čarověník	čar-o-věn-ík
ořezávat	o-řez-á-v-a-t
nadšením	na-dš-en-ím
týdnů	týdn-ů
vykompenzovávat	vy-kom-penz-ová-v-a-t
soudružčin	sou-druž-č-in
prohrabávat	pro-hrab-á-v-a-t
cirk	cirk
otevírají	ote-vír-aj-í
žďářit	žďář-i-t
intramuskulární	intra-muskul-árn-í
půlstoletí	půl-st-o-let-í
bezvětrno	bez-větr-n-o
černosrstý	čern-o-srst-ý
trojmezí	tr-oj-mez-í
rozplavovat	roz-plav-ova-t
vykazovat	vy-kaz-ova-t
habr	habr
možné	možn-é
trio	trio
předčistit	před-čist-i-t
udává	u-d-á-v-á
divák	div-ák
stavebních	stav-eb-n-ích
zacuchávat	za-cuch-á-v-a-t
cívkovitě	cív-kovitě
šmatlat	šmatl-a-t
holčičkou	hol-č-ičk-ou
písku	písk-u
keks	keks
příprava	pří-prav-a
health	health
judr	judr
akvaristů	akvar-ist-ů
obloha	ob-loh-a
ceněná	cen-ěn-á
sežvykovat	se-žvyk-ova-t
dvojčíslím	dv-oj-čísl-ím
děvče	děv-če
prádla	pr-á-dl-a
doplynout	do-ply-nou-t
seženu	se-žen-u
pac	pac
axiomy	axiom-y
mládeneckého	mlád-enec-k-ého
zvroucnět	z-vr-ouc-n-ě-t
moc	moc
učebnice	uč-eb-n-ic-e
váhnout	váh-nou-t
obepnout	obe-pn-ou-t
dovtípit	do-vtíp-i-t
vyštěpit	vy-štěp-i-t
automobilky	auto-mobil-k-y
sípět	síp-ě-t
thajci	thaj-c-i
zdovědět	z-do-věd-ě-t
konvenčnosti	kon-ven-č-n-ost-i
nadužívat	nad-u-ží-v-a-t
džajv	džajv
merta	mert-a
síť	síť
hronova	hronov-a
song	song
přechovávači	pře-chov-á-v-a-č-i
pásávat	pás-á-v-a-t
mimozemský	mimo-zem-sk-ý
pomědit	po-měd-i-t
jilemnice	jilemnic-e
nadrátovaně	na-drát-ova-n-ě
vzdálenost	vz-dál-en-ost
plavou	plav-ou
souřaďovávání	sou-řaď-ová-v-á-n-í
nemůžeš	ne-můž-e-š
totiž	totiž
protipožární	proti-po-žár-n-í
hodná	hod-n-á
svědomí	s-věd-om-í
klikva	klikv-a
záliby	zá-lib-y
oběd	oběd
cupitat	cup-it-a-t
šmrncovní	šmrncovn-í
sportovních	sport-ov-n-ích
přikrašlovat	při-kraš-l-ova-t
biostabilizační	bio-stabil-iz-ač-n-í
denotovat	de-not-ova-t
formulovat	form-ul-ova-t
prorůst	pro-růst
nenašlo	ne-na-š-l-o
kolem	kol-em
podmrvka	podmrvk-a
chyběl	chyb-ě-l
zbyla	z-by-l-a
umrtvovati	u-mr-tv-ova-ti
nacházel	na-cház-e-l
vytrucovat	vy-truc-ova-t
drnkat	drnk-a-t
diverzifikovat	di-verz-if-ik-ova-t
tisovitý	tis-ovit-ý
podehnívat	pode-hní-v-a-t
veškerým	veš-k-er-ým
návrhy	ná-vrh-y
zříkat	z-řík-a-t
schillera	schiller-a
kriminalizovat	krim-in-al-iz-ova-t
sešněrovávat	se-šněr-ová-v-a-t
šmudlat	šmudl-a-t
svatokrádež	svat-o-krád-ež
laťkovat	lať-k-ova-t
pohoda	po-hod-a
zrezivět	z-rez-iv-ě-t
ustříhat	u-stříh-a-t
vyzpovídej	vy-z-po-víd-ej
zázemí	zá-zem-í
výrobce	vý-rob-c-e
zčechrat	z-čechr-a-t
zajet	za-je-t
tmavnout	tm-av-nou-t
ostatně	o-stat-n-ě
reparovat	re-par-ova-t
přízvukovat	pří-zvuk-ova-t
sním	sn-í-m
lotrando	lotrand-o
pokračují	po-krač-uj-í
nestarali	ne-star-a-l-i
dokazování	do-kaz-ová-n-í
viděls	vid-ě-l-s
chron	chron
bezesrážkovost	beze-s-ráž-k-ov-ost
nepláče	ne-pláč-e
okénka	okén-k-a
videoprogramů	vide-o-program-ů
omaluje	o-mal-uje
sezdat	se-z-d-a-t
zastarávat	za-star-á-v-a-t
vyvztekat	vy-vz-tek-a-t
rozváženě	roz-váž-e-n-ě
etiku	et-ik-u
pravou	prav-ou
otáčely	o-táč-e-l-y
doplésti	do-plés-ti
rekreanty	re-kre-ant-y
šíbovat	šíb-ova-t
rozpálit	roz-pál-i-t
proskočit	pro-skoč-i-t
zavzpomínat	za-vz-po-mín-a-t
prolajdat	pro-lajd-a-t
vešlehat	ve-šleh-a-t
priorizovat	pri-or-iz-ova-t
mechem	mech-em
spanilých	span-il-ých
aliterovat	a-liter-ova-t
pověz	po-věz
vzplývat	vz-plý-v-a-t
ubírávat	u-bír-á-v-a-t
podnikatelský	pod-nik-a-tel-sk-ý
roudnice	roudnic-e
odrazovat	od-raz-ova-t
hedvábí	hedváb-í
čitelnost	čit-eln-ost
kopra	kopr-a
zbránit	z-brán-i-t
smísit	s-mís-i-t
obklíčili	ob-klíč-i-l-i
chiasma	chiasm-a
uchválit	u-chvál-i-t
zazávodit	za-zá-vod-i-t
zřetelem	zř-e-tel-em
žal	žal
vtesávat	v-tes-á-v-a-t
pamatuje	pamat-uje
vezměte	vez-mě-te
intimní	intim-n-í
zaminovávat	za-min-ová-v-a-t
kybernetiky	kyber-net-ik-y
rozpřahovat	roz-přah-ova-t
křikne	křik-ne
matt	matt
povařit	po-vař-i-t
smluvně	s-mluv-n-ě
výzkumů	vý-zkum-ů
sřetězit	s-řetěz-i-t
manhattan	manhattan
flastrující	flastr-uj-íc-í
rozcuchat	roz-cuch-a-t
kouta	kout-a
hubičkovací	hub-ičk-ova-c-í
zřeřavět	z-řeř-av-ě-t
biokoridor	bio-koridor
gebarowský	gebarow-sk-ý
rušívat	ruš-í-v-a-t
najíždět	na-jížd-ě-t
rozlouskat	roz-lousk-a-t
novému	nov-ému
rozhořčit	roz-hoř-č-i-t
software	soft-ware
přehupovat	pře-hup-ova-t
můžeš	můž-e-š
podobnou	podob-n-ou
dosušovat	do-suš-ova-t
stvořit	s-tvoř-i-t
achronisticky	a-chron-ist-ic-k-y
biograf	bio-graf
ďoubat	ďoub-a-t
většině	vět-š-in-ě
zpečeťovat	z-pečeť-ova-t
zkoumat	z-koum-a-t
zbyněk	zbyněk
přátelského	přátel-sk-ého
naředit	na-řed-i-t
zvon	zvon
pobudu	po-bud-u
namáznout	na-máz-nou-t
stoupá	stoup-á
podnikatel	pod-nik-a-tel
patřily	patř-i-l-y
ňadrům	ňadr-ům
vysoce	vys-oc-e
dietetické	diet-etic-k-é
rhétský	rhétsk-ý
zcestovávat	z-cest-ová-v-a-t
nosatý	nos-at-ý
fil	fil
vystřídat	vy-stříd-a-t
vysokoújezdský	vys-ok-o-ú-jezd-sk-ý
kalvoda	kal-vod-a
dokázáno	do-káz-á-n-o
zaněcovávací	za-něc-ová-v-a-c-í
závislé	zá-vis-l-é
vlastnoústní	vlastn-o-úst-n-í
parta	part-a
vycucávat	vy-cuc-á-v-a-t
přistanout	při-sta-nou-t
orlosup	orl-o-sup
ručit	ruč-i-t
úzký	úz-k-ý
pokulhávat	po-kulh-á-v-a-t
zakřenit	za-křen-i-t
vykopírovat	vy-kop-ír-ova-t
zločinec	zl-o-čin-ec
přežití	pře-ži-t-í
zrousat	z-rous-a-t
koldům	kol-dům
zubit	zub-i-t
vhodit	v-hod-i-t
miss	miss
přistěhovat	při-stěh-ova-t
zvolňovat	z-vol-ň-ova-t
stlát	stl-á-t
kolektivizovat	ko-lekt-iv-iz-ova-t
provázet	pro-váz-e-t
božínku	bož-ínk-u
doplétat	do-plét-a-t
skládala	s-klád-a-l-a
pořadatele	po-řad-a-tel-e
pavilon	pavilon
vlhat	vlh-a-t
připloužit	při-plouž-i-t
vynalézávat	vy-na-léz-á-v-a-t
spolužadatel	spolu-žad-a-tel
povídají	po-víd-aj-í
zahalekat	za-halek-a-t
vozejčku	voz-ejč-k-u
podívá	po-dív-á
zahalit	za-hal-i-t
zapopelit	za-popel-i-t
zakvašovat	za-kvaš-ova-t
zacvičit	za-cvič-i-t
menšík	menšík
fejeton	fejeton
předtanečnický	před-taneč-nic-k-ý
recepce	re-cep-c-e
pomaličku	po-mal-ičk-u
dohoupat	do-houp-a-t
ulítat	u-lít-a-t
kritikem	krit-ik-em
zabrousit	za-brous-i-t
rozmačkat	roz-mačk-a-t
zvrhovat	z-vrh-ova-t
zájezd	zá-jezd
učenců	uč-en-c-ů
dokonalém	do-kon-a-l-ém
soubytí	sou-by-t-í
předací	pře-d-a-c-í
prognostikovat	pro-gnos-tik-ova-t
minařík	minař-ík
nastřihnout	na-střih-nou-t
cesta	cest-a
sol	sol
očí	oč-í
vodpovídat	vod-po-víd-a-t
ochabovala	o-chab-ova-l-a
vynajít	vy-na-jí-t
podestlat	pode-stl-a-t
předřadit	před-řad-i-t
eliška	eliš-k-a
zahřímal	za-hřím-a-l
chválení	chvál-en-í
pláž	pláž
vyčuhovat	vy-čuh-ova-t
nezatíženy	ne-za-tíž-en-y
přebrušovat	pře-bruš-ova-t
pizdit	pizd-i-t
zchrupnout	z-chrup-nou-t
krk	krk
modrou	modr-ou
kočičku	koč-ičk-u
vypiplávat	vy-pipl-á-v-a-t
přišroubovat	při-šroub-ova-t
způsobovat	z-pů-sob-ova-t
odhlasovala	od-hlas-ova-l-a
rozpustit	roz-pust-i-t
pelhřimov	pelhřimov
fond	fond
bastardní	bastard-n-í
uronit	u-ron-i-t
starokřesťanské	star-o-křesť-an-sk-é
protivín	protiv-ín
techologie	tech-o-log-i-e
náboženskou	ná-bož-e-n-sk-ou
zakoušení	za-kouš-e-n-í
chválit	chvál-i-t
cerekev	cerekev
zanotovat	za-not-ova-t
erhohung	erhohung
vozmo	vozm-o
cikánko	cikán-k-o
kapsle	kapsl-e
tloustnout	tloust-nou-t
proslov	pro-sl-ov
uříznout	u-říz-nou-t
hospodářského	hospod-ář-sk-ého
odzvánět	od-zván-ě-t
shromáždit	s-hromážd-i-t
strand	strand
mysleli	mysl-e-l-i
přestříknout	pře-střík-nou-t
rezignovat	re-zign-ova-t
zakódovávat	za-kód-ová-v-a-t
klepat	klep-a-t
střižený	střiž-en-ý
štířit	štíř-i-t
mnou	mn-ou
hostovat	host-ova-t
empirismu	empir-ism-u
češka	češ-k-a
obsýpat	ob-sýp-a-t
kolotat	kol-ot-a-t
vmáznout	v-máz-nou-t
vlasta	vlast-a
velkokapacitní	vel-k-o-kapacit-n-í
titulů	titul-ů
uzdvihávatelně	u-zdvih-á-v-a-teln-ě
zkolaudovat	z-ko-laud-ova-t
šat	šat
sazby	saz-b-y
lotr	lotr
přeškubnout	pře-škub-nou-t
kostelích	kostel-ích
rozpižlat	roz-pižl-a-t
přednožit	před-nož-i-t
zaaretovat	za-aret-ova-t
spotřebních	s-po-třeb-n-ích
chřoupat	chřoup-a-t
zapálit	za-pál-i-t
prvoústý	prv-o-úst-ý
podsvětlit	pod-svět-l-i-t
zlicitování	z-licit-ová-n-í
hudební	hud-eb-n-í
oblbit	o-blb-i-t
amatérismus	amatér-ismus
netvrdím	ne-tvrd-í-m
sestrčit	se-strč-i-t
dubobukový	dub-o-buk-ov-ý
velkolomu	vel-k-o-lom-u
pzt	p-z-t
vychovávací	vy-chov-á-v-a-c-í
nekoupil	ne-koup-i-l
nechtěla	ne-cht-ě-l-a
zklihovatět	z-klih-ov-at-ě-t
sprošťačit	s-prošť-ač-i-t
zapotil	za-pot-i-l
vymanévrovat	vy-man-évr-ova-t
hmitnout	hmit-nou-t
dotazník	do-taz-ník
lomozit	lomoz-i-t
jihozápadní	jih-o-zá-pad-n-í
schodolez	s-chod-o-lez
zadívat	za-dív-a-t
hrda	hrd-a
vykrádat	vy-krád-a-t
chile	chile
musit	mus-i-t
ztmavnout	z-tm-av-nou-t
shody	s-hod-y
pobízívat	po-bíz-í-v-a-t
plačky	plač-k-y
mařit	mař-i-t
piastr	piastr
potřetí	po-tř-et-í
americkou	americ-k-ou
vnučka	vnuč-k-a
předržet	pře-drž-e-t
zatčen	za-tč-en
zaměstná	za-měst-n-á
vysondovat	vy-sond-ova-t
těžkopádný	těž-k-o-pád-n-ý
neon	neon
šukávat	šuk-á-v-a-t
injektovat	in-jekt-ova-t
zřetelné	zř-e-teln-é
běločelý	běl-o-čel-ý
bída	bíd-a
poplynout	po-ply-nou-t
hajtra	hajtr-a
vypoulenýma	vy-poul-en-ýma
ošplíchat	o-šplích-a-t
rozcházívat	roz-cház-í-v-a-t
současný	sou-čas-n-ý
ostře	ostř-e
pevný	pevn-ý
rozklinkat	roz-klink-a-t
diví	div-í
bolest	bol-est
kartogramy	kart-o-gram-y
čnb	č-n-b
odfrnknout	od-frnk-nou-t
prolézt	pro-léz-t
slávy	sláv-y
raneček	raneč-ek
plena	plen-a
zvetit	z-vet-i-t
hled	hled
milenec	mil-en-ec
riál	riál
spolehnutí	s-po-leh-nu-t-í
bratřeně	bratř-en-ě
rozhulákat	roz-hulák-a-t
nazakazovat	na-za-kaz-ova-t
obr	obr
vzácnými	vzácn-ými
osobního	osob-n-ího
schůdky	s-chůd-k-y
pláštích	plášt-ích
odštípit	od-štíp-i-t
astrologie	astr-o-log-i-e
vpravovat	v-prav-ova-t
nenesly	ne-nes-l-y
čórovat	čór-ova-t
sesýchat	se-sých-a-t
manšestrovém	manšestr-ov-ém
bebí	beb-í
hospodský	hospod-sk-ý
prach	prach
přebýt	pře-bý-t
copatého	cop-at-ého
odkrojit	od-kroj-i-t
zchromil	z-chrom-i-l
pak	pak
vyvzlykat	vy-vz-lyk-a-t
prs	prs
jídá	jíd-á
shromažďovávat	s-hromažď-ová-v-a-t
vyšrafovat	vy-šraf-ova-t
usnula	u-s-nu-l-a
bergamo	bergam-o
rozlišíme	roz-liš-í-me
šteft	šteft
zaujímat	za-u-jím-a-t
zatrápená	za-tráp-en-á
zaklápět	za-kláp-ě-t
zdupat	z-dup-a-t
zaklánět	za-klán-ě-t
březno	břez-n-o
čeští	češ-t-í
koketovat	koket-ova-t
curyšské	curyš-sk-é
kousku	kous-k-u
papat	pap-a-t
drobty	drob-t-y
obdržíte	ob-drž-í-te
pořádat	po-řád-a-t
kontr	kontr
pokousat	po-kous-a-t
teoretické	teor-et-ic-k-é
popichovat	po-pich-ova-t
tchoř	tchoř
naprat	na-pr-a-t
the	the
distribuci	dis-tribu-c-i
madonna	madonn-a
mašle	mašl-e
smečka	smečk-a
izraelský	izrael-sk-ý
chcete	chc-e-te
buzková	buzk-ov-á
dělalo	děl-a-l-o
magie	mag-i-e
pyranometr	pyran-o-metr
vhopkat	v-hop-k-a-t
zóna	zón-a
překovávat	pře-kov-á-v-a-t
vystoupení	vy-stoup-en-í
dokoukat	do-kouk-a-t
euroregion	euro-region
dílky	díl-k-y
lyon	lyon
neznámé	ne-zn-ám-é
očisťovat	o-čisť-ova-t
tknout	tk-nou-t
prozářit	pro-zář-i-t
požárech	po-žár-ech
rozštěpit	roz-štěp-i-t
zatvrdnout	za-tvrd-nou-t
šukat	šuk-a-t
dobílit	do-bíl-i-t
trav	trav
tempomat	temp-o-mat
senior	senior
znal	zn-a-l
dlažbou	dlaž-b-ou
hyf	hyf
neodcizil	ne-od-ciz-i-l
uvtípnout	u-vtíp-nou-t
plťař	plťař
mantinel	mantinel
městnat	měst-n-a-t
zaostřit	za-ostř-i-t
zvrtat	z-vrt-a-t
rozsekat	roz-sek-a-t
nepodceňovala	ne-pod-ceň-ova-l-a
vypeckovat	vy-pec-k-ova-t
revoltovat	re-volt-ova-t
baránek	barán-ek
pomalovat	po-mal-ova-t
prcek	prc-ek
zavádět	za-vád-ě-t
poplatníky	po-plat-ník-y
táž	t-áž
rozškvařit	roz-škvař-i-t
kutnohorský	kut-n-o-hor-sk-ý
ujela	u-je-l-a
vedoucích	ved-ou-c-ích
bombr	bombr
ukalit	u-kal-i-t
mužským	muž-sk-ým
nátura	nátur-a
zneobratnět	z-ne-obrat-n-ě-t
sejmout	se-jm-ou-t
broumovským	broumov-sk-ým
pacientech	pacient-ech
utkáme	u-tk-á-me
rynkem	rynk-em
vůli	vůl-i
remitovat	remit-ova-t
bolestně	bol-est-n-ě
měst	měst
strojitel	stroj-i-tel
lodička	lod-ičk-a
tuláka	tul-ák-a
dervišů	derviš-ů
renta	rent-a
imunní	imun-n-í
soudu	soud-u
slepý	slep-ý
složitý	s-lož-it-ý
zbořit	z-boř-i-t
vilém	vilém
motoresty	moto-rest-y
špejlovat	špejl-ova-t
stříbrná	stříbr-n-á
vypodobit	vy-po-dob-i-t
plášť	plášť
livrejích	livrej-ích
vyvápnit	vy-vápn-i-t
vyvložkovat	vy-v-lož-k-ova-t
výrazné	vý-raz-n-é
odkudž	od-k-ud-ž
nakolik	na-kolik
dresu	dres-u
taxíku	tax-ík-u
pluralizovat	plur-al-iz-ova-t
chondra	chondr-a
černovousého	čern-o-vous-ého
koktat	kokt-a-t
napolykat	na-po-lyk-a-t
zatavovat	za-tav-ova-t
vyplnilo	vy-pln-i-l-o
plavit	plav-i-t
rozbor	roz-bor
pracovních	prac-ov-n-ích
doručit	do-ruč-i-t
prošťouchnout	pro-šťouch-nou-t
ukamenovávat	u-kamen-ová-v-a-t
pentalogie	penta-log-i-e
legitimizovat	leg-it-im-izo-vat
mrká	mrk-á
zeslabit	ze-slab-i-t
oddefinovat	od-de-fin-ova-t
křísit	křís-i-t
vytřísknout	vy-třísk-nou-t
janišov	jan-iš-ov
kaplanovy	kaplan-ov-y
zapolemizovat	za-polem-iz-ova-t
torpédovat	torpéd-ova-t
kleci	klec-i
strážník	stráž-ník
nadřít	na-dř-í-t
zakulatit	za-kul-at-i-t
vykuchávat	vy-kuch-á-v-a-t
