parent	child	posPC	genderPC	aspectPC	same_start	1gram_Parent_start	2gram_Parent_start	3gram_Parent_start	4gram_Parent_start	5gram_Parent_start	6gram_Parent_start	1gram_Child_start	2gram_Child_start	3gram_Child_start	4gram_Child_start	5gram_Child_start	6gram_Child_start	6gram_Parent_end	5gram_Parent_end	4gram_Parent_end	3gram_Parent_end	2gram_Parent_end	1gram_Parent_end	6gram_Child_end	5gram_Child_end	4gram_Child_end	3gram_Child_end	2gram_Child_end	1gram_Child_end	label
poštěkat	poštěkávat	VV	--	PI	1	p	po	poš	pošt	poště	poštěk	p	po	poš	pošt	poště	poštěk	štěkat	těkat	ěkat	kat	at	t	ěkávat	kávat	ávat	vat	at	t	ned.
postelnice	postelničin	NA	F-	--	1	p	po	pos	post	poste	postel	p	po	pos	post	poste	postel	elnice	lnice	nice	ice	ce	e	lničin	ničin	ičin	čin	in	n	poses.
postel	postýlka	NN	FF	--	1	p	po	pos	post	poste	postel	p	po	pos	post	postý	postýl	postel	ostel	stel	tel	el	l	stýlka	týlka	ýlka	lka	ka	a	zdrob.
postit	postívat	VV	--	I-	1	p	po	pos	post	posti	postit	p	po	pos	post	postí	postív	postit	ostit	stit	tit	it	t	stívat	tívat	ívat	vat	at	t	nás.
postkomunistka	postkomunistčin	NA	F-	--	1	p	po	pos	post	postk	postko	p	po	pos	post	postk	postko	nistka	istka	stka	tka	ka	a	istčin	stčin	tčin	čin	in	n	poses.
poštmistr	poštmistrová	NN	MF	--	1	p	po	poš	pošt	poštm	poštmi	p	po	poš	pošt	poštm	poštmi	tmistr	mistr	istr	str	tr	r	strová	trová	rová	ová	vá	á	přech.
postrádat	postrádávat	VV	--	I-	1	p	po	pos	post	postr	postrá	p	po	pos	post	postr	postrá	trádat	rádat	ádat	dat	at	t	ádávat	dávat	ávat	vat	at	t	nás.
postřehnout	postřehovat	VV	--	PI	1	p	po	pos	post	postř	postře	p	po	pos	post	postř	postře	ehnout	hnout	nout	out	ut	t	ehovat	hovat	ovat	vat	at	t	ned.
postříbřit	postříbřovat	VV	--	PI	1	p	po	pos	post	postř	postří	p	po	pos	post	postř	postří	říbřit	íbřit	břit	řit	it	t	břovat	řovat	ovat	vat	at	t	ned.
postříknout	postřikovat	VV	--	PI	1	p	po	pos	post	postř	postří	p	po	pos	post	postř	postři	íknout	knout	nout	out	ut	t	ikovat	kovat	ovat	vat	at	t	ned.
postrojářka	postrojářčin	NA	F-	--	1	p	po	pos	post	postr	postro	p	po	pos	post	postr	postro	ojářka	jářka	ářka	řka	ka	a	jářčin	ářčin	řčin	čin	in	n	poses.
postrojit	postrojovat	VV	--	P-	1	p	po	pos	post	postr	postro	p	po	pos	post	postr	postro	trojit	rojit	ojit	jit	it	t	ojovat	jovat	ovat	vat	at	t	ned.
postupář	postupářův	NA	M-	--	1	p	po	pos	post	postu	postup	p	po	pos	post	postu	postup	stupář	tupář	upář	pář	ář	ř	upářův	pářův	ářův	řův	ův	v	poses.
postupitel	postupitelka	NN	MF	--	1	p	po	pos	post	postu	postup	p	po	pos	post	postu	postup	upitel	pitel	itel	tel	el	l	itelka	telka	elka	lka	ka	a	přech.
postupitel	postupitelův	NA	M-	--	1	p	po	pos	post	postu	postup	p	po	pos	post	postu	postup	upitel	pitel	itel	tel	el	l	itelův	telův	elův	lův	ův	v	poses.
posunout	posouvat	VV	--	PI	1	p	po	pos	posu	posun	posuno	p	po	pos	poso	posou	posouv	sunout	unout	nout	out	ut	t	souvat	ouvat	uvat	vat	at	t	ned.
posunout	posunovat	VV	--	PI	1	p	po	pos	posu	posun	posuno	p	po	pos	posu	posun	posuno	sunout	unout	nout	out	ut	t	unovat	novat	ovat	vat	at	t	ned.
pošušňání	pošušňáníčko	NN	NN	--	1	p	po	poš	pošu	pošuš	pošušň	p	po	poš	pošu	pošuš	pošušň	ušňání	šňání	ňání	ání	ní	í	áníčko	níčko	íčko	čko	ko	o	zdrob.
posuzovatel	posuzovatelka	NN	MF	--	1	p	po	pos	posu	posuz	posuzo	p	po	pos	posu	posuz	posuzo	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
posuzovat	posuzovávat	VV	--	I-	1	p	po	pos	posu	posuz	posuzo	p	po	pos	posu	posuz	posuzo	uzovat	zovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
posvětitel	posvětitelka	NN	MF	--	1	p	po	pos	posv	posvě	posvět	p	po	pos	posv	posvě	posvět	ětitel	titel	itel	tel	el	l	itelka	telka	elka	lka	ka	a	přech.
posvětit	posvěcovat	VV	--	PI	1	p	po	pos	posv	posvě	posvět	p	po	pos	posv	posvě	posvěc	světit	větit	ětit	tit	it	t	ěcovat	covat	ovat	vat	at	t	ned.
posvícení	posvíceníčko	NN	NN	--	1	p	po	pos	posv	posví	posvíc	p	po	pos	posv	posví	posvíc	vícení	ícení	cení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	zdrob.
pošvihnout	pošvihovat	VV	--	--	1	p	po	poš	pošv	pošvi	pošvih	p	po	poš	pošv	pošvi	pošvih	ihnout	hnout	nout	out	ut	t	ihovat	hovat	ovat	vat	at	t	ned.
posypat	posypávat	VV	--	PI	1	p	po	pos	posy	posyp	posypa	p	po	pos	posy	posyp	posypá	osypat	sypat	ypat	pat	at	t	ypávat	pávat	ávat	vat	at	t	ned.
potácet	potácívat	VV	--	I-	1	p	po	pot	potá	potác	potáce	p	po	pot	potá	potác	potácí	otácet	tácet	ácet	cet	et	t	ácívat	cívat	ívat	vat	at	t	nás.
potácivý	potácivost	AN	MF	--	1	p	po	pot	potá	potác	potáci	p	po	pot	potá	potác	potáci	tácivý	ácivý	civý	ivý	vý	ý	civost	ivost	vost	ost	st	t	podst.
potentát	potentátka	NN	MF	--	1	p	po	pot	pote	poten	potent	p	po	pot	pote	poten	potent	tentát	entát	ntát	tát	át	t	ntátka	tátka	átka	tka	ka	a	přech.
potěšení	potěšeníčko	NN	NN	--	1	p	po	pot	potě	potěš	potěše	p	po	pot	potě	potěš	potěše	těšení	ěšení	šení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	zdrob.
potěšit	potěšovat	VV	--	PI	1	p	po	pot	potě	potěš	potěši	p	po	pot	potě	potěš	potěšo	otěšit	těšit	ěšit	šit	it	t	ěšovat	šovat	ovat	vat	at	t	ned.
potěžkat	potěžkávat	VV	--	PI	1	p	po	pot	potě	potěž	potěžk	p	po	pot	potě	potěž	potěžk	těžkat	ěžkat	žkat	kat	at	t	žkávat	kávat	ávat	vat	at	t	ned.
potíratelka	potíratelčin	NA	F-	--	1	p	po	pot	potí	potír	potíra	p	po	pot	potí	potír	potíra	atelka	telka	elka	lka	ka	a	telčin	elčin	lčin	čin	in	n	poses.
potírat	potírávat	VV	--	I-	1	p	po	pot	potí	potír	potíra	p	po	pot	potí	potír	potírá	otírat	tírat	írat	rat	at	t	írávat	rávat	ávat	vat	at	t	nás.
potisknout	potiskovat	VV	--	PI	1	p	po	pot	poti	potis	potisk	p	po	pot	poti	potis	potisk	sknout	knout	nout	out	ut	t	skovat	kovat	ovat	vat	at	t	ned.
potit	potívat	VV	--	I-	1	p	po	pot	poti	potit	-	p	po	pot	potí	potív	potíva	-	potit	otit	tit	it	t	otívat	tívat	ívat	vat	at	t	nás.
potkat	potkávat	VV	--	PI	1	p	po	pot	potk	potka	potkat	p	po	pot	potk	potká	potkáv	potkat	otkat	tkat	kat	at	t	tkávat	kávat	ávat	vat	at	t	ned.
potlačit	potlačovat	VV	--	PI	1	p	po	pot	potl	potla	potlač	p	po	pot	potl	potla	potlač	tlačit	lačit	ačit	čit	it	t	ačovat	čovat	ovat	vat	at	t	ned.
potlačovatelka	potlačovatelčin	NA	F-	--	1	p	po	pot	potl	potla	potlač	p	po	pot	potl	potla	potlač	atelka	telka	elka	lka	ka	a	telčin	elčin	lčin	čin	in	n	poses.
potloukat	potloukávat	VV	--	I-	1	p	po	pot	potl	potlo	potlou	p	po	pot	potl	potlo	potlou	loukat	oukat	ukat	kat	at	t	ukávat	kávat	ávat	vat	at	t	nás.
potok	potůček	NN	II	--	1	p	po	pot	poto	potok	-	p	po	pot	potů	potůč	potůče	-	potok	otok	tok	ok	k	otůček	tůček	ůček	ček	ek	k	zdrob.
potomek	potomeček	NN	MM	--	1	p	po	pot	poto	potom	potome	p	po	pot	poto	potom	potome	otomek	tomek	omek	mek	ek	k	omeček	meček	eček	ček	ek	k	zdrob.
potopit	potápět	VV	--	PI	1	p	po	pot	poto	potop	potopi	p	po	pot	potá	potáp	potápě	otopit	topit	opit	pit	it	t	otápět	tápět	ápět	pět	ět	t	ned.
potřásat	potřásávat	VV	--	I-	1	p	po	pot	potř	potřá	potřás	p	po	pot	potř	potřá	potřás	třásat	řásat	ásat	sat	at	t	ásávat	sávat	ávat	vat	at	t	nás.
potřást	potřásat	VV	--	PI	1	p	po	pot	potř	potřá	potřás	p	po	pot	potř	potřá	potřás	otřást	třást	řást	ást	st	t	třásat	řásat	ásat	sat	at	t	ned.
potratářka	potratářčin	NA	F-	--	1	p	po	pot	potr	potra	potrat	p	po	pot	potr	potra	potrat	atářka	tářka	ářka	řka	ka	a	tářčin	ářčin	řčin	čin	in	n	poses.
potratář	potratářka	NN	MF	--	1	p	po	pot	potr	potra	potrat	p	po	pot	potr	potra	potrat	tratář	ratář	atář	tář	ář	ř	atářka	tářka	ářka	řka	ka	a	přech.
potravinářka	potravinářčin	NA	F-	--	1	p	po	pot	potr	potra	potrav	p	po	pot	potr	potra	potrav	inářka	nářka	ářka	řka	ka	a	nářčin	ářčin	řčin	čin	in	n	poses.
potřebný	potřebnost	AN	IF	--	1	p	po	pot	potř	potře	potřeb	p	po	pot	potř	potře	potřeb	třebný	řebný	ebný	bný	ný	ý	ebnost	bnost	nost	ost	st	t	podst.
potřepat	potřepávat	VV	--	PI	1	p	po	pot	potř	potře	potřep	p	po	pot	potř	potře	potřep	třepat	řepat	epat	pat	at	t	epávat	pávat	ávat	vat	at	t	ned.
potřeštěný	potřeštěnost	AN	IF	--	1	p	po	pot	potř	potře	potřeš	p	po	pot	potř	potře	potřeš	eštěný	štěný	těný	ěný	ný	ý	těnost	ěnost	nost	ost	st	t	podst.
potrhat	potrhávat	VV	--	PI	1	p	po	pot	potr	potrh	potrha	p	po	pot	potr	potrh	potrhá	otrhat	trhat	rhat	hat	at	t	rhávat	hávat	ávat	vat	at	t	nás.
potřít	potírat	VV	--	PI	1	p	po	pot	potř	potří	potřít	p	po	pot	potí	potír	potíra	potřít	otřít	třít	řít	ít	t	otírat	tírat	írat	rat	at	t	ned.
potrkat	potrkávat	VV	--	P-	1	p	po	pot	potr	potrk	potrka	p	po	pot	potr	potrk	potrká	otrkat	trkat	rkat	kat	at	t	rkávat	kávat	ávat	vat	at	t	ned.
potrsání	potrsáníčko	NN	NN	--	1	p	po	pot	potr	potrs	potrsá	p	po	pot	potr	potrs	potrsá	trsání	rsání	sání	ání	ní	í	áníčko	níčko	íčko	čko	ko	o	zdrob.
poťukat	poťukávat	VV	--	PI	1	p	po	poť	poťu	poťuk	poťuka	p	po	poť	poťu	poťuk	poťuká	oťukat	ťukat	ukat	kat	at	t	ukávat	kávat	ávat	vat	at	t	ned.
potvora	potvůrka	NN	FF	--	1	p	po	pot	potv	potvo	potvor	p	po	pot	potv	potvů	potvůr	otvora	tvora	vora	ora	ra	a	tvůrka	vůrka	ůrka	rka	ka	a	zdrob.
potvorný	potvornost	AN	IF	--	1	p	po	pot	potv	potvo	potvor	p	po	pot	potv	potvo	potvor	tvorný	vorný	orný	rný	ný	ý	ornost	rnost	nost	ost	st	t	podst.
potvrdit	potvrzovat	VV	--	PI	1	p	po	pot	potv	potvr	potvrd	p	po	pot	potv	potvr	potvrz	tvrdit	vrdit	rdit	dit	it	t	rzovat	zovat	ovat	vat	at	t	ned.
potvrzení	potvrzeníčko	NN	NN	--	1	p	po	pot	potv	potvr	potvrz	p	po	pot	potv	potvr	potvrz	vrzení	rzení	zení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	zdrob.
potvrzovat	potvrzovávat	VV	--	I-	1	p	po	pot	potv	potvr	potvrz	p	po	pot	potv	potvr	potvrz	rzovat	zovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
potýkat	potýkávat	VV	--	I-	1	p	po	pot	potý	potýk	potýka	p	po	pot	potý	potýk	potýká	otýkat	týkat	ýkat	kat	at	t	ýkávat	kávat	ávat	vat	at	t	nás.
potýrat	potýrávat	VV	--	P-	1	p	po	pot	potý	potýr	potýra	p	po	pot	potý	potýr	potýrá	otýrat	týrat	ýrat	rat	at	t	ýrávat	rávat	ávat	vat	at	t	ned.
poučení	poučeníčko	NN	NN	--	1	p	po	pou	pouč	pouče	poučen	p	po	pou	pouč	pouče	poučen	oučení	učení	čení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	zdrob.
poučit	poučovat	VV	--	PI	1	p	po	pou	pouč	pouči	poučit	p	po	pou	pouč	poučo	poučov	poučit	oučit	učit	čit	it	t	učovat	čovat	ovat	vat	at	t	ned.
poučovat	poučovávat	VV	--	I-	1	p	po	pou	pouč	poučo	poučov	p	po	pou	pouč	poučo	poučov	učovat	čovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
poukázat	poukazovat	VV	--	PI	1	p	po	pou	pouk	pouká	poukáz	p	po	pou	pouk	pouka	poukaz	ukázat	kázat	ázat	zat	at	t	azovat	zovat	ovat	vat	at	t	ned.
poukaznice	poukazničin	NA	F-	--	1	p	po	pou	pouk	pouka	poukaz	p	po	pou	pouk	pouka	poukaz	aznice	znice	nice	ice	ce	e	zničin	ničin	ičin	čin	in	n	poses.
poukazovatelka	poukazovatelčin	NA	F-	--	1	p	po	pou	pouk	pouka	poukaz	p	po	pou	pouk	pouka	poukaz	atelka	telka	elka	lka	ka	a	telčin	elčin	lčin	čin	in	n	poses.
Poulice	Pouličin	NA	F-	--	1	P	Po	Pou	Poul	Pouli	Poulic	P	Po	Pou	Poul	Pouli	Poulič	oulice	ulice	lice	ice	ce	e	uličin	ličin	ičin	čin	in	n	poses.
poulit	poulívat	VV	--	I-	1	p	po	pou	poul	pouli	poulit	p	po	pou	poul	poulí	poulív	poulit	oulit	ulit	lit	it	t	ulívat	lívat	ívat	vat	at	t	nás.
poupě	poupátko	NN	NN	--	1	p	po	pou	poup	poupě	-	p	po	pou	poup	poupá	poupát	-	poupě	oupě	upě	pě	ě	upátko	pátko	átko	tko	ko	o	zdrob.
pousmát	pousmívat	VV	--	PI	1	p	po	pou	pous	pousm	pousmá	p	po	pou	pous	pousm	pousmí	ousmát	usmát	smát	mát	át	t	smívat	mívat	ívat	vat	at	t	ned.
pouštět	pouštívat	VV	--	II	1	p	po	pou	pouš	poušt	pouště	p	po	pou	pouš	poušt	pouští	ouštět	uštět	štět	tět	ět	t	štívat	tívat	ívat	vat	at	t	nás.
poustevník	poustevníček	NN	MM	--	1	p	po	pou	pous	poust	pouste	p	po	pou	pous	poust	pouste	tevník	evník	vník	ník	ík	k	vníček	níček	íček	ček	ek	k	zdrob.
pouťák	pouťáček	NN	II	--	1	p	po	pou	pouť	pouťá	pouťák	p	po	pou	pouť	pouťá	pouťáč	pouťák	ouťák	uťák	ťák	ák	k	uťáček	ťáček	áček	ček	ek	k	zdrob.
poutat	poutávat	VV	--	I-	1	p	po	pou	pout	pouta	poutat	p	po	pou	pout	poutá	poutáv	poutat	outat	utat	tat	at	t	utávat	távat	ávat	vat	at	t	nás.
pouto	poutko	NN	NN	--	1	p	po	pou	pout	pouto	-	p	po	pou	pout	poutk	poutko	-	pouto	outo	uto	to	o	poutko	outko	utko	tko	ko	o	zdrob.
pouzdro	pouzdérko	NN	NN	--	1	p	po	pou	pouz	pouzd	pouzdr	p	po	pou	pouz	pouzd	pouzdé	ouzdro	uzdro	zdro	dro	ro	o	zdérko	dérko	érko	rko	ko	o	zdrob.
pouzdro	pouzdříčko	NN	NN	--	1	p	po	pou	pouz	pouzd	pouzdr	p	po	pou	pouz	pouzd	pouzdř	ouzdro	uzdro	zdro	dro	ro	o	dříčko	říčko	íčko	čko	ko	o	zdrob.
použít	používat	VV	--	PI	1	p	po	pou	použ	použí	použít	p	po	pou	použ	použí	použív	použít	oužít	užít	žít	ít	t	užívat	žívat	ívat	vat	at	t	ned.
použivatel	použivatelka	NN	MF	--	1	p	po	pou	použ	použi	použiv	p	po	pou	použ	použi	použiv	ivatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
poválení	pováleníčko	NN	NN	--	1	p	po	pov	pová	povál	povále	p	po	pov	pová	povál	povále	válení	álení	lení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	zdrob.
povalit	povalovat	VV	--	PI	1	p	po	pov	pova	poval	povali	p	po	pov	pova	poval	povalo	ovalit	valit	alit	lit	it	t	alovat	lovat	ovat	vat	at	t	ned.
povalování	povalováníčko	NN	NN	--	1	p	po	pov	pova	poval	povalo	p	po	pov	pova	poval	povalo	lování	ování	vání	ání	ní	í	áníčko	níčko	íčko	čko	ko	o	zdrob.
povalovat	povalovávat	VV	--	I-	1	p	po	pov	pova	poval	povalo	p	po	pov	pova	poval	povalo	alovat	lovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
považovat	považovávat	VV	--	I-	1	p	po	pov	pova	považ	považo	p	po	pov	pova	považ	považo	ažovat	žovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
povedený	povedenost	AN	MF	--	1	p	po	pov	pove	poved	povede	p	po	pov	pove	poved	povede	vedený	edený	dený	ený	ný	ý	denost	enost	nost	ost	st	t	podst.
pověřenec	pověřenka	NN	MF	--	1	p	po	pov	pově	pověř	pověře	p	po	pov	pově	pověř	pověře	ěřenec	řenec	enec	nec	ec	c	ěřenka	řenka	enka	nka	ka	a	přech.
pověřenka	pověřenčin	NA	F-	--	1	p	po	pov	pově	pověř	pověře	p	po	pov	pově	pověř	pověře	ěřenka	řenka	enka	nka	ka	a	řenčin	enčin	nčin	čin	in	n	poses.
pověřit	pověřovat	VV	--	PI	1	p	po	pov	pově	pověř	pověři	p	po	pov	pově	pověř	pověřo	ověřit	věřit	ěřit	řit	it	t	ěřovat	řovat	ovat	vat	at	t	ned.
povídání	povídáníčko	NN	NN	--	1	p	po	pov	poví	povíd	povídá	p	po	pov	poví	povíd	povídá	vídání	ídání	dání	ání	ní	í	áníčko	níčko	íčko	čko	ko	o	zdrob.
povídat	povídávat	VV	--	I-	1	p	po	pov	poví	povíd	povída	p	po	pov	poví	povíd	povídá	ovídat	vídat	ídat	dat	at	t	ídávat	dávat	ávat	vat	at	t	nás.
povídka	povídečka	NN	FF	--	1	p	po	pov	poví	povíd	povídk	p	po	pov	poví	povíd	povíde	ovídka	vídka	ídka	dka	ka	a	ídečka	dečka	ečka	čka	ka	a	zdrob.
povídkář	povídkářka	NN	MF	--	1	p	po	pov	poví	povíd	povídk	p	po	pov	poví	povíd	povídk	vídkář	ídkář	dkář	kář	ář	ř	dkářka	kářka	ářka	řka	ka	a	přech.
povléci	povlékat	VV	--	PI	1	p	po	pov	povl	povlé	povléc	p	po	pov	povl	povlé	povlék	ovléci	vléci	léci	éci	ci	i	vlékat	lékat	ékat	kat	at	t	ned.
povléci	povlíkat	VV	--	PI	1	p	po	pov	povl	povlé	povléc	p	po	pov	povl	povlí	povlík	ovléci	vléci	léci	éci	ci	i	vlíkat	líkat	íkat	kat	at	t	ned.
povolaný	povolanost	AN	IF	--	1	p	po	pov	povo	povol	povola	p	po	pov	povo	povol	povola	volaný	olaný	laný	aný	ný	ý	lanost	anost	nost	ost	st	t	podst.
povolit	povolovat	VV	--	PI	1	p	po	pov	povo	povol	povoli	p	po	pov	povo	povol	povolo	ovolit	volit	olit	lit	it	t	olovat	lovat	ovat	vat	at	t	ned.
povolovatelka	povolovatelčin	NA	F-	--	1	p	po	pov	povo	povol	povolo	p	po	pov	povo	povol	povolo	atelka	telka	elka	lka	ka	a	telčin	elčin	lčin	čin	in	n	poses.
povození	povozeníčko	NN	NN	--	1	p	po	pov	povo	povoz	povoze	p	po	pov	povo	povoz	povoze	vození	ození	zení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	zdrob.
povoznice	povozničin	NA	F-	--	1	p	po	pov	povo	povoz	povozn	p	po	pov	povo	povoz	povozn	oznice	znice	nice	ice	ce	e	zničin	ničin	ičin	čin	in	n	poses.
povržený	povrženost	AN	MF	--	1	p	po	pov	povr	povrž	povrže	p	po	pov	povr	povrž	povrže	vržený	ržený	žený	ený	ný	ý	ženost	enost	nost	ost	st	t	podst.
povstalec	povstalkyně	NN	MF	--	1	p	po	pov	povs	povst	povsta	p	po	pov	povs	povst	povsta	stalec	talec	alec	lec	ec	c	alkyně	lkyně	kyně	yně	ně	ě	přech.
povstat	povstávat	VV	--	PI	1	p	po	pov	povs	povst	povsta	p	po	pov	povs	povst	povstá	ovstat	vstat	stat	tat	at	t	stávat	távat	ávat	vat	at	t	ned.
povylézt	povylézat	VV	--	PI	1	p	po	pov	povy	povyl	povylé	p	po	pov	povy	povyl	povylé	vylézt	ylézt	lézt	ézt	zt	t	ylézat	lézat	ézat	zat	at	t	ned.
povyražení	povyraženíčko	NN	NN	--	1	p	po	pov	povy	povyr	povyra	p	po	pov	povy	povyr	povyra	ražení	ažení	žení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	zdrob.
povýšit	povyšovat	VV	--	PI	1	p	po	pov	pový	povýš	povýši	p	po	pov	povy	povyš	povyšo	ovýšit	výšit	ýšit	šit	it	t	yšovat	šovat	ovat	vat	at	t	ned.
povytáhnout	povytahovat	VV	--	PI	1	p	po	pov	povy	povyt	povytá	p	po	pov	povy	povyt	povyta	áhnout	hnout	nout	out	ut	t	ahovat	hovat	ovat	vat	at	t	ned.
povzbudit	povzbuzovat	VV	--	PI	1	p	po	pov	povz	povzb	povzbu	p	po	pov	povz	povzb	povzbu	zbudit	budit	udit	dit	it	t	uzovat	zovat	ovat	vat	at	t	ned.
povzbuzení	povzbuzeníčko	NN	NN	--	1	p	po	pov	povz	povzb	povzbu	p	po	pov	povz	povzb	povzbu	buzení	uzení	zení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	zdrob.
povzbuzovatel	povzbuzovatelka	NN	MF	--	1	p	po	pov	povz	povzb	povzbu	p	po	pov	povz	povzb	povzbu	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
povzbuzovat	povzbuzovávat	VV	--	I-	1	p	po	pov	povz	povzb	povzbu	p	po	pov	povz	povzb	povzbu	uzovat	zovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
povzdychnout	povzdychávat	VV	--	PI	1	p	po	pov	povz	povzd	povzdy	p	po	pov	povz	povzd	povzdy	chnout	hnout	nout	out	ut	t	chávat	hávat	ávat	vat	at	t	ned.
povznášet	povznášívat	VV	--	I-	1	p	po	pov	povz	povzn	povzná	p	po	pov	povz	povzn	povzná	znášet	nášet	ášet	šet	et	t	ášívat	šívat	ívat	vat	at	t	nás.
povznesený	povznesenost	AN	IF	--	1	p	po	pov	povz	povzn	povzne	p	po	pov	povz	povzn	povzne	nesený	esený	sený	ený	ný	ý	senost	enost	nost	ost	st	t	podst.
povznést	povznášet	VV	--	PI	1	p	po	pov	povz	povzn	povzné	p	po	pov	povz	povzn	povzná	vznést	znést	nést	ést	st	t	znášet	nášet	ášet	šet	et	t	ned.
pozapomínat	pozapomínávat	VV	--	I-	1	p	po	poz	poza	pozap	pozapo	p	po	poz	poza	pozap	pozapo	omínat	mínat	ínat	nat	at	t	ínávat	návat	ávat	vat	at	t	nás.
pozastavit	pozastavovat	VV	--	PI	1	p	po	poz	poza	pozas	pozast	p	po	poz	poza	pozas	pozast	stavit	tavit	avit	vit	it	t	avovat	vovat	ovat	vat	at	t	ned.
pozbýt	pozbývat	VV	--	PI	1	p	po	poz	pozb	pozbý	pozbýt	p	po	poz	pozb	pozbý	pozbýv	pozbýt	ozbýt	zbýt	být	ýt	t	zbývat	bývat	ývat	vat	at	t	ned.
pozdit	pozdívat	VV	--	I-	1	p	po	poz	pozd	pozdi	pozdit	p	po	poz	pozd	pozdí	pozdív	pozdit	ozdit	zdit	dit	it	t	zdívat	dívat	ívat	vat	at	t	nás.
pozdravit	pozdravovat	VV	--	PI	1	p	po	poz	pozd	pozdr	pozdra	p	po	poz	pozd	pozdr	pozdra	dravit	ravit	avit	vit	it	t	avovat	vovat	ovat	vat	at	t	ned.
pozdravovat	pozdravovávat	VV	--	I-	1	p	po	poz	pozd	pozdr	pozdra	p	po	poz	pozd	pozdr	pozdra	avovat	vovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
pozdržet	pozdržovat	VV	--	PI	1	p	po	poz	pozd	pozdr	pozdrž	p	po	poz	pozd	pozdr	pozdrž	zdržet	držet	ržet	žet	et	t	ržovat	žovat	ovat	vat	at	t	ned.
pozdvižení	pozdviženíčko	NN	NN	--	1	p	po	poz	pozd	pozdv	pozdvi	p	po	poz	pozd	pozdv	pozdvi	vižení	ižení	žení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	zdrob.
pozemek	pozemeček	NN	II	--	1	p	po	poz	poze	pozem	pozeme	p	po	poz	poze	pozem	pozeme	ozemek	zemek	emek	mek	ek	k	emeček	meček	eček	ček	ek	k	zdrob.
poženštit	poženšťovat	VV	--	P-	1	p	po	pož	pože	požen	poženš	p	po	pož	pože	požen	poženš	enštit	nštit	štit	tit	it	t	šťovat	ťovat	ovat	vat	at	t	ned.
pozér	pozérka	NN	MF	--	1	p	po	poz	pozé	pozér	-	p	po	poz	pozé	pozér	pozérk	-	pozér	ozér	zér	ér	r	ozérka	zérka	érka	rka	ka	a	přech.
pozhasínat	pozhasínávat	VV	--	P-	1	p	po	poz	pozh	pozha	pozhas	p	po	poz	pozh	pozha	pozhas	asínat	sínat	ínat	nat	at	t	ínávat	návat	ávat	vat	at	t	ned.
požidovštit	požidovšťovat	VV	--	--	1	p	po	pož	poži	požid	požido	p	po	pož	poži	požid	požido	ovštit	vštit	štit	tit	it	t	šťovat	ťovat	ovat	vat	at	t	ned.
požíračka	požíraččin	NA	F-	--	1	p	po	pož	poží	požír	požíra	p	po	pož	poží	požír	požíra	íračka	račka	ačka	čka	ka	a	raččin	aččin	ččin	čin	in	n	poses.
požitkář	požitkářka	NN	MF	--	1	p	po	pož	poži	požit	požitk	p	po	pož	poži	požit	požitk	žitkář	itkář	tkář	kář	ář	ř	tkářka	kářka	ářka	řka	ka	a	přech.
poživatel	poživatelka	NN	MF	--	1	p	po	pož	poži	poživ	poživa	p	po	pož	poži	poživ	poživa	ivatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
pozlacovač	pozlacovačka	NN	MF	--	1	p	po	poz	pozl	pozla	pozlac	p	po	poz	pozl	pozla	pozlac	acovač	covač	ovač	vač	ač	č	ovačka	vačka	ačka	čka	ka	a	přech.
pozlatit	pozlacovat	VV	--	PI	1	p	po	poz	pozl	pozla	pozlat	p	po	poz	pozl	pozla	pozlac	zlatit	latit	atit	tit	it	t	acovat	covat	ovat	vat	at	t	ned.
pozměnit	pozměňovat	VV	--	PI	1	p	po	poz	pozm	pozmě	pozměn	p	po	poz	pozm	pozmě	pozměň	změnit	měnit	ěnit	nit	it	t	ěňovat	ňovat	ovat	vat	at	t	ned.
poznačit	poznačovat	VV	--	PI	1	p	po	poz	pozn	pozna	poznač	p	po	poz	pozn	pozna	poznač	značit	načit	ačit	čit	it	t	ačovat	čovat	ovat	vat	at	t	ned.
