parent	child	pos_P	pos_C	gender_P	gender_C	aspect_P	aspect_C	poses_P	poses_C	same_start	same_end	one_gram_P_start	two_gram_P_start	three_gram_P_start	four_gram_P_start	five_gram_P_start	six_gram_P_start	one_gram_C_start	two_gram_C_start	three_gram_C_start	four_gram_C_start	five_gram_C_start	six_gram_C_start	six_gram_P_end	five_gram_P_end	four_gram_P_end	three_gram_P_end	two_gram_P_end	one_gram_P_end	six_gram_C_end	five_gram_C_end	four_gram_C_end	three_gram_C_end	two_gram_C_end	one_gram_C_end	label
rosit	rosívat	V	V	NA	NA	I	I	0	0	1	1	r	ro	ros	rosi	rosit	NA	r	ro	ros	rosí	rosív	rosíva	NA	rosit	osit	sit	it	t	osívat	sívat	ívat	vat	at	t	ITERATIVE
rosolka	rosolička	N	N	F	F	NA	NA	0	0	1	1	r	ro	ros	roso	rosol	rosolk	r	ro	ros	roso	rosol	rosoli	osolka	solka	olka	lka	ka	a	olička	lička	ička	čka	ka	a	DIMINUTIVE
rošťák	rošťáček	N	N	M	M	NA	NA	0	0	1	1	r	ro	roš	rošť	rošťá	rošťák	r	ro	roš	rošť	rošťá	rošťáč	rošťák	ošťák	šťák	ťák	ák	k	šťáček	ťáček	áček	ček	ek	k	DIMINUTIVE
roští	roštíčko	N	N	N	N	NA	NA	0	0	1	0	r	ro	roš	rošt	roští	NA	r	ro	roš	rošt	roští	roštíč	NA	roští	oští	ští	tí	í	štíčko	tíčko	íčko	čko	ko	o	DIMINUTIVE
rostlina	rostlinka	N	N	F	F	NA	NA	0	0	1	1	r	ro	ros	rost	rostl	rostli	r	ro	ros	rost	rostl	rostli	stlina	tlina	lina	ina	na	a	tlinka	linka	inka	nka	ka	a	DIMINUTIVE
Rostovčev	Rostovčevův	N	A	M	NA	NA	NA	0	1	1	1	R	Ro	Ros	Rost	Rosto	Rostov	R	Ro	Ros	Rost	Rosto	Rostov	tovčev	ovčev	včev	čev	ev	v	včevův	čevův	evův	vův	ův	v	POSSESSIVE
Roszka	Roszkův	N	A	M	NA	NA	NA	0	1	1	0	R	Ro	Ros	Rosz	Roszk	Roszka	R	Ro	Ros	Rosz	Roszk	Roszků	Roszka	oszka	szka	zka	ka	a	oszkův	szkův	zkův	kův	ův	v	POSSESSIVE
Rotnágl	Rotnáglův	N	A	M	NA	NA	NA	0	1	1	0	R	Ro	Rot	Rotn	Rotná	Rotnág	R	Ro	Rot	Rotn	Rotná	Rotnág	otnágl	tnágl	nágl	ágl	gl	l	náglův	áglův	glův	lův	ův	v	POSSESSIVE
rotný	rotná	N	N	M	F	NA	NA	0	0	1	0	r	ro	rot	rotn	rotný	NA	r	ro	rot	rotn	rotná	NA	NA	rotný	otný	tný	ný	ý	NA	rotná	otná	tná	ná	á	FEMALE
rotunda	rotundička	N	N	F	F	NA	NA	0	0	1	1	r	ro	rot	rotu	rotun	rotund	r	ro	rot	rotu	rotun	rotund	otunda	tunda	unda	nda	da	a	ndička	dička	ička	čka	ka	a	DIMINUTIVE
Roubalka	Roubalčin	N	A	F	NA	NA	NA	0	1	1	0	R	Ro	Rou	Roub	Rouba	Roubal	R	Ro	Rou	Roub	Rouba	Roubal	ubalka	balka	alka	lka	ka	a	balčin	alčin	lčin	čin	in	n	POSSESSIVE
roubík	roubíček	N	N	I	I	NA	NA	0	0	1	1	r	ro	rou	roub	roubí	roubík	r	ro	rou	roub	roubí	roubíč	roubík	oubík	ubík	bík	ík	k	ubíček	bíček	íček	ček	ek	k	DIMINUTIVE
roubovat	roubovávat	V	V	NA	NA	I	I	0	0	1	1	r	ro	rou	roub	roubo	roubov	r	ro	rou	roub	roubo	roubov	ubovat	bovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ITERATIVE
roucho	rouško	N	N	N	N	NA	NA	0	0	1	1	r	ro	rou	rouc	rouch	roucho	r	ro	rou	rouš	roušk	rouško	roucho	oucho	ucho	cho	ho	o	rouško	ouško	uško	ško	ko	o	DIMINUTIVE
rouhat	rouhávat	V	V	NA	NA	I	I	0	0	1	1	r	ro	rou	rouh	rouha	rouhat	r	ro	rou	rouh	rouhá	rouháv	rouhat	ouhat	uhat	hat	at	t	uhávat	hávat	ávat	vat	at	t	ITERATIVE
roura	rourka	N	N	F	F	NA	NA	0	0	1	1	r	ro	rou	rour	roura	NA	r	ro	rou	rour	rourk	rourka	NA	roura	oura	ura	ra	a	rourka	ourka	urka	rka	ka	a	DIMINUTIVE
rousat	rousávat	V	V	NA	NA	I	I	0	0	1	1	r	ro	rou	rous	rousa	rousat	r	ro	rou	rous	rousá	rousáv	rousat	ousat	usat	sat	at	t	usávat	sávat	ávat	vat	at	t	ITERATIVE
rous	rousek	N	N	I	I	NA	NA	0	0	1	0	r	ro	rou	rous	NA	NA	r	ro	rou	rous	rouse	rousek	NA	NA	rous	ous	us	s	rousek	ousek	usek	sek	ek	k	DIMINUTIVE
Rous	Rousův	N	A	M	NA	NA	NA	0	1	1	0	R	Ro	Rou	Rous	NA	NA	R	Ro	Rou	Rous	Rousů	Rousův	NA	NA	Rous	ous	us	s	Rousův	ousův	usův	sův	ův	v	POSSESSIVE
routa	routička	N	N	F	F	NA	NA	0	0	1	1	r	ro	rou	rout	routa	NA	r	ro	rou	rout	routi	routič	NA	routa	outa	uta	ta	a	utička	tička	ička	čka	ka	a	DIMINUTIVE
rovina	rovinka	N	N	F	F	NA	NA	0	0	1	1	r	ro	rov	rovi	rovin	rovina	r	ro	rov	rovi	rovin	rovink	rovina	ovina	vina	ina	na	a	ovinka	vinka	inka	nka	ka	a	DIMINUTIVE
rovnat	rovnávat	V	V	NA	NA	I	I	0	0	1	1	r	ro	rov	rovn	rovna	rovnat	r	ro	rov	rovn	rovná	rovnáv	rovnat	ovnat	vnat	nat	at	t	vnávat	návat	ávat	vat	at	t	ITERATIVE
rovnostářka	rovnostářčin	N	A	F	NA	NA	NA	0	1	1	0	r	ro	rov	rovn	rovno	rovnos	r	ro	rov	rovn	rovno	rovnos	stářka	tářka	ářka	řka	ka	a	tářčin	ářčin	řčin	čin	in	n	POSSESSIVE
rov	růvek	N	N	I	I	NA	NA	0	0	0	0	r	ro	rov	NA	NA	NA	r	rů	rův	růve	růvek	NA	NA	NA	NA	rov	ov	v	NA	růvek	ůvek	vek	ek	k	DIMINUTIVE
rovný	rovňoučký	A	A	NA	NA	NA	NA	0	0	1	1	r	ro	rov	rovn	rovný	NA	r	ro	rov	rovň	rovňo	rovňou	NA	rovný	ovný	vný	ný	ý	ňoučký	oučký	učký	čký	ký	ý	DIMINUTIVE
rozbahnit	rozbahňovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozb	rozba	rozbah	r	ro	roz	rozb	rozba	rozbah	bahnit	ahnit	hnit	nit	it	t	hňovat	ňovat	ovat	vat	at	t	ASPECT
rozbalit	rozbalovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozb	rozba	rozbal	r	ro	roz	rozb	rozba	rozbal	zbalit	balit	alit	lit	it	t	alovat	lovat	ovat	vat	at	t	ASPECT
rozběsnit	rozběsňovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozb	rozbě	rozběs	r	ro	roz	rozb	rozbě	rozběs	běsnit	ěsnit	snit	nit	it	t	sňovat	ňovat	ovat	vat	at	t	ASPECT
rozbíhat	rozběhnout	V	V	NA	NA	I	P	0	0	1	1	r	ro	roz	rozb	rozbí	rozbíh	r	ro	roz	rozb	rozbě	rozběh	zbíhat	bíhat	íhat	hat	at	t	ěhnout	hnout	nout	out	ut	t	ASPECT
rozbíhat	rozbíhávat	V	V	NA	NA	I	I	0	0	1	1	r	ro	roz	rozb	rozbí	rozbíh	r	ro	roz	rozb	rozbí	rozbíh	zbíhat	bíhat	íhat	hat	at	t	íhávat	hávat	ávat	vat	at	t	ITERATIVE
rozbírat	rozbírávat	V	V	NA	NA	I	I	0	0	1	1	r	ro	roz	rozb	rozbí	rozbír	r	ro	roz	rozb	rozbí	rozbír	zbírat	bírat	írat	rat	at	t	írávat	rávat	ávat	vat	at	t	ITERATIVE
rozbít	rozbíjet	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozb	rozbí	rozbít	r	ro	roz	rozb	rozbí	rozbíj	rozbít	ozbít	zbít	bít	ít	t	zbíjet	bíjet	íjet	jet	et	t	ASPECT
rozbodat	rozbodávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozb	rozbo	rozbod	r	ro	roz	rozb	rozbo	rozbod	zbodat	bodat	odat	dat	at	t	odávat	dávat	ávat	vat	at	t	ASPECT
rozbourat	rozbourávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozb	rozbo	rozbou	r	ro	roz	rozb	rozbo	rozbou	bourat	ourat	urat	rat	at	t	urávat	rávat	ávat	vat	at	t	ASPECT
rozbřesknout	rozbřeskovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozb	rozbř	rozbře	r	ro	roz	rozb	rozbř	rozbře	sknout	knout	nout	out	ut	t	skovat	kovat	ovat	vat	at	t	ASPECT
rozčarovat	rozčarovávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozč	rozča	rozčar	r	ro	roz	rozč	rozča	rozčar	arovat	rovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ASPECT
rozčechrat	rozčechrávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozč	rozče	rozčec	r	ro	roz	rozč	rozče	rozčec	echrat	chrat	hrat	rat	at	t	hrávat	rávat	ávat	vat	at	t	ASPECT
rozčeřit	rozčeřovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozč	rozče	rozčeř	r	ro	roz	rozč	rozče	rozčeř	zčeřit	čeřit	eřit	řit	it	t	eřovat	řovat	ovat	vat	at	t	ASPECT
rozcestník	rozcestníček	N	N	I	I	NA	NA	0	0	1	1	r	ro	roz	rozc	rozce	rozces	r	ro	roz	rozc	rozce	rozces	estník	stník	tník	ník	ík	k	tníček	níček	íček	ček	ek	k	DIMINUTIVE
rozcházet	rozcházívat	V	V	NA	NA	I	I	0	0	1	1	r	ro	roz	rozc	rozch	rozchá	r	ro	roz	rozc	rozch	rozchá	cházet	házet	ázet	zet	et	t	ázívat	zívat	ívat	vat	at	t	ITERATIVE
rozchechtat	rozchechtávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozc	rozch	rozche	r	ro	roz	rozc	rozch	rozche	echtat	chtat	htat	tat	at	t	htávat	távat	ávat	vat	at	t	ASPECT
rozchodník	rozchodníček	N	N	I	I	NA	NA	0	0	1	1	r	ro	roz	rozc	rozch	rozcho	r	ro	roz	rozc	rozch	rozcho	hodník	odník	dník	ník	ík	k	dníček	níček	íček	ček	ek	k	DIMINUTIVE
rozčílit	rozčilovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozč	rozčí	rozčíl	r	ro	roz	rozč	rozči	rozčil	zčílit	čílit	ílit	lit	it	t	ilovat	lovat	ovat	vat	at	t	ASPECT
rozčlenit	rozčleňovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozč	rozčl	rozčle	r	ro	roz	rozč	rozčl	rozčle	členit	lenit	enit	nit	it	t	eňovat	ňovat	ovat	vat	at	t	ASPECT
rozcuchat	rozcuchávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozc	rozcu	rozcuc	r	ro	roz	rozc	rozcu	rozcuc	cuchat	uchat	chat	hat	at	t	chávat	hávat	ávat	vat	at	t	ASPECT
rozcupovat	rozcupovávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozc	rozcu	rozcup	r	ro	roz	rozc	rozcu	rozcup	upovat	povat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ASPECT
rozdat	rozdávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozda	rozdat	r	ro	roz	rozd	rozdá	rozdáv	rozdat	ozdat	zdat	dat	at	t	zdávat	dávat	ávat	vat	at	t	ASPECT
rozdavačka	rozdavaččin	N	A	F	NA	NA	NA	0	1	1	0	r	ro	roz	rozd	rozda	rozdav	r	ro	roz	rozd	rozda	rozdav	avačka	vačka	ačka	čka	ka	a	vaččin	aččin	ččin	čin	in	n	POSSESSIVE
rozdávač	rozdávačka	N	N	M	F	NA	NA	0	0	1	0	r	ro	roz	rozd	rozdá	rozdáv	r	ro	roz	rozd	rozdá	rozdáv	zdávač	dávač	ávač	vač	ač	č	ávačka	vačka	ačka	čka	ka	a	FEMALE
rozdělat	rozdělávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdě	rozděl	r	ro	roz	rozd	rozdě	rozděl	zdělat	dělat	ělat	lat	at	t	ělávat	lávat	ávat	vat	at	t	ASPECT
rozdělitelka	rozdělitelčin	N	A	F	NA	NA	NA	0	1	1	0	r	ro	roz	rozd	rozdě	rozděl	r	ro	roz	rozd	rozdě	rozděl	itelka	telka	elka	lka	ka	a	telčin	elčin	lčin	čin	in	n	POSSESSIVE
rozdělit	rozdělovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdě	rozděl	r	ro	roz	rozd	rozdě	rozděl	zdělit	dělit	ělit	lit	it	t	ělovat	lovat	ovat	vat	at	t	ASPECT
rozdělit	rozdílet	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdě	rozděl	r	ro	roz	rozd	rozdí	rozdíl	zdělit	dělit	ělit	lit	it	t	zdílet	dílet	ílet	let	et	t	ASPECT
rozdíl	rozdílek	N	N	I	I	NA	NA	0	0	1	0	r	ro	roz	rozd	rozdí	rozdíl	r	ro	roz	rozd	rozdí	rozdíl	rozdíl	ozdíl	zdíl	díl	íl	l	zdílek	dílek	ílek	lek	ek	k	DIMINUTIVE
rozdoutnat	rozdoutnávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdo	rozdou	r	ro	roz	rozd	rozdo	rozdou	outnat	utnat	tnat	nat	at	t	tnávat	návat	ávat	vat	at	t	ASPECT
rozdrásat	rozdrásávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdr	rozdrá	r	ro	roz	rozd	rozdr	rozdrá	drásat	rásat	ásat	sat	at	t	ásávat	sávat	ávat	vat	at	t	ASPECT
rozdráždit	rozdražďovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdr	rozdrá	r	ro	roz	rozd	rozdr	rozdra	ráždit	áždit	ždit	dit	it	t	žďovat	ďovat	ovat	vat	at	t	ASPECT
rozdrobitelka	rozdrobitelčin	N	A	F	NA	NA	NA	0	1	1	0	r	ro	roz	rozd	rozdr	rozdro	r	ro	roz	rozd	rozdr	rozdro	itelka	telka	elka	lka	ka	a	telčin	elčin	lčin	čin	in	n	POSSESSIVE
rozdrobit	rozdrobovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdr	rozdro	r	ro	roz	rozd	rozdr	rozdro	drobit	robit	obit	bit	it	t	obovat	bovat	ovat	vat	at	t	ASPECT
rozdrolit	rozdrolovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdr	rozdro	r	ro	roz	rozd	rozdr	rozdro	drolit	rolit	olit	lit	it	t	olovat	lovat	ovat	vat	at	t	ASPECT
rozdrtit	rozdrcovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdr	rozdrt	r	ro	roz	rozd	rozdr	rozdrc	zdrtit	drtit	rtit	tit	it	t	rcovat	covat	ovat	vat	at	t	ASPECT
rozdružit	rozdružovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdr	rozdru	r	ro	roz	rozd	rozdr	rozdru	družit	ružit	užit	žit	it	t	užovat	žovat	ovat	vat	at	t	ASPECT
rozdupat	rozdupávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdu	rozdup	r	ro	roz	rozd	rozdu	rozdup	zdupat	dupat	upat	pat	at	t	upávat	pávat	ávat	vat	at	t	ASPECT
rozdvojit	rozdvojovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdv	rozdvo	r	ro	roz	rozd	rozdv	rozdvo	dvojit	vojit	ojit	jit	it	t	ojovat	jovat	ovat	vat	at	t	ASPECT
rozdýmat	rozdýmávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozd	rozdý	rozdým	r	ro	roz	rozd	rozdý	rozdým	zdýmat	dýmat	ýmat	mat	at	t	ýmávat	mávat	ávat	vat	at	t	ASPECT
rozebrat	rozbírat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozeb	rozebr	r	ro	roz	rozb	rozbí	rozbír	zebrat	ebrat	brat	rat	at	t	zbírat	bírat	írat	rat	at	t	ASPECT
rozebrat	rozebírat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozeb	rozebr	r	ro	roz	roze	rozeb	rozebí	zebrat	ebrat	brat	rat	at	t	ebírat	bírat	írat	rat	at	t	ASPECT
rozechvět	rozechvívat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozec	rozech	r	ro	roz	roze	rozec	rozech	echvět	chvět	hvět	vět	ět	t	hvívat	vívat	ívat	vat	at	t	ASPECT
rozehnat	rozhánět	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozeh	rozehn	r	ro	roz	rozh	rozhá	rozhán	zehnat	ehnat	hnat	nat	at	t	zhánět	hánět	ánět	nět	ět	t	ASPECT
rozehrát	rozehrávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozeh	rozehr	r	ro	roz	roze	rozeh	rozehr	zehrát	ehrát	hrát	rát	át	t	hrávat	rávat	ávat	vat	at	t	ASPECT
rozehřát	rozehřávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozeh	rozehř	r	ro	roz	roze	rozeh	rozehř	zehřát	ehřát	hřát	řát	át	t	hřávat	řávat	ávat	vat	at	t	ASPECT
rozehřát	rozehřívat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozeh	rozehř	r	ro	roz	roze	rozeh	rozehř	zehřát	ehřát	hřát	řát	át	t	hřívat	řívat	ívat	vat	at	t	ASPECT
rozejít	rozcházet	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozej	rozejí	r	ro	roz	rozc	rozch	rozchá	ozejít	zejít	ejít	jít	ít	t	cházet	házet	ázet	zet	et	t	ASPECT
rozepsat	rozpisovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozep	rozeps	r	ro	roz	rozp	rozpi	rozpis	zepsat	epsat	psat	sat	at	t	isovat	sovat	ovat	vat	at	t	ASPECT
rozesírač	rozesíračův	N	A	M	NA	NA	NA	0	1	1	0	r	ro	roz	roze	rozes	rozesí	r	ro	roz	roze	rozes	rozesí	esírač	sírač	írač	rač	ač	č	íračův	račův	ačův	čův	ův	v	POSSESSIVE
rozeslat	rozesílat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozes	rozesl	r	ro	roz	roze	rozes	rozesí	zeslat	eslat	slat	lat	at	t	esílat	sílat	ílat	lat	at	t	ASPECT
rozesmát	rozesmávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozes	rozesm	r	ro	roz	roze	rozes	rozesm	zesmát	esmát	smát	mát	át	t	smávat	mávat	ávat	vat	at	t	ASPECT
rozesmát	rozesmívat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozes	rozesm	r	ro	roz	roze	rozes	rozesm	zesmát	esmát	smát	mát	át	t	smívat	mívat	ívat	vat	at	t	ASPECT
rozesmutnit	rozesmutňovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozes	rozesm	r	ro	roz	roze	rozes	rozesm	mutnit	utnit	tnit	nit	it	t	tňovat	ňovat	ovat	vat	at	t	ASPECT
rozestavit	rozestavovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozes	rozest	r	ro	roz	roze	rozes	rozest	stavit	tavit	avit	vit	it	t	avovat	vovat	ovat	vat	at	t	ASPECT
rozeštkat	rozeštkávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozeš	rozešt	r	ro	roz	roze	rozeš	rozešt	eštkat	štkat	tkat	kat	at	t	tkávat	kávat	ávat	vat	at	t	ASPECT
rozestlat	rozestlávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozes	rozest	r	ro	roz	roze	rozes	rozest	estlat	stlat	tlat	lat	at	t	tlávat	lávat	ávat	vat	at	t	ASPECT
rozestlat	rozestýlat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozes	rozest	r	ro	roz	roze	rozes	rozest	estlat	stlat	tlat	lat	at	t	stýlat	týlat	ýlat	lat	at	t	ASPECT
rozestoupit	rozestupovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozes	rozest	r	ro	roz	roze	rozes	rozest	toupit	oupit	upit	pit	it	t	upovat	povat	ovat	vat	at	t	ASPECT
rozeštvat	rozeštvávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozeš	rozešt	r	ro	roz	roze	rozeš	rozešt	eštvat	štvat	tvat	vat	at	t	tvávat	vávat	ávat	vat	at	t	ASPECT
rozevlát	rozevlávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozev	rozevl	r	ro	roz	roze	rozev	rozevl	zevlát	evlát	vlát	lát	át	t	vlávat	lávat	ávat	vat	at	t	ASPECT
rozevřít	rozevírat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozev	rozevř	r	ro	roz	roze	rozev	rozeví	zevřít	evřít	vřít	řít	ít	t	evírat	vírat	írat	rat	at	t	ASPECT
rozevřít	rozvírat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozev	rozevř	r	ro	roz	rozv	rozví	rozvír	zevřít	evřít	vřít	řít	ít	t	zvírat	vírat	írat	rat	at	t	ASPECT
rozeznat	rozeznávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozez	rozezn	r	ro	roz	roze	rozez	rozezn	zeznat	eznat	znat	nat	at	t	znávat	návat	ávat	vat	at	t	ASPECT
rozeznít	rozeznívat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozez	rozezn	r	ro	roz	roze	rozez	rozezn	zeznít	eznít	znít	nít	ít	t	znívat	nívat	ívat	vat	at	t	ASPECT
rozezpívat	rozezpívávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozez	rozezp	r	ro	roz	roze	rozez	rozezp	zpívat	pívat	ívat	vat	at	t	ívávat	vávat	ávat	vat	at	t	ASPECT
rozežrat	rozežírat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	roze	rozež	rozežr	r	ro	roz	roze	rozež	rozeží	zežrat	ežrat	žrat	rat	at	t	ežírat	žírat	írat	rat	at	t	ASPECT
rozfoukat	rozfoukávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozf	rozfo	rozfou	r	ro	roz	rozf	rozfo	rozfou	foukat	oukat	ukat	kat	at	t	ukávat	kávat	ávat	vat	at	t	ASPECT
rozhalit	rozhalovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozha	rozhal	r	ro	roz	rozh	rozha	rozhal	zhalit	halit	alit	lit	it	t	alovat	lovat	ovat	vat	at	t	ASPECT
rozhárat	rozhárávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozhá	rozhár	r	ro	roz	rozh	rozhá	rozhár	zhárat	hárat	árat	rat	at	t	árávat	rávat	ávat	vat	at	t	ASPECT
rozhazovačka	rozhazovaččin	N	A	F	NA	NA	NA	0	1	1	0	r	ro	roz	rozh	rozha	rozhaz	r	ro	roz	rozh	rozha	rozhaz	ovačka	vačka	ačka	čka	ka	a	vaččin	aččin	ččin	čin	in	n	POSSESSIVE
rozhazovač	rozhazovačka	N	N	M	F	NA	NA	0	0	1	0	r	ro	roz	rozh	rozha	rozhaz	r	ro	roz	rozh	rozha	rozhaz	azovač	zovač	ovač	vač	ač	č	ovačka	vačka	ačka	čka	ka	a	FEMALE
rozhlásit	rozhlašovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozhl	rozhlá	r	ro	roz	rozh	rozhl	rozhla	hlásit	lásit	ásit	sit	it	t	ašovat	šovat	ovat	vat	at	t	ASPECT
rozhlas	rozhlásek	N	N	I	I	NA	NA	0	0	1	0	r	ro	roz	rozh	rozhl	rozhla	r	ro	roz	rozh	rozhl	rozhlá	ozhlas	zhlas	hlas	las	as	s	hlásek	lásek	ásek	sek	ek	k	DIMINUTIVE
rozhledna	rozhlednička	N	N	F	F	NA	NA	0	0	1	1	r	ro	roz	rozh	rozhl	rozhle	r	ro	roz	rozh	rozhl	rozhle	hledna	ledna	edna	dna	na	a	dnička	nička	ička	čka	ka	a	DIMINUTIVE
rozhlížet	rozhlédnout	V	V	NA	NA	I	P	0	0	1	1	r	ro	roz	rozh	rozhl	rozhlí	r	ro	roz	rozh	rozhl	rozhlé	hlížet	lížet	ížet	žet	et	t	édnout	dnout	nout	out	ut	t	ASPECT
rozhlížet	rozhlížívat	V	V	NA	NA	I	I	0	0	1	1	r	ro	roz	rozh	rozhl	rozhlí	r	ro	roz	rozh	rozhl	rozhlí	hlížet	lížet	ížet	žet	et	t	ížívat	žívat	ívat	vat	at	t	ITERATIVE
rozhlodat	rozhlodávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozhl	rozhlo	r	ro	roz	rozh	rozhl	rozhlo	hlodat	lodat	odat	dat	at	t	odávat	dávat	ávat	vat	at	t	ASPECT
rozhodnout	rozhodovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozho	rozhod	r	ro	roz	rozh	rozho	rozhod	odnout	dnout	nout	out	ut	t	odovat	dovat	ovat	vat	at	t	ASPECT
rozhodovat	rozhodovávat	V	V	NA	NA	I	I	0	0	1	1	r	ro	roz	rozh	rozho	rozhod	r	ro	roz	rozh	rozho	rozhod	odovat	dovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ITERATIVE
rozhořčit	rozhořčovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozho	rozhoř	r	ro	roz	rozh	rozho	rozhoř	hořčit	ořčit	řčit	čit	it	t	řčovat	čovat	ovat	vat	at	t	ASPECT
rozhořet	rozhořívat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozho	rozhoř	r	ro	roz	rozh	rozho	rozhoř	zhořet	hořet	ořet	řet	et	t	ořívat	řívat	ívat	vat	at	t	ASPECT
rozhoupat	rozhoupávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozho	rozhou	r	ro	roz	rozh	rozho	rozhou	houpat	oupat	upat	pat	at	t	upávat	pávat	ávat	vat	at	t	ASPECT
rozhovořit	rozhovořovat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozho	rozhov	r	ro	roz	rozh	rozho	rozhov	ovořit	vořit	ořit	řit	it	t	ořovat	řovat	ovat	vat	at	t	ASPECT
rozhrabat	rozhrabávat	V	V	NA	NA	P	I	0	0	1	1	r	ro	roz	rozh	rozhr	rozhra	r	ro	roz	rozh	rozhr	rozhra	hrabat	rabat	abat	bat	at	t	abávat	bávat	ávat	vat	at	t	ASPECT
