word	etymology	is_loan
petlice		native
petrklíč		native
petrografie	ell	loan
petrochemie	deu,ell	loan
petrolej	deu,ell	loan
petržel	lat,ell	loan
petting	eng	loan
petúnie	lat	loan
pevný		native
piano	deu,fra,ita,lat	loan
piarista	lat	loan
piastr	fra,ita,lat	loan
píce		native
píča		native
píď		native
píďalka		native
piedestal	fra,ita,gem	loan
pierot	fra	loan
pieta	lat	loan
*pifka		native
piglovat	deu	loan
pigment	deu,lat	loan
piha		native
píchat		native
pijavice		native
píka	deu,fra	loan
pikantní	deu,fra	loan
pikart	fra,nld	loan
pikat (se)		native
pikle		native
piknik	eng,fra	loan
pikola	ita	loan
pikolík	ita	loan
piksla	bar,deu,lat,ell	loan
piktogram	lat	loan
piky	deu,fra	loan
pila		native
pilaf	tur,pes	loan
pilíř	deu	loan
pilný	dsb	loan
pilot1	deu,fra,ita,ell	loan
pilot2	deu,fra,lat	loan
pilulka	deu,lat	loan
pimprle	deu	loan
pinč(l)	bar,deu	loan
pinďour	deu	loan
pingl	bar,deu	loan
ping-pong	eng	loan
pinie	lat	loan
pinkat		native
pinta	deu,gmh,fra	loan
pinzeta	deu,fra,lat	loan
pion	fra,fro,lat	loan
pionýr	deu,fra,fro	loan
pípa	deu,ita,lat	loan
pípat		native
piplat (se)		native
piraňa	por	loan
pirát	deu,ita,fro,lat,ell	loan
piroh	rus	loan
pirueta	fra,frm	loan
písek		native
píseň		native
pískat		native
piskoř		native
písmeno		native
písmo		native
pisoár	fra	loan
píst		native
pistácie	lat,ell	loan
pistole	deu,fra	loan
pišingr	deu	loan
piškot	deu,ita,lat	loan
píšťala		native
píštěl	deu,lat	loan
pištět		native
pít		native
pitbul	eng	loan
pitomý		native
pitoreskní	fra,ita,lat	loan
pitvat		native
pitvořit se		native
pivo		native
pivoňka	lat,ell	loan
pivot(man)	eng,fra	loan
pizda		native
pizdit		native
pizza	ita	loan
pižmo	goh,lat,heb	loan
plac	deu,fro,lat,ell	loan
plácat		native
placatý		native
placenta	lat	loan
placírka	deu	loan
placka		native
pláč		native
plagiát	deu,fra,lat	loan
plahočit se		native
pláchnout		native
-pláchnout		native
plachta		native
plachý	mkd	loan
plakat		native
plakát	deu,dum,frm	loan
plaketa	deu,fra	loan
plamen		native
plameňák		native
plán	deu,fra,ita,lat	loan
-plán	lat,ell	loan
pláň	gmh	loan
planeta	lat,ell	loan
planimetrie	lat	loan
plaňka	deu,gmh,lat	loan
plankton	deu,ell	loan
planout		native
plantáž	fra,lat	loan
planý		native
planýrovat	deu,fra,fro,lat	loan
plápolat		native
plast	deu	loan
plást	hsb	loan
plastelína	deu	loan
plastický	deu,fra,lat,ell	loan
plašit		native
plášť		native
plát1		native
plát2		native
platan	deu,lat,ell	loan
plátek	deu	loan
platforma	deu,fra	loan
platina	spa,lat	loan
platit		native
plátno		native
plató	fra	loan
platonický	ell	loan
platýs	deu,lat	loan
plavat		native
plavý		native
playback	eng	loan
plazit se		native
plazma	lat,ell	loan
pláž	fra,ita,lat	loan
plebejec	deu,lat	loan
plebiscit	lat	loan
plec		native
pléd	eng,gla	loan
plédovat	fra,fro,lat	loan
plech	gmh	loan
plejáda	ell	loan
plejboj	eng	loan
plejtvák		native
plemeno		native
plen		native
plena		native
plenární	lat	loan
plenér	fra	loan
plenta	deu	loan
plénum	lat	loan
pleonasmus	lat,ell	loan
plesat		native
pleskat		native
plesnivý		native
pleso	slk	loan
plést		native
pleš		native
pleť		native
pleticha		native
pleva		native
plevel		native
plexisklo	deu,lat	loan
plezír	deu,fra,fro,lat	loan
plch		native
plíce		native
plíseň		native
plískanice	pol,lit,lat	loan
plísnit		native
plisovaný	fra,lat	loan
plít		native
plivat		native
plížit se		native
plný		native
plod		native
plochý	deu	loan
plomba	deu,fra,lat	loan
plonk	bar,deu	loan
ploský		native
ploštice		native
plot		native
plotice		native
plotna	bar,deu	loan
plouhat (se)		native
plout		native
ploutev		native
plovat		native
plsť		native
plť		native
pluh		native
plucha		native
pluk		native
plundrovat	deu,nld	loan
plurál	lat	loan
plus	lat	loan
plusquamperfektum	lat	loan
plutokracie	ell	loan
plutonium	deu	loan
pluviál	lat	loan
plyn	pol	loan
plynout		native
plyš	deu,fra,fro,lat	loan
plytký		native
plýtvat		native
-plývat		native
plž		native
pneumatický	lat,ell	loan
pneumotorax	ell	loan
pnout (se)		native
po		native
pobožný		native
pobuda		native
poctivý		native
počasí		native
počátek		native
počet		native
počkat		native
pod		native
podagra	lat,ell	loan
podběl		native
podél		native
podešev		native
podezřelý		native
pódium	deu,lat,ell	loan
podlaha		native
podle	pol	loan
podléška		native
podloudný		native
podlý	pol	loan
podmanit		native
podmět		native
podmínka		native
podnebí		native
podnět		native
podnikat		native
podoba		native
podolek		native
podomek		native
podpora		native
podrážka		native
podrobit		native
podrobný		native
podroušený	deu	loan
podružný		native
podstata		native
poduška		native
podvádět		native
podzim		native
poema	lat,ell	loan
poeta	lat,ell	loan
poezie	deu,fra,lat,ell	loan
pofidérní		loan
pogrom	rus	loan
pohádka		native
pohan		native
pohár	slk,hun,goh	loan
pohlavár	srp	loan
pohlaví		native
pohoda		native
pohodný		native
pohovka	hsb,chu	loan
pohroma		native
pohroužit se	pol	loan
pohřbít		native
pohřešovat		native
pohřížit se		native
pohůnek		native
pochodeň		native
pochroumat		native
pochva		native
pointa	fra,lat	loan
pojit		native
pokavad		native
poker	eng	loan
poklad		native
poklice		native
pokoj		native
pokolení		native
pokora		native
pokoutní		native
pokrytec	lat,ell	loan
pokud		native
pokuta		native
pól	lat,ell	loan
polárka	lat	loan
pole		native
poledne		native
polemika	deu,fra,ell	loan
poleno		native
polévka		native
policajt	deu	loan
police		native
policie	lat,ell	loan
políček		native
poliklinika		loan
polír	deu,fro	loan
politika	lat,ell	loan
politura	deu,lat	loan
polka	fra	loan
polknout		native
pólo	eng	loan
polonéza	fra	loan
polonium	lat	loan
polovina		native
polstrovat	deu	loan
polštář	gmh	loan
poluce	lat	loan
poly-	ell	loan
polyester	deu	loan
polyetylen	ell	loan
polygamie	ell	loan
polyglot	ell	loan
polyhistor	ell	loan
polykat		native
polymer	ell	loan
polyp	lat,ell	loan
polysémie	ell	loan
polystyren	ell	loan
polytechnický	deu,fra,ell	loan
pomáda	deu,fra,ita,lat	loan
pomáhat		native
pomatený		native
-pomenout		native
pomeranč	deu	loan
pomět se		native
pomfrity	fra	loan
-pomínat		native
pominutý		native
pomlázka		native
pomněnka	deu,fra,eng	loan
pomník		native
pomoc		native
pomologie	lat	loan
pompa	lat	loan
pončo	spa	loan
pondělí		native
poněkud		native
ponětí		native
poněvadž		native
poník	eng,gla	loan
ponoukat		native
ponrava		native
pontifikát	lat	loan
ponton	deu,fra,lat	loan
ponurý	pol	loan
pop		native
pop(-music)	eng	loan
popel		native
popelín	deu,fra,eng	loan
popkorn	eng	loan
popouzet		native
popravit		native
popruh		native
populace		loan
populární	lat	loan
pór1	gmh,lat	loan
pór2	deu,lat,ell	loan
porce	deu,lat	loan
porcelán	deu,ita	loan
porfyr	lat,ell	loan
pornografie	fra,ell	loan
poroba		native
porota		native
porouchat		native
portál	deu,lat	loan
portfej	fra,lat	loan
portfolio	eng,ita,fra	loan
portiéra	fra,lat	loan
portmonka	fra,lat	loan
porto	ita,lat	loan
portrét	deu,fra,fro,lat	loan
portýr	deu,fra,lat	loan
poručík	pol,rus	loan
poručit		native
pořád		native
posel		native
posesivní	lat	loan
poschodí		native
poslat		native
poslední		native
posléze		native
poslouchat		native
posloupnost		native
posouvat		native
pospas	ita	loan
pospolitý		native
post	ita,fra,lat	loan
post-	lat	loan
postava		native
poste restante	fra,lat	loan
postel		native
posthumní	lat	loan
postila	lat	loan
postit se		native
postskriptum	lat	loan
postulát	lat	loan
posud		native
posunek		native
posupný		native
posvícení		native
pošetilý		native
pošmourný	hsb	loan
pošramotit		native
pošta	deu,ita,lat	loan
poštěváček		native
poštolka		native
pošušňat si	fra	loan
pot		native
potaš	deu,dum	loan
potence	lat	loan
potenciální	deu,fra,lat	loan
potentát	deu,lat	loan
potěr		native
potkan		native
potkat (se)		native
potlach	eng	loan
potměchuť	deu,lat	loan
potměšilý		native
potok		native
potomek		native
poťouchlý		native
potrava		native
potřeba		native
potud		native
potutelný		native
potvora		native
pouhý		native
poulit		native
poupě		native
poustevník		native
poušť		native
pouštět		native
pouť		native
pouto		native
pouzdro	gem	loan
povaha		native
pověst		native
povídat		native
povidla	deu	loan
povinný		native
povít		native
póvl	deu,heb	loan
povlak		native
povlovný		native
povolit		native
povříslo		native
povyk		native
póza	deu,fra,lat	loan
pozdě		native
pozice	lat	loan
pozitivní	deu,lat	loan
pozitron		loan
pozor		native
pozoun	deu,gmh,fro,lat	loan
pozřít		native
požár		native
pra-		native
pracant	ita	loan
práce	slv	loan
pracka	deu,ita,lat	loan
prádlo		native
pragmatický	deu	loan
práh		native
prahnout		native
prach		native
práchnivý		native
prak	dsb	loan
praktický	deu	loan
pralinka	deu,fra	loan
prám		native
pramen		native
pranostika	lat,ell	loan
pranýř	gmh,gml	loan
prapor	rus	loan
prase		native
praskat		native
práskat	hsb	loan
prášek		native
prašivý	pol	loan
praštět		native
praštit	hsb	loan
prát (se)		native
pravda		native
pravit		native
-pravit		native
pravoslavný	rus,srp,chu	loan
pravý		native
praxe	deu,lat,ell	loan
prázdný		native
pražec		native
pražit		native
prcat		native
prča		native
prdět		native
pre-	lat	loan
*pré	deu	loan
preambule	lat	loan
prebenda	lat	loan
precedens	lat	loan
precizní	deu,fra,lat	loan
preclík	gmh,lat	loan
predestinace	lat	loan
predikát	lat	loan
prefabrikát	deu,lat	loan
preface	lat	loan
prefekt	lat	loan
preferovat		loan
prefix	lat	loan
pregnantní	deu,fra,lat,ine	loan
prehistorie	lat,ell	loan
prejt	deu	loan
prejz	deu	loan
prekérní	deu,fra,lat	loan
prelát	lat	loan
preludovat	lat	loan
premiant	lat	loan
prémie	lat	loan
premiér	fra,lat	loan
premiéra	fra	loan
premisa	lat	loan
prenatální	lat	loan
preparát	deu,lat	loan
preparovat	deu,lat	loan
prepozice	lat	loan
prérie	deu,eng,fra,fro,lat	loan
pres	gmh,lat	loan
presbytář	lat,ell	loan
prestiž	fra,lat	loan
presumpce	lat	loan
pretendent	lat	loan
préteritum	lat	loan
prevence	lat	loan
prevít	fra	loan
prezence	lat	loan
prézens	lat	loan
prezentovat	lat	loan
prezervativ	fra,lat	loan
prezident		loan
prha		native
prchat		native
prim	deu,ita,lat	loan
prima1	lat	loan
prima2	deu,ita,lat	loan
primadona	ita,lat	loan
primární	deu,fra,lat	loan
primář	lat	loan
primas	lat	loan
primáš	hun	loan
primát1	lat	loan
primát2	lat	loan
primátor	lat	loan
primice	lat	loan
primitivní	deu,fra,lat	loan
primus	lat	loan
princ	deu	loan
princezna	deu,fra	loan
princip	lat	loan
principál	deu,lat	loan
priorita	lat	loan
privátní	deu,lat	loan
privilegium	lat	loan
prizma	deu,lat,ell	loan
prkotina		native
pro	hsb,lit,got,sga,lat,ell,ine	loan
pro-1	lat,ell	loan
pro-2	lat	loan
problém	deu,lat,ell	loan
probošt	goh,lat	loan
procedura	deu,fra,fro,lat	loan
procento	deu,ita,lat	loan
proces	deu,lat	loan
procesí	lat	loan
proč		loan
prodat		native
prodlévat		native
produkce	deu,fra,lat	loan
profanovat	lat	loan
profese	lat	loan
profesor	deu,lat	loan
profil	deu,fra,ita,lat	loan
profit	deu,dum,fra,fro,lat	loan
profylaxe	ell	loan
prognóza	deu,ell,ine	loan
program	deu,lat,ell	loan
progresivní	deu,fra,lat	loan
prohibice	lat	loan
prohnaný		native
projekt	deu,fra,lat	loan
projektil	deu,fra,lat	loan
proklamovat	deu,fra,lat	loan
proklatý	ine	loan
prokurátor	lat	loan
prokurista	deu,ita,lat	loan
proláklina		native
proletář	deu	loan
prolínat		loan
prolog	lat,ell	loan
prolongovat	lat	loan
proluka		native
promenáda	deu,fra,fro,lat	loan
promile	deu,ita,lat	loan
prominent	deu,eng,lat	loan
promiskuita	fra,lat	loan
promítat	hsb,lit,got,sga,lat,ell,ine	loan
promoce	lat	loan
promptní	deu,fra,lat	loan
pronikat	hsb,lit,got,sga,lat,ell,ine	loan
propaganda	deu,fra,lat	loan
propan	ell	loan
propast		native
propást		native
propedeutický	ell	loan
proporce	lat	loan
propozice	lat	loan
propriety	fra,lat	loan
prorok		native
prosektura	lat	loan
prosinec		native
prosit		native
proskurník	rus,ell	loan
proso		native
prospěch		loan
prospekt	deu,lat	loan
prosperovat	lat	loan
prostata	deu,fra,ell	loan
prostěradlo	hsb,lit,got,sga,lat,ell,ine	loan
prostituce	lat	loan
prostopášný		native
prostor		native
prostranný		native
prostý		native
prošustrovat	deu	loan
protagonista	ell	loan
protein	ell	loan
protekce	lat	loan
protest	deu,ita,lat	loan
protestant	lat	loan
protéza	deu,fra,ell	loan
protežovat	fra,lat	loan
proti		native
proto		loan
proto-	ell	loan
protokol	deu,lat,ell	loan
proton	eng,ell	loan
protoplazma	lat,ell	loan
prototyp	deu,lat,ell	loan
proud		native
provaz		native
provenience	deu,lat	loan
proviant	deu,fro	loan
provincie	lat	loan
provize	deu,ita,lat	loan
provizorní	deu,fra	loan
provokovat	lat	loan
próza	deu,lat	loan
prozódie	lat,ell	loan
prs		native
prskat		native
prst	hsb,chu	loan
prsť		native
prsten		native
pršet		native
průba	deu,lat	loan
průčelí		loan
pruderie	fra,fro,lat	loan
prudký		native
pruh		native
pruch	deu	loan
průjem		loan
průmysl	rus	loan
prut		native
pružit		native
prvosenka	pol	loan
prvý		native
prý		native
pryč		native
pryčna	deu,goh	loan
prýmek	gmh	loan
prýskat		native
pryskyřice		native
pryskyřník		native
prýštit		native
pryž		native
prznit		native
-přáhnout		native
přát		native
pře-		native
přebor	rus	loan
přece		native
před		native
předčit		native
předmět		native
přednáška		native
předpona		native
předseda	deu,lat	loan
předsevzetí		native
představit	deu	loan
přehršle		native
překot		native
překvapit		native
přepážka		native
přepona	ell	loan
přepych		native
přes		native
přeslice		native
přesný		native
převor		native
přezdívat		native
přezka		native
přezůvka		native
při		native
příbor	rus	loan
příbuzný		native
příbytek		native
příčestí	rus	loan
příčetný		native
příčina		native
příčit se		native
příď		native
přídomek	pol	loan
přifařit (se)	gmh,lat,ell	loan
příjemný	deu	loan
příjice	gem	loan
příkoří		native
příkrý		native
přilba		native
příležitost		native
příliš		native
přimět		native
přímý		native
přípona		native
příroda		native
přísaha		native
příslovce		native
přísný		native
příst		native
přísudek		native
příšera		native
příští		native
příštipek		native
přít (se)		native
přitakat		native
přítel		native
přítomný		native
*přítrž		native
přívětivý		native
přívlastek		native
příze		native
přízeň		native
přízrak		native
psanec	lat	loan
psát		native
pseudo-	ell,ine	loan
pseudonym	deu,ell	loan
pstruh		native
psychiatr	ell	loan
psycho-	ell	loan
psychopat	ell	loan
psychóza	deu,eng	loan
pšenice		native
pšoukat		native
pštros	goh,gmh,lat,ell	loan
pták		native
ptát se		native
pterodaktyl	ell	loan
puberta	lat	loan
publikovat	lat	loan
publikum	deu,lat	loan
pucovat	deu	loan
puč	deu	loan
pučet		native
půda	hsb	loan
pudink	eng	loan
pudit		native
pudl	deu	loan
pudr	deu,fra,fro,lat	loan
pugét	deu,fra,fro	loan
puch		native
puchnout		native
puchřet		native
půjčit		native
puk1	deu	loan
puk2	eng	loan
pukat		native
pukrle	deu	loan
půl		native
pulec	deu	loan
pulírovat	deu,fra,lat	loan
pulovr	eng	loan
pulpit	deu,lat	loan
puls	deu,lat	loan
pult	deu,lat	loan
puma2		native
pumpa	deu,gml,dum	loan
pumpky	deu	loan
punc	deu,ita,lat	loan
punč	deu,eng	loan
punčocha	deu	loan
punk	eng	loan
punkce	lat	loan
punktovat (se)	deu	loan
puntík	gmh,lat	loan
pupek		native
pupen		native
pupila	lat	loan
purismus	fra,lat	loan
puritán	eng	loan
purkmistr	gmh	loan
purkrabí	gmh	loan
purpur	deu,lat	loan
purpura	ell	loan
pusa	bar	loan
působit		native
půst		native
pustit		native
pustošit	rus	loan
pustý		native
puška	lat,ell	loan
puškvorec	bar	loan
puštík	pol	loan
půtka		native
putovat		native
putyka	deu	loan
půvab		native
původ		native
puzzle	eng	loan
pych		native
pýcha		native
pyj		native
pykat		native
pyknik	ell	loan
pyl	rus	loan
pylon	ell	loan
pýr		native
pyramida	deu,lat,ell	loan
pyré	fra,fro,lat	loan
pyrit	ell	loan
pyro-	ell	loan
pyroman	lat,ell	loan
pyrotechnik	deu,fra,ell	loan
pýří		native
pýřit se	ine	loan
pysk	dsb	loan
pyšný		native
pytel	gmh	loan
pyžamo	deu,eng	loan
rab		native
rabat	deu,ita,lat	loan
rabiák	deu,lat	loan
rabín	lat,heb	loan
rabovat		native
racek		native
racionální	lat	loan
ráčit		native
ráčkovat		native
rád		native
rada		native
radar	eng	loan
radiace	lat	loan
radiální	lat	loan
radikální	deu,fra,lat	loan
radio-	deu,eng,lat	loan
rádio	deu,eng,lat	loan
radioaktivní	deu,fra	loan
radium	lat	loan
rádius	lat	loan
radlice		native
radon	eng,ell	loan
radost		native
rádža	eng	loan
rafat	deu	loan
ráfek	deu,gem,ine	loan
rafije	lat,ell	loan
rafinovaný	fra	loan
rafinovat	fra,fro	loan
raft	eng	loan
ragby	eng	loan
raglán	eng	loan
ragtime	eng	loan
ragú	fra,lat	loan
ráhno	deu	loan
ráchat se		native
rachejtle	deu	loan
rachitida	lat,ell	loan
rachotit		native
ráj		native
rajcovat	deu,eng	loan
rajče	deu	loan
rajka	deu,lat	loan
rajon	fra,lat	loan
rajtovat	deu	loan
rak		native
raketa1	deu,ita	loan
raketa2	deu,fra,ita,ara	loan
rakev		native
rakije	srp,hrv,tur,ara	loan
rákos		native
rakovina	ell	loan
rallye	eng,fra	loan
rám	gmh	loan
rámě		native
rampa	deu,fra,frk	loan
rampouch		native
rámus		native
rána		native
ranč	eng,spa,fra,gem	loan
randál	deu	loan
rande	deu,fra,lat	loan
ranec	deu	loan
ráno		native
rantl	deu	loan
raný		native
rap	eng	loan
rapidní	deu,fra,lat	loan
rapír	deu,fra	loan
rapl	deu	loan
raport	deu,fra	loan
rapsodie	lat,ell	loan
rarita	lat	loan
raroh		native
rasa	deu,fra,ita,lat,ara	loan
rastr	deu,lat	loan
rašelina		native
rašit		native
rašple	deu,goh	loan
ratan	eng,zlm	loan
ratejna		native
ratifikace	lat	loan
ratlík	deu	loan
ratolest		native
raubíř	deu	loan
raut	eng,fro,lat	loan
ráz		native
razantní	deu,fra,lat	loan
razie	deu,fra,ara	loan
ráže1		native
*ráže2	fra,lat	loan
rdesno		native
rdít se		native
rdousit		native
re-	lat	loan
reagovat	deu,fra,lat	loan
reakce	deu,fra,lat	loan
reaktor	eng	loan
reálie	lat	loan
reálný	lat	loan
rebarbora	lat	loan
rébus	deu,fra,lat	loan
recenze	deu,lat	loan
recepce	deu,lat	loan
recepis	lat	loan
recept	lat	loan
recese	lat	loan
recidiva	lat	loan
reciproční	lat	loan
recitovat	lat	loan
recyklovat	lat,ell	loan
redakce	deu,fra	loan
redigovat	deu,fra,lat	loan
redukce	deu,lat	loan
redundantní	lat	loan
reduplikace	lat	loan
refektář	lat	loan
referát	deu,lat	loan
reference	deu,fra,lat	loan
referendum	lat	loan
reflektor	deu,lat	loan
reflektovat	deu,lat	loan
reflex	deu,fra	loan
reflexe	deu,fra,lat	loan
reflexivum	lat	loan
reforma	fra,lat	loan
refrén	fra,fro,lat	loan
refundovat		loan
refýž	fra,lat	loan
regál	deu	loan
regata	ita	loan
regenerace	lat	loan
regenschori	lat	loan
regent	deu,lat	loan
regiment	deu,fra,lat	loan
region	deu,lat	loan
registrovat	lat	loan
regrese	lat	loan
regulérní	deu,lat	loan
regulovat	lat	loan
rehabilitace	lat	loan
rehek		native
recht	deu	loan
rej	gmh,fro	loan
rejda	deu	loan
rejdit	gmh,fro	loan
rejdovat	gmh	loan
rejnok	deu	loan
rejsek		native
rejstřík	lat	loan
rejtar	bar	loan
rejžák	gmh,lat	loan
rek	gmh	loan
rekapitulovat	lat	loan
rekce	lat	loan
reklama	deu,fra,lat	loan
rekognoskace	lat	loan
rekomando	ita,lat	loan
rekonstrukce	lat	loan
rekonvalescence	deu,lat	loan
rekord	eng,fro,lat	loan
rekreace	lat	loan
rekrut	deu,frm,lat	loan
rektor	lat	loan
rekviem	lat	loan
rekvizita	lat	loan
relace	lat	loan
relativní	deu,fra,lat	loan
relaxovat	lat	loan
relé	fra,fro,lat	loan
relevantní	lat	loan
reliéf	deu,fra,lat	loan
religiózní	lat	loan
relikt	lat	loan
relikvie	lat	loan
rely	eng,fra	loan
remcat		native
reminiscence	deu,lat	loan
remíz	fra,lat	loan
remíza	deu,fra	loan
remorkér	fra,lat,ell	loan
remplovat	deu	loan
remuláda	deu,fra	loan
