novy par: afakie --> afakický	 pravidlo: N-e --> A-cký
@ novy par: Salvador --> Salvadorec	 pravidlo: N- --> N-ec
@ novy par: Sam --> Samec	 pravidlo: N- --> N-ec
@ novy par: sek --> sekec	 pravidlo: N- --> N-ec
novy par: Senegal --> Senegalec	 pravidlo: N- --> N-ec
@ novy par: sen --> senec	 pravidlo: N- --> N-ec
@ novy par: Sen --> Senec	 pravidlo: N- --> N-ec
novy par: Singapur --> Singapurec	 pravidlo: N- --> N-ec
@ novy par: Sliven --> Slivenec	 pravidlo: N- --> N-ec
novy par: sloup --> sloupec	 pravidlo: N- --> N-ec
novy par: snop --> snopec	 pravidlo: N- --> N-ec
@ novy par: sob --> sobec	 pravidlo: N- --> N-ec
@ novy par: Sol --> Solec	 pravidlo: N- --> N-ec
@ novy par: staromil --> staromilec	 pravidlo: N- --> N-ec
novy par: Súdán --> Súdánec	 pravidlo: N- --> N-ec
novy par: Surinam --> Surinamec	 pravidlo: N- --> N-ec
@ novy par: svět --> světec	 pravidlo: N- --> N-ec
@ novy par: Štefan --> Štefanec	 pravidlo: N- --> N-ec
@ novy par: štět --> štětec	 pravidlo: N- --> N-ec
@ novy par: šup --> šupec	 pravidlo: N- --> N-ec
@ novy par: šv --> švec	 pravidlo: N- --> N-ec
@ novy par: Tel --> Telec	 pravidlo: N- --> N-ec
novy par: těsnopis --> těsnopisec	 pravidlo: N- --> N-ec
novy par: Tchajwan --> Tchajwanec	 pravidlo: N- --> N-ec
@ novy par: tip --> tipec	 pravidlo: N- --> N-ec
@ novy par: tip --> tipec	 pravidlo: N- --> N-ec
novy par: trám --> trámec	 pravidlo: N- --> N-ec
@ novy par: trhan --> trhanec	 pravidlo: N- --> N-ec
@ novy par: Týn --> Týnec	 pravidlo: N- --> N-ec
@ novy par: Újezd --> Újezdec	 pravidlo: N- --> N-ec
novy par: Uruguay --> Uruguayec	 pravidlo: N- --> N-ec
@ novy par: vál --> válec	 pravidlo: N- --> N-ec
@ novy par: vid --> videc	 pravidlo: N- --> N-ec
novy par: Vietnam --> Vietnamec	 pravidlo: N- --> N-ec
@ novy par: Vítkov --> Vítkovec	 pravidlo: N- --> N-ec
novy par: vlas --> vlasec	 pravidlo: N- --> N-ec
novy par: vrchol --> vrcholec	 pravidlo: N- --> N-ec
@ novy par: všeuměl --> všeumělec	 pravidlo: N- --> N-ec
@ novy par: Vulkán --> Vulkánec	 pravidlo: N- --> N-ec
@ novy par: výklad --> výkladec	 pravidlo: N- --> N-ec
novy par: vzor --> vzorec	 pravidlo: N- --> N-ec
novy par: záhon --> záhonec	 pravidlo: N- --> N-ec
novy par: Zanzibar --> Zanzibarec	 pravidlo: N- --> N-ec
@ novy par: zblochan --> zblochanec	 pravidlo: N- --> N-ec
novy par: zeměpis --> zeměpisec	 pravidlo: N- --> N-ec
@ novy par: zlatokop --> zlatokopec	 pravidlo: N- --> N-ec
novy par: zločin --> zločinec	 pravidlo: N- --> N-ec
@ novy par: zob --> zobec	 pravidlo: N- --> N-ec
novy par: zub --> zubec	 pravidlo: N- --> N-ec
novy par: zvon --> zvonec	 pravidlo: N- --> N-ec
@ novy par: žen --> ženec	 pravidlo: N- --> N-ec
novy par: životopis --> životopisec	 pravidlo: N- --> N-ec
novy par: altán --> altánek	 pravidlo: N- --> N-ek
novy par: amor --> amorek	 pravidlo: N- --> N-ek
novy par: Andrejs --> Andrejsek	 pravidlo: N- --> N-ek
@ novy par: Ant --> Antek	 pravidlo: N- --> N-ek
novy par: aparát --> aparátek	 pravidlo: N- --> N-ek
@ novy par: Báb --> Bábek	 pravidlo: N- --> N-ek
novy par: balkón --> balkónek	 pravidlo: N- --> N-ek
novy par: balkón --> balkónek	 pravidlo: N- --> N-ek
@ novy par: Ball --> Ballek	 pravidlo: N- --> N-ek
novy par: balón --> balónek	 pravidlo: N- --> N-ek
novy par: banán --> banánek	 pravidlo: N- --> N-ek
@ novy par: Baran --> Baranek	 pravidlo: N- --> N-ek
@ novy par: Bart --> Bartek	 pravidlo: N- --> N-ek
novy par: Bartoš --> Bartošek	 pravidlo: N- --> N-ek
novy par: bazén --> bazének	 pravidlo: N- --> N-ek
novy par: Bednár --> Bednárek	 pravidlo: N- --> N-ek
novy par: bělouš --> běloušek	 pravidlo: N- --> N-ek
@ novy par: Ben --> Benek	 pravidlo: N- --> N-ek
novy par: benjamín --> benjamínek	 pravidlo: N- --> N-ek
@ novy par: Bíl --> Bílek	 pravidlo: N- --> N-ek
novy par: bloud --> bloudek	 pravidlo: N- --> N-ek
novy par: bob --> bobek	 pravidlo: N- --> N-ek
novy par: bob --> bobek	 pravidlo: N- --> N-ek
novy par: Bob --> Bobek	 pravidlo: N- --> N-ek
@ novy par: Bol --> Bolek	 pravidlo: N- --> N-ek
novy par: bonbón --> bonbónek	 pravidlo: N- --> N-ek
@ novy par: bor --> borek	 pravidlo: N- --> N-ek
@ novy par: Bor --> Borek	 pravidlo: N- --> N-ek
@ novy par: Boš --> Bošek	 pravidlo: N- --> N-ek
novy par: bradáč --> bradáček	 pravidlo: N- --> N-ek
@ novy par: br --> brek	 pravidlo: N- --> N-ek
@ novy par: Brod --> Brodek	 pravidlo: N- --> N-ek
novy par: Brož --> Brožek	 pravidlo: N- --> N-ek
novy par: cancour --> cancourek	 pravidlo: N- --> N-ek
novy par: cejn --> cejnek	 pravidlo: N- --> N-ek
novy par: Cigán --> Cigánek	 pravidlo: N- --> N-ek
novy par: cikán --> cikánek	 pravidlo: N- --> N-ek
novy par: cíp --> cípek	 pravidlo: N- --> N-ek
novy par: citrón --> citrónek	 pravidlo: N- --> N-ek
@ novy par: cuc --> cucek	 pravidlo: N- --> N-ek
novy par: cukrouš --> cukroušek	 pravidlo: N- --> N-ek
novy par: cypřiš --> cypřišek	 pravidlo: N- --> N-ek
novy par: Cyril --> Cyrilek	 pravidlo: N- --> N-ek
@ novy par: Čad --> Čadek	 pravidlo: N- --> N-ek
@ novy par: Čep --> Čepek	 pravidlo: N- --> N-ek
novy par: černouš --> černoušek	 pravidlo: N- --> N-ek
@ novy par: číž --> čížek	 pravidlo: N- --> N-ek
novy par: člun --> člunek	 pravidlo: N- --> N-ek
@ novy par: čtvrt --> čtvrtek	 pravidlo: N- --> N-ek
@ novy par: čtvrt --> čtvrtek	 pravidlo: N- --> N-ek
novy par: dalmatin --> dalmatinek	 pravidlo: N- --> N-ek
novy par: děd --> dědek	 pravidlo: N- --> N-ek
novy par: dědouš --> dědoušek	 pravidlo: N- --> N-ek
novy par: delfín --> delfínek	 pravidlo: N- --> N-ek
novy par: díl --> dílek	 pravidlo: N- --> N-ek
novy par: dol --> dolek	 pravidlo: N- --> N-ek
novy par: dom --> domek	 pravidlo: N- --> N-ek
novy par: Dostál --> Dostálek	 pravidlo: N- --> N-ek
novy par: dráb --> drábek	 pravidlo: N- --> N-ek
novy par: drahouš --> drahoušek	 pravidlo: N- --> N-ek
novy par: dráp --> drápek	 pravidlo: N- --> N-ek
novy par: drát --> drátek	 pravidlo: N- --> N-ek
@ novy par: dr --> drek	 pravidlo: N- --> N-ek
@ novy par: drob --> drobek	 pravidlo: N- --> N-ek
novy par: Ducháč --> Ducháček	 pravidlo: N- --> N-ek
novy par: důchod --> důchodek	 pravidlo: N- --> N-ek
novy par: důl --> důlek	 pravidlo: N- --> N-ek
novy par: džbán --> džbánek	 pravidlo: N- --> N-ek
novy par: Fabián --> Fabiánek	 pravidlo: N- --> N-ek
novy par: fábor --> fáborek	 pravidlo: N- --> N-ek
@ novy par: Feld --> Feldek	 pravidlo: N- --> N-ek
@ novy par: Fic --> Ficek	 pravidlo: N- --> N-ek
@ novy par: fil --> filek	 pravidlo: N- --> N-ek
@ novy par: Fin --> Finek	 pravidlo: N- --> N-ek
novy par: flakón --> flakónek	 pravidlo: N- --> N-ek
novy par: Foltýn --> Foltýnek	 pravidlo: N- --> N-ek
novy par: Forejt --> Forejtek	 pravidlo: N- --> N-ek
novy par: fór --> fórek	 pravidlo: N- --> N-ek
novy par: fous --> fousek	 pravidlo: N- --> N-ek
novy par: fous --> fousek	 pravidlo: N- --> N-ek
novy par: Franc --> Francek	 pravidlo: N- --> N-ek
novy par: Francouz --> Francouzek	 pravidlo: N- --> N-ek
@ novy par: Fran --> Franek	 pravidlo: N- --> N-ek
novy par: Fric --> Fricek	 pravidlo: N- --> N-ek
novy par: Frič --> Friček	 pravidlo: N- --> N-ek
novy par: Fryč --> Fryček	 pravidlo: N- --> N-ek
novy par: Frýd --> Frýdek	 pravidlo: N- --> N-ek
novy par: Frýd --> Frýdek	 pravidlo: N- --> N-ek
@ novy par: Fus --> Fusek	 pravidlo: N- --> N-ek
novy par: gejzír --> gejzírek	 pravidlo: N- --> N-ek
novy par: guláš --> gulášek	 pravidlo: N- --> N-ek
novy par: háj --> hájek	 pravidlo: N- --> N-ek
novy par: Háj --> Hájek	 pravidlo: N- --> N-ek
novy par: halíř --> halířek	 pravidlo: N- --> N-ek
novy par: Hanus --> Hanusek	 pravidlo: N- --> N-ek
@ @ novy par: Haš --> Hašek	 pravidlo: N- --> N-ek
novy par: Hay --> Hayek	 pravidlo: N- --> N-ek
novy par: Hejl --> Hejlek	 pravidlo: N- --> N-ek
novy par: hezoun --> hezounek	 pravidlo: N- --> N-ek
novy par: hlaváč --> hlaváček	 pravidlo: N- --> N-ek
novy par: hnát --> hnátek	 pravidlo: N- --> N-ek
novy par: Hnát --> Hnátek	 pravidlo: N- --> N-ek
@ novy par: Hofer --> Hoferek	 pravidlo: N- --> N-ek
novy par: Holub --> Holubek	 pravidlo: N- --> N-ek
novy par: houf --> houfek	 pravidlo: N- --> N-ek
novy par: hranol --> hranolek	 pravidlo: N- --> N-ek
novy par: hrbáč --> hrbáček	 pravidlo: N- --> N-ek
@ novy par: Hrb --> Hrbek	 pravidlo: N- --> N-ek
novy par: hrbol --> hrbolek	 pravidlo: N- --> N-ek
novy par: Hron --> Hronek	 pravidlo: N- --> N-ek
novy par: hrot --> hrotek	 pravidlo: N- --> N-ek
novy par: hroznýš --> hroznýšek	 pravidlo: N- --> N-ek
novy par: chlév --> chlévek	 pravidlo: N- --> N-ek
novy par: chlív --> chlívek	 pravidlo: N- --> N-ek
novy par: chlum --> chlumek	 pravidlo: N- --> N-ek
novy par: chomáč --> chomáček	 pravidlo: N- --> N-ek
novy par: chrám --> chrámek	 pravidlo: N- --> N-ek
novy par: chumáč --> chumáček	 pravidlo: N- --> N-ek
novy par: chytrouš --> chytroušek	 pravidlo: N- --> N-ek
novy par: Igor --> Igorek	 pravidlo: N- --> N-ek
novy par: indián --> indiánek	 pravidlo: N- --> N-ek
novy par: inzerát --> inzerátek	 pravidlo: N- --> N-ek
novy par: inženýr --> inženýrek	 pravidlo: N- --> N-ek
novy par: Iván --> Ivánek	 pravidlo: N- --> N-ek
novy par: Janás --> Janásek	 pravidlo: N- --> N-ek
novy par: Jan --> Janek	 pravidlo: N- --> N-ek
novy par: Janoš --> Janošek	 pravidlo: N- --> N-ek
novy par: Janouš --> Janoušek	 pravidlo: N- --> N-ek
@ @ novy par: Jar --> Jarek	 pravidlo: N- --> N-ek
novy par: Jarolím --> Jarolímek	 pravidlo: N- --> N-ek
novy par: Jaš --> Jašek	 pravidlo: N- --> N-ek
novy par: jeřáb --> jeřábek	 pravidlo: N- --> N-ek
novy par: Ježíš --> Ježíšek	 pravidlo: N- --> N-ek
@ novy par: jež --> ježek	 pravidlo: N- --> N-ek
novy par: Jež --> Ježek	 pravidlo: N- --> N-ek
novy par: jíl --> jílek	 pravidlo: N- --> N-ek
novy par: Jirous --> Jirousek	 pravidlo: N- --> N-ek
novy par: Jirout --> Jiroutek	 pravidlo: N- --> N-ek
@ novy par: Jun --> Junek	 pravidlo: N- --> N-ek
novy par: kabát --> kabátek	 pravidlo: N- --> N-ek
novy par: Kabát --> Kabátek	 pravidlo: N- --> N-ek
novy par: kaktus --> kaktusek	 pravidlo: N- --> N-ek
novy par: kalíš --> kalíšek	 pravidlo: N- --> N-ek
novy par: kanál --> kanálek	 pravidlo: N- --> N-ek
novy par: kanár --> kanárek	 pravidlo: N- --> N-ek
novy par: kanón --> kanónek	 pravidlo: N- --> N-ek
novy par: kanýr --> kanýrek	 pravidlo: N- --> N-ek
novy par: kartáč --> kartáček	 pravidlo: N- --> N-ek
novy par: karton --> kartonek	 pravidlo: N- --> N-ek
novy par: kastrol --> kastrolek	 pravidlo: N- --> N-ek
novy par: Klepáč --> Klepáček	 pravidlo: N- --> N-ek
novy par: klíč --> klíček	 pravidlo: N- --> N-ek
@ novy par: Klim --> Klimek	 pravidlo: N- --> N-ek
novy par: klín --> klínek	 pravidlo: N- --> N-ek
novy par: kloub --> kloubek	 pravidlo: N- --> N-ek
novy par: kmín --> kmínek	 pravidlo: N- --> N-ek
novy par: knír --> knírek	 pravidlo: N- --> N-ek
novy par: Knot --> Knotek	 pravidlo: N- --> N-ek
novy par: kňour --> kňourek	 pravidlo: N- --> N-ek
@ novy par: Koc --> Kocek	 pravidlo: N- --> N-ek
novy par: kocour --> kocourek	 pravidlo: N- --> N-ek
novy par: kočár --> kočárek	 pravidlo: N- --> N-ek
novy par: Kočár --> Kočárek	 pravidlo: N- --> N-ek
novy par: kohout --> kohoutek	 pravidlo: N- --> N-ek
novy par: kohout --> kohoutek	 pravidlo: N- --> N-ek
novy par: Kohout --> Kohoutek	 pravidlo: N- --> N-ek
novy par: Kohut --> Kohutek	 pravidlo: N- --> N-ek
novy par: koktejl --> koktejlek	 pravidlo: N- --> N-ek
novy par: koláč --> koláček	 pravidlo: N- --> N-ek
novy par: koláč --> koláček	 pravidlo: N- --> N-ek
novy par: Koleč --> Koleček	 pravidlo: N- --> N-ek
novy par: kolouš --> koloušek	 pravidlo: N- --> N-ek
novy par: komín --> komínek	 pravidlo: N- --> N-ek
novy par: koráb --> korábek	 pravidlo: N- --> N-ek
novy par: korál --> korálek	 pravidlo: N- --> N-ek
novy par: kornout --> kornoutek	 pravidlo: N- --> N-ek
novy par: korýš --> korýšek	 pravidlo: N- --> N-ek
novy par: kostým --> kostýmek	 pravidlo: N- --> N-ek
novy par: Košťál --> Košťálek	 pravidlo: N- --> N-ek
novy par: kotouč --> kotouček	 pravidlo: N- --> N-ek
novy par: Kotouč --> Kotouček	 pravidlo: N- --> N-ek
novy par: kout --> koutek	 pravidlo: N- --> N-ek
novy par: Kout --> Koutek	 pravidlo: N- --> N-ek
novy par: krám --> krámek	 pravidlo: N- --> N-ek
novy par: kráter --> kráterek	 pravidlo: N- --> N-ek
novy par: Krist --> Kristek	 pravidlo: N- --> N-ek
novy par: krokodýl --> krokodýlek	 pravidlo: N- --> N-ek
@ novy par: Krs --> Krsek	 pravidlo: N- --> N-ek
novy par: krystal --> krystalek	 pravidlo: N- --> N-ek
@ novy par: křeč --> křeček	 pravidlo: N- --> N-ek
novy par: Křen --> Křenek	 pravidlo: N- --> N-ek
novy par: kříž --> křížek	 pravidlo: N- --> N-ek
novy par: kříž --> křížek	 pravidlo: N- --> N-ek
novy par: Kříž --> Křížek	 pravidlo: N- --> N-ek
novy par: Kubín --> Kubínek	 pravidlo: N- --> N-ek
novy par: kumbál --> kumbálek	 pravidlo: N- --> N-ek
@ novy par: Kut --> Kutek	 pravidlo: N- --> N-ek
novy par: labyrint --> labyrintek	 pravidlo: N- --> N-ek
novy par: lampion --> lampionek	 pravidlo: N- --> N-ek
novy par: lampion --> lampionek	 pravidlo: N- --> N-ek
@ novy par: led --> ledek	 pravidlo: N- --> N-ek
@ novy par: lep --> lepek	 pravidlo: N- --> N-ek
novy par: lín --> línek	 pravidlo: N- --> N-ek
novy par: lokál --> lokálek	 pravidlo: N- --> N-ek
@ novy par: Lon --> Lonek	 pravidlo: N- --> N-ek
@ novy par: Loveč --> Loveček	 pravidlo: N- --> N-ek
novy par: Lukáš --> Lukášek	 pravidlo: N- --> N-ek
@ novy par: lum --> lumek	 pravidlo: N- --> N-ek
@ novy par: lup --> lupek	 pravidlo: N- --> N-ek
@ novy par: Mac --> Macek	 pravidlo: N- --> N-ek
novy par: magnetofon --> magnetofonek	 pravidlo: N- --> N-ek
novy par: Macháč --> Macháček	 pravidlo: N- --> N-ek
@ novy par: Mach --> Machek	 pravidlo: N- --> N-ek
novy par: Majdan --> Majdanek	 pravidlo: N- --> N-ek
novy par: Marián --> Mariánek	 pravidlo: N- --> N-ek
@ novy par: Mar --> Marek	 pravidlo: N- --> N-ek
@ novy par: Mar --> Marek	 pravidlo: N- --> N-ek
novy par: maršál --> maršálek	 pravidlo: N- --> N-ek
novy par: Martin --> Martinek	 pravidlo: N- --> N-ek
novy par: Martín --> Martínek	 pravidlo: N- --> N-ek
novy par: Martyn --> Martynek	 pravidlo: N- --> N-ek
@ novy par: mast --> mastek	 pravidlo: N- --> N-ek
@ novy par: Matěj --> Matějek	 pravidlo: N- --> N-ek
novy par: materiál --> materiálek	 pravidlo: N- --> N-ek
novy par: Matouš --> Matoušek	 pravidlo: N- --> N-ek
novy par: medailón --> medailónek	 pravidlo: N- --> N-ek
@ novy par: Med --> Medek	 pravidlo: N- --> N-ek
novy par: měchýř --> měchýřek	 pravidlo: N- --> N-ek
novy par: meloun --> melounek	 pravidlo: N- --> N-ek
@ novy par: mez --> mezek	 pravidlo: N- --> N-ek
novy par: míč --> míček	 pravidlo: N- --> N-ek
novy par: Mikoláš --> Mikolášek	 pravidlo: N- --> N-ek
novy par: mikrofon --> mikrofonek	 pravidlo: N- --> N-ek
novy par: mikrofón --> mikrofónek	 pravidlo: N- --> N-ek
novy par: Mikuláš --> Mikulášek	 pravidlo: N- --> N-ek
novy par: Mikuš --> Mikušek	 pravidlo: N- --> N-ek
novy par: Milán --> Milánek	 pravidlo: N- --> N-ek
novy par: Miletín --> Miletínek	 pravidlo: N- --> N-ek
novy par: milión --> miliónek	 pravidlo: N- --> N-ek
novy par: milión --> miliónek	 pravidlo: N- --> N-ek
@ novy par: Míl --> Mílek	 pravidlo: N- --> N-ek
novy par: Milouš --> Miloušek	 pravidlo: N- --> N-ek
@ novy par: Mir --> Mirek	 pravidlo: N- --> N-ek
novy par: mlejn --> mlejnek	 pravidlo: N- --> N-ek
novy par: mls --> mlsek	 pravidlo: N- --> N-ek
novy par: mlýn --> mlýnek	 pravidlo: N- --> N-ek
@ novy par: Moc --> Mocek	 pravidlo: N- --> N-ek
novy par: Mojžíš --> Mojžíšek	 pravidlo: N- --> N-ek
novy par: monitor --> monitorek	 pravidlo: N- --> N-ek
@ novy par: Mont --> Montek	 pravidlo: N- --> N-ek
novy par: mor --> morek	 pravidlo: N- --> N-ek
@ novy par: Mossad --> Mossadek	 pravidlo: N- --> N-ek
novy par: most --> mostek	 pravidlo: N- --> N-ek
novy par: Motejl --> Motejlek	 pravidlo: N- --> N-ek
novy par: motiv --> motivek	 pravidlo: N- --> N-ek
novy par: motor --> motorek	 pravidlo: N- --> N-ek
novy par: motouz --> motouzek	 pravidlo: N- --> N-ek
novy par: motýl --> motýlek	 pravidlo: N- --> N-ek
@ novy par: mour --> mourek	 pravidlo: N- --> N-ek
novy par: Mráz --> Mrázek	 pravidlo: N- --> N-ek
novy par: mrňous --> mrňousek	 pravidlo: N- --> N-ek
novy par: náčrt --> náčrtek	 pravidlo: N- --> N-ek
novy par: nádor --> nádorek	 pravidlo: N- --> N-ek
novy par: námraz --> námrazek	 pravidlo: N- --> N-ek
novy par: nápěv --> nápěvek	 pravidlo: N- --> N-ek
novy par: nárůst --> nárůstek	 pravidlo: N- --> N-ek
@ novy par: násled --> následek	 pravidlo: N- --> N-ek
@ novy par: nášlap --> nášlapek	 pravidlo: N- --> N-ek
@ novy par: návar --> návarek	 pravidlo: N- --> N-ek
novy par: návrat --> návratek	 pravidlo: N- --> N-ek
novy par: nýt --> nýtek	 pravidlo: N- --> N-ek
novy par: obklad --> obkladek	 pravidlo: N- --> N-ek
@ novy par: oděr --> oděrek	 pravidlo: N- --> N-ek
@ novy par: odpad --> odpadek	 pravidlo: N- --> N-ek
@ novy par: ohryz --> ohryzek	 pravidlo: N- --> N-ek
novy par: okoun --> okounek	 pravidlo: N- --> N-ek
novy par: okraj --> okrajek	 pravidlo: N- --> N-ek
novy par: Ondráš --> Ondrášek	 pravidlo: N- --> N-ek
@ novy par: opat --> opatek	 pravidlo: N- --> N-ek
novy par: ovál --> oválek	 pravidlo: N- --> N-ek
novy par: pahýl --> pahýlek	 pravidlo: N- --> N-ek
novy par: palác --> palácek	 pravidlo: N- --> N-ek
novy par: pankáč --> pankáček	 pravidlo: N- --> N-ek
@ novy par: Pán --> Pánek	 pravidlo: N- --> N-ek
novy par: papír --> papírek	 pravidlo: N- --> N-ek
novy par: pár --> párek	 pravidlo: N- --> N-ek
novy par: pařát --> pařátek	 pravidlo: N- --> N-ek
novy par: pás --> pásek	 pravidlo: N- --> N-ek
novy par: pás --> pásek	 pravidlo: N- --> N-ek
novy par: pás --> pásek	 pravidlo: N- --> N-ek
novy par: pastor --> pastorek	 pravidlo: N- --> N-ek
@ novy par: Pavel --> Pavelek	 pravidlo: N- --> N-ek
novy par: pavilón --> pavilónek	 pravidlo: N- --> N-ek
novy par: Páv --> Pávek	 pravidlo: N- --> N-ek
novy par: pazour --> pazourek	 pravidlo: N- --> N-ek
novy par: Pelán --> Pelánek	 pravidlo: N- --> N-ek
novy par: peníz --> penízek	 pravidlo: N- --> N-ek
@ novy par: Peš --> Pešek	 pravidlo: N- --> N-ek
novy par: Peter --> Peterek	 pravidlo: N- --> N-ek
novy par: Petráš --> Petrášek	 pravidlo: N- --> N-ek
@ novy par: Petr --> Petrek	 pravidlo: N- --> N-ek
novy par: Petrus --> Petrusek	 pravidlo: N- --> N-ek
novy par: pilíř --> pilířek	 pravidlo: N- --> N-ek
novy par: pinďour --> pinďourek	 pravidlo: N- --> N-ek
novy par: piškot --> piškotek	 pravidlo: N- --> N-ek
novy par: plakát --> plakátek	 pravidlo: N- --> N-ek
novy par: plán --> plánek	 pravidlo: N- --> N-ek
novy par: plát --> plátek	 pravidlo: N- --> N-ek
novy par: plecháč --> plecháček	 pravidlo: N- --> N-ek
novy par: plešoun --> plešounek	 pravidlo: N- --> N-ek
novy par: počin --> počinek	 pravidlo: N- --> N-ek
novy par: podtitul --> podtitulek	 pravidlo: N- --> N-ek
novy par: podvaz --> podvazek	 pravidlo: N- --> N-ek
novy par: podvěs --> podvěsek	 pravidlo: N- --> N-ek
novy par: podzim --> podzimek	 pravidlo: N- --> N-ek
novy par: pohár --> pohárek	 pravidlo: N- --> N-ek
novy par: pokles --> poklesek	 pravidlo: N- --> N-ek
novy par: polštář --> polštářek	 pravidlo: N- --> N-ek
novy par: popis --> popisek	 pravidlo: N- --> N-ek
novy par: pór --> pórek	 pravidlo: N- --> N-ek
novy par: portrét --> portrétek	 pravidlo: N- --> N-ek
@ novy par: poříz --> pořízek	 pravidlo: N- --> N-ek
novy par: posun --> posunek	 pravidlo: N- --> N-ek
novy par: povoz --> povozek	 pravidlo: N- --> N-ek
novy par: praděd --> pradědek	 pravidlo: N- --> N-ek
novy par: prapor --> praporek	 pravidlo: N- --> N-ek
novy par: problém --> problémek	 pravidlo: N- --> N-ek
@ novy par: propust --> propustek	 pravidlo: N- --> N-ek
@ novy par: Pros --> Prosek	 pravidlo: N- --> N-ek
novy par: Pros --> Prosek	 pravidlo: N- --> N-ek
novy par: Pros --> Prosek	 pravidlo: N- --> N-ek
novy par: Prus --> Prusek	 pravidlo: N- --> N-ek
@ novy par: před --> předek	 pravidlo: N- --> N-ek
@ novy par: před --> předek	 pravidlo: N- --> N-ek
@ novy par: přestup --> přestupek	 pravidlo: N- --> N-ek
novy par: příčes --> příčesek	 pravidlo: N- --> N-ek
@ novy par: přílep --> přílepek	 pravidlo: N- --> N-ek
@ novy par: příměs --> příměsek	 pravidlo: N- --> N-ek
novy par: případ --> případek	 pravidlo: N- --> N-ek
@ novy par: přírůst --> přírůstek	 pravidlo: N- --> N-ek
novy par: přístav --> přístavek	 pravidlo: N- --> N-ek
novy par: přístroj --> přístrojek	 pravidlo: N- --> N-ek
@ novy par: přítěž --> přítěžek	 pravidlo: N- --> N-ek
@ novy par: přívěs --> přívěsek	 pravidlo: N- --> N-ek
@ novy par: puc --> pucek	 pravidlo: N- --> N-ek
novy par: puchýř --> puchýřek	 pravidlo: N- --> N-ek
novy par: rám --> rámek	 pravidlo: N- --> N-ek
novy par: raráš --> rarášek	 pravidlo: N- --> N-ek
@ novy par: Raš --> Rašek	 pravidlo: N- --> N-ek
novy par: referát --> referátek	 pravidlo: N- --> N-ek
novy par: regál --> regálek	 pravidlo: N- --> N-ek
@ novy par: Rejl --> Rejlek	 pravidlo: N- --> N-ek
novy par: renault --> renaultek	 pravidlo: N- --> N-ek
novy par: reproduktor --> reproduktorek	 pravidlo: N- --> N-ek
@ novy par: rez --> rezek	 pravidlo: N- --> N-ek
