scenario: Load file=fulltest.tsv CS::ExtractCandidatesForUnexploitedRules
novy par: candid --> candida	 pravidlo: A- --> A-a
novy par: hádek --> hádka	 pravidlo: N-ek --> N-ka
novy par: hambalek --> hambalka	 pravidlo: N-ek --> N-ka
novy par: hlásek --> hláska	 pravidlo: N-ek --> N-ka
novy par: Jarek --> Jarka	 pravidlo: N-ek --> N-ka
novy par: Jašek --> Jaška	 pravidlo: N-ek --> N-ka
novy par: kadeřávek --> kadeřávka	 pravidlo: N-ek --> N-ka
novy par: kamínek --> kamínka	 pravidlo: N-ek --> N-ka
novy par: kokošek --> kokoška	 pravidlo: N-ek --> N-ka
novy par: Kopeček --> Kopečka	 pravidlo: N-ek --> N-ka
novy par: Kosek --> Koska	 pravidlo: N-ek --> N-ka
novy par: Kotek --> Kotka	 pravidlo: N-ek --> N-ka
novy par: kraječek --> kraječka	 pravidlo: N-ek --> N-ka
novy par: Kršek --> Krška	 pravidlo: N-ek --> N-ka
novy par: Kubánek --> Kubánka	 pravidlo: N-ek --> N-ka
novy par: Kubeček --> Kubečka	 pravidlo: N-ek --> N-ka
novy par: makrónek --> makrónka	 pravidlo: N-ek --> N-ka
novy par: Martinek --> Martinka	 pravidlo: N-ek --> N-ka
novy par: Maštálek --> Maštálka	 pravidlo: N-ek --> N-ka
novy par: Matějek --> Matějka	 pravidlo: N-ek --> N-ka
novy par: Matuszek --> Matuszka	 pravidlo: N-ek --> N-ka
novy par: Miček --> Mička	 pravidlo: N-ek --> N-ka
novy par: Míček --> Míčka	 pravidlo: N-ek --> N-ka
novy par: Mirek --> Mirka	 pravidlo: N-ek --> N-ka
novy par: Mlýnek --> Mlýnka	 pravidlo: N-ek --> N-ka
novy par: Morávek --> Morávka	 pravidlo: N-ek --> N-ka
novy par: nástavek --> nástavka	 pravidlo: N-ek --> N-ka
novy par: oplatek --> oplatka	 pravidlo: N-ek --> N-ka
novy par: Osek --> Oska	 pravidlo: N-ek --> N-ka
novy par: páček --> páčka	 pravidlo: N-ek --> N-ka
novy par: Pasek --> Paska	 pravidlo: N-ek --> N-ka
novy par: Pašek --> Paška	 pravidlo: N-ek --> N-ka
novy par: Pavelek --> Pavelka	 pravidlo: N-ek --> N-ka
novy par: Pešek --> Peška	 pravidlo: N-ek --> N-ka
novy par: Peterek --> Peterka	 pravidlo: N-ek --> N-ka
novy par: Picek --> Picka	 pravidlo: N-ek --> N-ka
novy par: pirožek --> pirožka	 pravidlo: N-ek --> N-ka
novy par: podmínek --> podmínka	 pravidlo: N-ek --> N-ka
novy par: pokládek --> pokládka	 pravidlo: N-ek --> N-ka
novy par: položek --> položka	 pravidlo: N-ek --> N-ka
novy par: propustek --> propustka	 pravidlo: N-ek --> N-ka
novy par: Prošek --> Proška	 pravidlo: N-ek --> N-ka
novy par: proužek --> proužka	 pravidlo: N-ek --> N-ka
novy par: prýmek --> prýmka	 pravidlo: N-ek --> N-ka
novy par: příček --> příčka	 pravidlo: N-ek --> N-ka
novy par: přípravek --> přípravka	 pravidlo: N-ek --> N-ka
novy par: přívěsek --> přívěska	 pravidlo: N-ek --> N-ka
novy par: půjček --> půjčka	 pravidlo: N-ek --> N-ka
novy par: Radek --> Radka	 pravidlo: N-ek --> N-ka
novy par: Rašek --> Raška	 pravidlo: N-ek --> N-ka
novy par: řádek --> řádka	 pravidlo: N-ek --> N-ka
novy par: sedánek --> sedánka	 pravidlo: N-ek --> N-ka
novy par: sek --> ska	 pravidlo: N-ek --> N-ka
novy par: schůzek --> schůzka	 pravidlo: N-ek --> N-ka
novy par: skrček --> skrčka	 pravidlo: N-ek --> N-ka
novy par: Slávek --> Slávka	 pravidlo: N-ek --> N-ka
novy par: Smutek --> Smutka	 pravidlo: N-ek --> N-ka
novy par: stanovisek --> stanoviska	 pravidlo: N-ek --> N-ka
novy par: Starek --> Starka	 pravidlo: N-ek --> N-ka
novy par: stínek --> stínka	 pravidlo: N-ek --> N-ka
novy par: stojánek --> stojánka	 pravidlo: N-ek --> N-ka
novy par: šafránek --> šafránka	 pravidlo: N-ek --> N-ka
novy par: Šafránek --> Šafránka	 pravidlo: N-ek --> N-ka
novy par: Šimeček --> Šimečka	 pravidlo: N-ek --> N-ka
novy par: Šimek --> Šimka	 pravidlo: N-ek --> N-ka
novy par: šrůtek --> šrůtka	 pravidlo: N-ek --> N-ka
novy par: Štefek --> Štefka	 pravidlo: N-ek --> N-ka
novy par: štěpek --> štěpka	 pravidlo: N-ek --> N-ka
novy par: Terek --> Terka	 pravidlo: N-ek --> N-ka
novy par: Trneček --> Trnečka	 pravidlo: N-ek --> N-ka
novy par: úponek --> úponka	 pravidlo: N-ek --> N-ka
novy par: vagónek --> vagónka	 pravidlo: N-ek --> N-ka
novy par: válek --> válka	 pravidlo: N-ek --> N-ka
novy par: Vanek --> Vanka	 pravidlo: N-ek --> N-ka
novy par: věchýtek --> věchýtka	 pravidlo: N-ek --> N-ka
novy par: videopásek --> videopáska	 pravidlo: N-ek --> N-ka
novy par: vláček --> vláčka	 pravidlo: N-ek --> N-ka
novy par: Vladek --> Vladka	 pravidlo: N-ek --> N-ka
novy par: vnějšek --> vnějška	 pravidlo: N-ek --> N-ka
novy par: Vojtěšek --> Vojtěška	 pravidlo: N-ek --> N-ka
novy par: vousek --> vouska	 pravidlo: N-ek --> N-ka
novy par: vozovek --> vozovka	 pravidlo: N-ek --> N-ka
novy par: vratek --> vratka	 pravidlo: N-ek --> N-ka
novy par: vrátek --> vrátka	 pravidlo: N-ek --> N-ka
novy par: výložek --> výložka	 pravidlo: N-ek --> N-ka
novy par: výpisek --> výpiska	 pravidlo: N-ek --> N-ka
novy par: výškrabek --> výškrabka	 pravidlo: N-ek --> N-ka
novy par: vyústek --> vyústka	 pravidlo: N-ek --> N-ka
novy par: zákusek --> zákuska	 pravidlo: N-ek --> N-ka
novy par: zástupek --> zástupka	 pravidlo: N-ek --> N-ka
novy par: závitek --> závitka	 pravidlo: N-ek --> N-ka
novy par: zrzek --> zrzka	 pravidlo: N-ek --> N-ka
novy par: žmolek --> žmolka	 pravidlo: N-ek --> N-ka
novy par: Bízek --> Bízová	 pravidlo: N-ek --> N-ová
novy par: Boháček --> Boháčová	 pravidlo: N-ek --> N-ová
novy par: Boušek --> Boušová	 pravidlo: N-ek --> N-ová
novy par: Buriánek --> Buriánová	 pravidlo: N-ek --> N-ová
novy par: Čásek --> Čásová	 pravidlo: N-ek --> N-ová
novy par: Čížek --> Čížová	 pravidlo: N-ek --> N-ová
novy par: Floriánek --> Floriánová	 pravidlo: N-ek --> N-ová
novy par: Hlaváček --> Hlaváčová	 pravidlo: N-ek --> N-ová
novy par: Jílek --> Jílová	 pravidlo: N-ek --> N-ová
novy par: Jiroušek --> Jiroušová	 pravidlo: N-ek --> N-ová
novy par: Jurášek --> Jurášová	 pravidlo: N-ek --> N-ová
novy par: Kalousek --> Kalousová	 pravidlo: N-ek --> N-ová
novy par: Kopáček --> Kopáčová	 pravidlo: N-ek --> N-ová
novy par: Kotek --> Kotová	 pravidlo: N-ek --> N-ová
novy par: Kropáček --> Kropáčová	 pravidlo: N-ek --> N-ová
novy par: Potáček --> Potáčová	 pravidlo: N-ek --> N-ová
novy par: Škopek --> Škopová	 pravidlo: N-ek --> N-ová
novy par: Toušek --> Toušová	 pravidlo: N-ek --> N-ová
novy par: Anne --> Anni	 pravidlo: N-e --> N-i
novy par: antikoncepce --> antikoncepci	 pravidlo: N-e --> N-i
novy par: Aude --> Audi	 pravidlo: N-e --> N-i
novy par: Bare --> Bari	 pravidlo: N-e --> N-i
novy par: báze --> bázi	 pravidlo: N-e --> N-i
novy par: Be --> Bi	 pravidlo: N-e --> N-i
novy par: boje --> boji	 pravidlo: N-e --> N-i
novy par: Cale --> Cali	 pravidlo: N-e --> N-i
novy par: Carbone --> Carboni	 pravidlo: N-e --> N-i
novy par: Cesare --> Cesari	 pravidlo: N-e --> N-i
novy par: Clemente --> Clementi	 pravidlo: N-e --> N-i
novy par: Conte --> Conti	 pravidlo: N-e --> N-i
novy par: če --> či	 pravidlo: N-e --> N-i
novy par: Dale --> Dali	 pravidlo: N-e --> N-i
novy par: Daniele --> Danieli	 pravidlo: N-e --> N-i
novy par: de --> di	 pravidlo: N-e --> N-i
novy par: De --> Di	 pravidlo: N-e --> N-i
novy par: deklarace --> deklaraci	 pravidlo: N-e --> N-i
novy par: Deklarace --> Deklaraci	 pravidlo: N-e --> N-i
novy par: Dore --> Dori	 pravidlo: N-e --> N-i
novy par: Fiore --> Fiori	 pravidlo: N-e --> N-i
novy par: France --> Franci	 pravidlo: N-e --> N-i
novy par: Gabriele --> Gabrieli	 pravidlo: N-e --> N-i
novy par: George --> Georgi	 pravidlo: N-e --> N-i
novy par: Hare --> Hari	 pravidlo: N-e --> N-i
novy par: Hasse --> Hassi	 pravidlo: N-e --> N-i
novy par: Heide --> Heidi	 pravidlo: N-e --> N-i
novy par: Heine --> Heini	 pravidlo: N-e --> N-i
novy par: Hope --> Hopi	 pravidlo: N-e --> N-i
novy par: Ile --> Ili	 pravidlo: N-e --> N-i
novy par: Kate --> Kati	 pravidlo: N-e --> N-i
novy par: Komise --> Komisi	 pravidlo: N-e --> N-i
novy par: konference --> konferenci	 pravidlo: N-e --> N-i
novy par: Konference --> Konferenci	 pravidlo: N-e --> N-i
novy par: konzultace --> konzultaci	 pravidlo: N-e --> N-i
novy par: koordinace --> koordinaci	 pravidlo: N-e --> N-i
novy par: kukuřice --> kukuřici	 pravidlo: N-e --> N-i
novy par: Lille --> Lilli	 pravidlo: N-e --> N-i
novy par: Lippe --> Lippi	 pravidlo: N-e --> N-i
novy par: Lune --> Luni	 pravidlo: N-e --> N-i
novy par: Marche --> Marchi	 pravidlo: N-e --> N-i
novy par: Marine --> Marini	 pravidlo: N-e --> N-i
novy par: Martine --> Martini	 pravidlo: N-e --> N-i
novy par: Mere --> Meri	 pravidlo: N-e --> N-i
novy par: Michele --> Micheli	 pravidlo: N-e --> N-i
novy par: Mike --> Miki	 pravidlo: N-e --> N-i
novy par: moce --> moci	 pravidlo: N-e --> N-i
novy par: Monte --> Monti	 pravidlo: N-e --> N-i
novy par: More --> Mori	 pravidlo: N-e --> N-i
novy par: muže --> muži	 pravidlo: N-e --> N-i
novy par: Nicolae --> Nicolai	 pravidlo: N-e --> N-i
novy par: Nicole --> Nicoli	 pravidlo: N-e --> N-i
novy par: Nike --> Niki	 pravidlo: N-e --> N-i
novy par: Ole --> Oli	 pravidlo: N-e --> N-i
novy par: Olive --> Olivi	 pravidlo: N-e --> N-i
novy par: Ore --> Ori	 pravidlo: N-e --> N-i
novy par: organizace --> organizaci	 pravidlo: N-e --> N-i
novy par: Pale --> Pali	 pravidlo: N-e --> N-i
novy par: Palme --> Palmi	 pravidlo: N-e --> N-i
novy par: Pepe --> Pepi	 pravidlo: N-e --> N-i
novy par: Petre --> Petri	 pravidlo: N-e --> N-i
novy par: policie --> policii	 pravidlo: N-e --> N-i
novy par: populace --> populaci	 pravidlo: N-e --> N-i
novy par: postoje --> postoji	 pravidlo: N-e --> N-i
novy par: práce --> práci	 pravidlo: N-e --> N-i
novy par: praxe --> praxi	 pravidlo: N-e --> N-i
novy par: prevence --> prevenci	 pravidlo: N-e --> N-i
novy par: prosince --> prosinci	 pravidlo: N-e --> N-i
novy par: pře --> při	 pravidlo: N-e --> N-i
novy par: pšenice --> pšenici	 pravidlo: N-e --> N-i
novy par: realizace --> realizaci	 pravidlo: N-e --> N-i
novy par: Ree --> Rei	 pravidlo: N-e --> N-i
novy par: registrace --> registraci	 pravidlo: N-e --> N-i
novy par: Re --> Ri	 pravidlo: N-e --> N-i
novy par: Rose --> Rosi	 pravidlo: N-e --> N-i
novy par: rozvoje --> rozvoji	 pravidlo: N-e --> N-i
novy par: Rude --> Rudi	 pravidlo: N-e --> N-i
novy par: Sabine --> Sabini	 pravidlo: N-e --> N-i
novy par: Sale --> Sali	 pravidlo: N-e --> N-i
novy par: Save --> Savi	 pravidlo: N-e --> N-i
novy par: Serge --> Sergi	 pravidlo: N-e --> N-i
novy par: se --> si	 pravidlo: N-e --> N-i
novy par: Schlee --> Schlei	 pravidlo: N-e --> N-i
novy par: Slave --> Slavi	 pravidlo: N-e --> N-i
novy par: směrnice --> směrnici	 pravidlo: N-e --> N-i
novy par: soudce --> soudci	 pravidlo: N-e --> N-i
novy par: spolupráce --> spolupráci	 pravidlo: N-e --> N-i
novy par: strategie --> strategii	 pravidlo: N-e --> N-i
novy par: unie --> unii	 pravidlo: N-e --> N-i
novy par: Unie --> Unii	 pravidlo: N-e --> N-i
novy par: Valle --> Valli	 pravidlo: N-e --> N-i
novy par: Vele --> Veli	 pravidlo: N-e --> N-i
novy par: Verde --> Verdi	 pravidlo: N-e --> N-i
novy par: výdaje --> výdaji	 pravidlo: N-e --> N-i
novy par: výše --> výši	 pravidlo: N-e --> N-i
novy par: Witte --> Witti	 pravidlo: N-e --> N-i
novy par: Zane --> Zani	 pravidlo: N-e --> N-i
novy par: zástupce --> zástupci	 pravidlo: N-e --> N-i
novy par: Amelie --> Amelio	 pravidlo: N-e --> N-o
novy par: Anastasie --> Anastasio	 pravidlo: N-e --> N-o
novy par: Annie --> Annio	 pravidlo: N-e --> N-o
novy par: Antonie --> Antonio	 pravidlo: N-e --> N-o
novy par: Arne --> Arno	 pravidlo: N-e --> N-o
novy par: Auguste --> Augusto	 pravidlo: N-e --> N-o
novy par: Barre --> Barro	 pravidlo: N-e --> N-o
novy par: Be --> Bo	 pravidlo: N-e --> N-o
novy par: Bonde --> Bondo	 pravidlo: N-e --> N-o
novy par: Bose --> Boso	 pravidlo: N-e --> N-o
novy par: Brune --> Bruno	 pravidlo: N-e --> N-o
novy par: Cassie --> Cassio	 pravidlo: N-e --> N-o
novy par: ce --> co	 pravidlo: N-e --> N-o
novy par: Ce --> Co	 pravidlo: N-e --> N-o
novy par: Claudie --> Claudio	 pravidlo: N-e --> N-o
novy par: Constanze --> Constanzo	 pravidlo: N-e --> N-o
novy par: česle --> česlo	 pravidlo: N-e --> N-o
novy par: Dame --> Damo	 pravidlo: N-e --> N-o
novy par: de --> do	 pravidlo: N-e --> N-o
novy par: dne --> dno	 pravidlo: N-e --> N-o
novy par: Dole --> Dolo	 pravidlo: N-e --> N-o
novy par: Elke --> Elko	 pravidlo: N-e --> N-o
novy par: Elvie --> Elvio	 pravidlo: N-e --> N-o
novy par: Emilie --> Emilio	 pravidlo: N-e --> N-o
novy par: Emílie --> Emílio	 pravidlo: N-e --> N-o
novy par: Eske --> Esko	 pravidlo: N-e --> N-o
novy par: Eugenie --> Eugenio	 pravidlo: N-e --> N-o
novy par: Farge --> Fargo	 pravidlo: N-e --> N-o
novy par: Fe --> Fo	 pravidlo: N-e --> N-o
novy par: Florencie --> Florencio	 pravidlo: N-e --> N-o
novy par: folie --> folio	 pravidlo: N-e --> N-o
novy par: France --> Franco	 pravidlo: N-e --> N-o
novy par: Franke --> Franko	 pravidlo: N-e --> N-o
novy par: Galle --> Gallo	 pravidlo: N-e --> N-o
novy par: Gentile --> Gentilo	 pravidlo: N-e --> N-o
novy par: Gere --> Gero	 pravidlo: N-e --> N-o
novy par: Giulie --> Giulio	 pravidlo: N-e --> N-o
novy par: Gore --> Goro	 pravidlo: N-e --> N-o
novy par: Hare --> Haro	 pravidlo: N-e --> N-o
novy par: Hocke --> Hocko	 pravidlo: N-e --> N-o
novy par: Home --> Homo	 pravidlo: N-e --> N-o
novy par: Ile --> Ilo	 pravidlo: N-e --> N-o
novy par: Ille --> Illo	 pravidlo: N-e --> N-o
novy par: image --> imago	 pravidlo: N-e --> N-o
novy par: Imre --> Imro	 pravidlo: N-e --> N-o
novy par: Indie --> Indio	 pravidlo: N-e --> N-o
novy par: Inge --> Ingo	 pravidlo: N-e --> N-o
novy par: Ite --> Ito	 pravidlo: N-e --> N-o
novy par: Je --> Jo	 pravidlo: N-e --> N-o
novy par: Jorge --> Jorgo	 pravidlo: N-e --> N-o
novy par: Julie --> Julio	 pravidlo: N-e --> N-o
novy par: Kate --> Kato	 pravidlo: N-e --> N-o
novy par: Kolle --> Kollo	 pravidlo: N-e --> N-o
novy par: kose --> koso	 pravidlo: N-e --> N-o
novy par: Kunze --> Kunzo	 pravidlo: N-e --> N-o
novy par: Lasse --> Lasso	 pravidlo: N-e --> N-o
novy par: Lee --> Leo	 pravidlo: N-e --> N-o
novy par: Le --> Lo	 pravidlo: N-e --> N-o
novy par: line --> lino	 pravidlo: N-e --> N-o
novy par: Lucie --> Lucio	 pravidlo: N-e --> N-o
novy par: Luke --> Luko	 pravidlo: N-e --> N-o
novy par: Macke --> Macko	 pravidlo: N-e --> N-o
novy par: Marie --> Mario	 pravidlo: N-e --> N-o
novy par: Marignane --> Marignano	 pravidlo: N-e --> N-o
novy par: Marine --> Marino	 pravidlo: N-e --> N-o
novy par: Melle --> Mello	 pravidlo: N-e --> N-o
novy par: Mere --> Mero	 pravidlo: N-e --> N-o
novy par: More --> Moro	 pravidlo: N-e --> N-o
novy par: mumie --> mumio	 pravidlo: N-e --> N-o
novy par: nebe --> nebo	 pravidlo: N-e --> N-o
novy par: Nice --> Nico	 pravidlo: N-e --> N-o
novy par: None --> Nono	 pravidlo: N-e --> N-o
novy par: Ore --> Oro	 pravidlo: N-e --> N-o
novy par: Page --> Pago	 pravidlo: N-e --> N-o
novy par: Pache --> Pacho	 pravidlo: N-e --> N-o
novy par: Payne --> Payno	 pravidlo: N-e --> N-o
novy par: pe --> po	 pravidlo: N-e --> N-o
novy par: Pete --> Peto	 pravidlo: N-e --> N-o
novy par: Pierre --> Pierro	 pravidlo: N-e --> N-o
novy par: Pýthie --> Pýthio	 pravidlo: N-e --> N-o
novy par: Rae --> Rao	 pravidlo: N-e --> N-o
novy par: Raffaele --> Raffaelo	 pravidlo: N-e --> N-o
novy par: Ree --> Reo	 pravidlo: N-e --> N-o
novy par: Renate --> Renato	 pravidlo: N-e --> N-o
novy par: Rilke --> Rilko	 pravidlo: N-e --> N-o
novy par: Ringe --> Ringo	 pravidlo: N-e --> N-o
novy par: role --> rolo	 pravidlo: N-e --> N-o
novy par: rychle --> rychlo	 pravidlo: N-e --> N-o
novy par: Salome --> Salomo	 pravidlo: N-e --> N-o
novy par: Sete --> Seto	 pravidlo: N-e --> N-o
novy par: Silvie --> Silvio	 pravidlo: N-e --> N-o
novy par: studie --> studio	 pravidlo: N-e --> N-o
novy par: Teke --> Teko	 pravidlo: N-e --> N-o
novy par: tempe --> tempo	 pravidlo: N-e --> N-o
novy par: Tire --> Tiro	 pravidlo: N-e --> N-o
novy par: Tome --> Tomo	 pravidlo: N-e --> N-o
novy par: torze --> torzo	 pravidlo: N-e --> N-o
novy par: Valle --> Vallo	 pravidlo: N-e --> N-o
novy par: Vittorie --> Vittorio	 pravidlo: N-e --> N-o
novy par: Allende --> Allendová	 pravidlo: N-e --> N-ová
novy par: Anderle --> Anderlová	 pravidlo: N-e --> N-ová
novy par: Andrle --> Andrlová	 pravidlo: N-e --> N-ová
novy par: Barrymore --> Barrymorová	 pravidlo: N-e --> N-ová
novy par: Bonaparte --> Bonapartová	 pravidlo: N-e --> N-ová
novy par: Crowe --> Crowová	 pravidlo: N-e --> N-ová
@	novy par: Dědice --> Dědicová	 pravidlo: N-e --> N-ová
novy par: Downe --> Downová	 pravidlo: N-e --> N-ová
novy par: Emine --> Eminová	 pravidlo: N-e --> N-ová
novy par: Eyre --> Eyrová	 pravidlo: N-e --> N-ová
novy par: Fulbe --> Fulbová	 pravidlo: N-e --> N-ová
novy par: Gilmore --> Gilmorová	 pravidlo: N-e --> N-ová
novy par: Kebrle --> Kebrlová	 pravidlo: N-e --> N-ová
novy par: Lie --> Liová	 pravidlo: N-e --> N-ová
novy par: Maguire --> Maguirová	 pravidlo: N-e --> N-ová
novy par: McKenzie --> McKenziová	 pravidlo: N-e --> N-ová
novy par: Monroe --> Monroová	 pravidlo: N-e --> N-ová
@	novy par: Němce --> Němcová	 pravidlo: N-e --> N-ová
novy par: Pierce --> Piercová	 pravidlo: N-e --> N-ová
novy par: Pinke --> Pinková	 pravidlo: N-e --> N-ová
novy par: Redgrave --> Redgravová	 pravidlo: N-e --> N-ová
novy par: Silke --> Silková	 pravidlo: N-e --> N-ová
novy par: Sinkule --> Sinkulová	 pravidlo: N-e --> N-ová
novy par: Skočdopole --> Skočdopolová	 pravidlo: N-e --> N-ová
novy par: správce --> správcová	 pravidlo: N-e --> N-ová
novy par: Stone --> Stonová	 pravidlo: N-e --> N-ová
novy par: Volke --> Volková	 pravidlo: N-e --> N-ová
novy par: Welche --> Welchová	 pravidlo: N-e --> N-ová
novy par: White --> Whitová	 pravidlo: N-e --> N-ová
novy par: Wichterle --> Wichterlová	 pravidlo: N-e --> N-ová
novy par: Zane --> Zanová	 pravidlo: N-e --> N-ová
novy par: Zemke --> Zemková	 pravidlo: N-e --> N-ová
novy par: Fincher --> Finchová	 pravidlo: N-er --> N-ová
novy par: Hutter --> Huttová	 pravidlo: N-er --> N-ová
novy par: Klener --> Klenová	 pravidlo: N-er --> N-ová
novy par: Kozler --> Kozlová	 pravidlo: N-er --> N-ová
novy par: Kreisler --> Kreislová	 pravidlo: N-er --> N-ová
novy par: Ner --> Nová	 pravidlo: N-er --> N-ová
novy par: Rigler --> Riglová	 pravidlo: N-er --> N-ová
novy par: Schilder --> Schildová	 pravidlo: N-er --> N-ová
novy par: Simmer --> Simmová	 pravidlo: N-er --> N-ová
novy par: Valter --> Valtová	 pravidlo: N-er --> N-ová
novy par: Abruzzi --> Abruzzo	 pravidlo: N-i --> N-o
novy par: Bambini --> Bambino	 pravidlo: N-i --> N-o
novy par: Bardi --> Bardo	 pravidlo: N-i --> N-o
novy par: Boni --> Bono	 pravidlo: N-i --> N-o
novy par: Casini --> Casino	 pravidlo: N-i --> N-o
novy par: Cavalli --> Cavallo	 pravidlo: N-i --> N-o
novy par: Ciani --> Ciano	 pravidlo: N-i --> N-o
novy par: Comi --> Como	 pravidlo: N-i --> N-o
novy par: Crati --> Crato	 pravidlo: N-i --> N-o
novy par: Fermi --> Fermo	 pravidlo: N-i --> N-o
novy par: Gargani --> Gargano	 pravidlo: N-i --> N-o
novy par: Giuliani --> Giuliano	 pravidlo: N-i --> N-o
novy par: Giusti --> Giusto	 pravidlo: N-i --> N-o
novy par: Gobi --> Gobo	 pravidlo: N-i --> N-o
novy par: Guardi --> Guardo	 pravidlo: N-i --> N-o
novy par: kombi --> kombo	 pravidlo: N-i --> N-o
novy par: Komi --> Komo	 pravidlo: N-i --> N-o
novy par: maki --> mako	 pravidlo: N-i --> N-o
novy par: Negri --> Negro	 pravidlo: N-i --> N-o
novy par: Nikki --> Nikko	 pravidlo: N-i --> N-o
novy par: Orlandi --> Orlando	 pravidlo: N-i --> N-o
novy par: Orsini --> Orsino	 pravidlo: N-i --> N-o
novy par: Paolini --> Paolino	 pravidlo: N-i --> N-o
