lemma	Best_parents	Annotated	sorted_parents	Best_parents_reversed	lemma_reversed	candidate_sorting_score	one_parent_in_lexicon	one_parent_in_lexicon_nosuffix	space_in_parent_candidates	PaReNT_Compound_probability	is_comp_w_known_parents	is_comp_w_known_status	all_parents_in_data_source	annotation_score
sólovýstup	sólo výstup	True	['sólo výstup', 'sůlo výstup', 'solo výstup', 'sélo výstup', 'sálo výstup', 'sólo vástup', 'sólo sevstup', 'slový stup', '-solový stup', 'slóva stup', 'slova stup', 'smový stup', 'slověst', 'slovojstup', 'slóva stúpat']	putsýv olós	putsývolós	[21.0, 10.5, 10.2, 10.142857142857142, 10.125, 10.090909090909092, 10.083333333333334, 9.333333333333334, 9.166666666666666, 9.11111111111111, 9.076923076923077, 9.066666666666666, 0.25, 0.1, 0.07142857142857142]	True	True	True	0.94614	True	True	True	3.94614
sotvakdy	sotva kdy	True	['sotva kdy', 'sotvakdy', 'sotve kdy', 'sotvak dy', '-otvak dy', 'sotvakdyk', '-vakdy', 'sotvak', 'sotvakdyd', 'sotvakdyka', '-vakdy-', '-ot vakdy', '-to vakdy', 'sotve akdy', '-ot- vakdy-']	ydk avtos	ydkavtos	[21.0, 10.333333333333334, 10.076923076923077, 9.25, 9.11111111111111, 0.5, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.73707	True	True	True	3.73707
spásonosný	spása nosit	True	['spása nosit', 'spása nosný', 'spása nést', 'spása nosa', 'spása', 'spása noso', 'spásný snát', 'spásonos', 'spásosna', 'spásosnos', 'spásosný', 'spásnoso', 'spásnososný', 'spásosos', 'spásenosný']	tison asáps	ýnsonosáps	[21.0, 20.5, 20.25, 19.11111111111111, 10.333333333333334, 10.125, 10.090909090909092, 0.2, 0.16666666666666666, 0.14285714285714285, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.17918	True	True	True	3.17918
spásotvorný	spása tvořit	True	['spása tvořit', 'spásotvorný', 'spásat vorný', 'spása tvorit', 'spásotvor', 'spásot vorný', 'spásotvorí', 'spásotvorna', 'spásotevor', 'spásotev terný', 'spásot vorit', 'spásotev torný', 'spásotev dorný', 'spázotevor', 'spásotev tvora']	tiřovt asáps	ýnrovtosáps	[20.142857142857142, 11.0, 10.125, 10.1, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.98303	False	True	True	2.98303
spastickoparetický	spastický paretický	True	['spastický paretický', 'spasticky paretický', 'spastick paretický', 'spastickoparetický', 'spastický parecitě', 'psatický paretický', 'psatzický paretický', 'spastický parecitský', 'spastický peratický', 'spastický parecite', 'spastický parecitěcký', 'spastickoparetika', 'spastickoparetizmus', 'spastickoparetie', 'spastickoparetikum']	ýkciterap ýkcitsaps	ýkciterapokcitsaps	[21.0, 20.1, 19.25, 10.5, 10.166666666666666, 10.125, 10.11111111111111, 10.090909090909092, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.3333333333333333, 0.2, 0.14285714285714285, 0.08333333333333333]	True	True	True	0.97248	False	True	True	2.97248
špekbuřt	špek buřt	True	['špek buřt', 'špek buřet', 'spek buřt', 'špek buřtskař', 'špek buřtst', 'špek', 'špěk buřt', 'špekbuřt', 'špek buřtní', 'špek bouřet', 'špek buřtřt', 'špekbuřet', 'špkubřet', 'špekburg', 'špekbuře']	třub kepš	třubkepš	[21.0, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 10.125, 10.11111111111111, 10.1, 10.083333333333334, 10.071428571428571, 0.5, 0.09090909090909091, 0.07692307692307693, 0.06666666666666667]	True	False	True	0.56044	True	True	True	3.56044
spermobanka	sperma banka	True	['sperma banka', 'sperma manka', 'spermý banka', 'sperma', 'spermy banka', 'spermen banka', 'spermoban', 'spermbaný', 'spermyban', 'spermban', 'spermyan', 'spermenban', 'spermbanec', 'spermuban', 'spermenbana']	aknab amreps	aknabomreps	[21.0, 19.066666666666666, 10.5, 10.333333333333334, 10.125, 10.083333333333334, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.71541	True	True	True	3.71541
spodnodevonský	spodní Devon	True	['spodní devonský', 'spodnodevonský', 'spodný devonský', 'spondní devonský', 'spodnodevon', 'spodnodevo', 'spodnodevozní', 'spodnodevoz', 'spodnodevooní', 'spodnodevoo', 'spodndedevonský', 'spodndijedovna', 'spodndoed', 'spondodevon', 'spodndijevonský']	ýksnoved índops	ýksnovedondops	[20.2, 10.5, 10.333333333333334, 10.11111111111111, 1.0, 0.25, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.98666	False	True	True	2.98666
spodnopermský	spodní Perm	True	['spodní permský', 'spodný permský', 'spodnopermský', 'spodnopermie', 'spodnopermí', 'spodnopermer', 'Spodnoperme', 'Spodnopermer', 'Spodnopermo', 'Spodnopermie', 'Spodnopermí', 'spodnopermo', 'Spodnoperma', 'spodnopermý', 'spodnoperme']	ýksmrep índops	ýksmrepondops	[20.066666666666666, 10.1, 10.083333333333334, 1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.96807	False	True	True	2.96807
společenskohistorický	společnost historický	True	['společnost historický', 'společnostní historický', 'společnostní khistorický', 'společnosní historický', 'společnosník historický', 'společnostník historický', 'společnoskní historický', 'společnoskohistorie', 'společnosníkhistorie', 'společnosní khistorický', 'společnosníkhostorika', 'společnoskníh', 'společnostník', 'společnosníkhistorický', 'společnosníkhostorik']	ýkcirotsih tsončelops	ýkcirotsihoksnečelops	[21.0, 20.09090909090909, 10.333333333333334, 10.2, 10.142857142857142, 10.125, 10.11111111111111, 0.5, 0.25, 0.16666666666666666, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.99809	True	True	True	3.99809
společenskohospodářský	společník hospodářský	True	['společník hospodářský', 'společný kospodářský', 'společník shospodářský', 'společný koskopodářský', 'spoločenský hospodářský', 'společník skohospodářský', 'společní kospodářský', 'společní koskopodářský', 'společní koskohospodářský', 'společní kostopodářský', 'spoloční kospodářský', 'společnoskohospodářce', 'společnokshospodářce', 'společnoskohospodář', 'spoločenský shospodářský']	ýksřádopsoh kínčelops	ýksřádopsohoksnečelops	[20.2, 10.5, 10.166666666666666, 10.125, 10.1, 10.083333333333334, 10.0, 9.333333333333334, 9.090909090909092, 9.071428571428571, 0.25, 0.14285714285714285, 0.1111111111111111, 0.07692307692307693, 0.06666666666666667]	True	True	True	0.99923	False	True	True	2.99923
společenskokritický	společnost kritika	True	['společenský kritický', 'společnost kritický', 'společenskokritický', 'společní skokritický', 'společenskokritika', 'společenskozkritický', 'společenskokrítický', 'společenskoskritický', 'společnoskozkritický', 'společenskohritický', 'společnískokritický', 'společenskockor', 'společnoskokritický', 'společnoskokritika', 'společenskoskoritický']	ýkcitirk ýksnečelops	ýkcitirkoksnečelops	[20.25, 20.11111111111111, 11.0, 9.1, 0.5, 0.3333333333333333, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.99117	False	True	True	2.99117
společenskokulturní	společenský kultura	True	['společenský kulturní', 'společensko kulturní', 'společnost kokulturní', 'společenskokulturní', 'společní skokulturní', 'společenskokultura', 'společnoskokultura', 'společenskokultur', 'společen skokulturní', 'společnostkokultura', 'společenskoKultura', 'společnískokultura', 'společenSkokultura', 'společensko-kultura', 'společenskockultura']	ínrutluk ýksnečelops	ínrutlukoksnečelops	[20.5, 10.333333333333334, 10.166666666666666, 10.1, 9.142857142857142, 1.0, 0.25, 0.2, 0.125, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.99722	False	True	True	2.99722
společenskopolitický	společenský politický	True	['společenský politický', 'společnost politický', 'společenskopolitický', 'společenskopolitika', 'společenskopolík', 'společenskozpolík', 'společenksopolitika', 'společenkosopolitika', 'společenskopolník', 'společenskosopolitika', 'společenskospolitika', 'společenskopolikní', 'společnoskopolitika', 'společenskosoplitika', 'společenkosoplitika']	ýkcitilop ýksnečelops	ýkcitilopoksnečelops	[20.5, 20.25, 10.166666666666666, 1.0, 0.3333333333333333, 0.2, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.99617	False	True	True	2.99617
společenskoprávní	společenský právní	True	['společenský právní', 'společnost právní', 'společnost koprávní', 'společenskoprávní', 'společný skoprávní', 'společní koprávní', 'společní skoprávní', 'společenskopráva', 'společen koprávní', 'společnoskopráva', 'společenkospráva', 'společení koprávní', 'společenskopráv', 'společenskospráva', 'společneskopráva']	ínvárp ýksnečelops	ínvárpoksnečelops	[20.166666666666668, 20.125, 10.25, 10.142857142857142, 10.083333333333334, 9.2, 9.1, 1.0, 0.5, 0.3333333333333333, 0.1111111111111111, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.99074	False	True	True	2.99074
společenskotřídní	společenský třída	True	['společnost třída', 'společný skotřídní', 'společnost řídí', 'společný skotřídí', 'společnost tídní', 'společný skotřída', 'společnost řída', 'společní skotřídní', 'společní skotřídí', 'společní skotřída', 'společnostřída', 'společenskotřída', 'společnoskotřída', 'společnosnkotíř', 'společnosnkotřída']	adířt tsončelops	índířtoksnečelops	[21.0, 10.2, 10.11111111111111, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 9.166666666666666, 9.142857142857142, 9.1, 0.5, 0.3333333333333333, 0.25, 0.125, 0.09090909090909091]	True	True	True	0.99992	True	True	True	3.99992
spolubydlící	spolu bydlící	True	['spolu bydlící', 'spolubydlící', 'spoly bydlící', 'spolubydlicí', 'spolubydlíkí', 'spolubydlecí', 'spolupydlící', 'spolyubydlící', 'spoluybydlící', 'spoludyblící', 'spolybudlit', 'spolumydlící', 'spoly budlící', 'spoludyblíkí', 'spolubydlí']	ícíldyb ulops	ícíldybulops	[20.5, 11.0, 10.083333333333334, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.09008	True	True	True	3.09008
spolufarník	spolu farník	True	['spolu farník', 'spolu farní', 'spolu fara', 'spolufarník', 'spolufarní', 'spolufarna', 'spolufarný', 'spolufar', 'spoluFarna', 'spoluFarný', 'spoluvarný', 'spoluFarní', 'spoluFar', 'spoluxarný', 'spolu-farník']	kínraf ulops	kínrafulops	[20.5, 20.083333333333332, 20.071428571428573, 10.142857142857142, 9.166666666666666, 1.0, 0.3333333333333333, 0.25, 0.2, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.06666666666666667]	True	True	True	0.32805	True	True	True	3.32805
spoluinvestice	spolu investice	True	['spolu investice', 'spolu investování', 'spolu investo', 'spoluinvestovat', 'spoluinvestice', 'spolu investce', 'spolu investece', 'spolu investcie', 'spolu investovce', 'spolu invesce', 'spoluinvestický', 'spoluinvesce', 'spolu-investice', 'spoluvencest', 'spoluinvestý']	ecitsevni ulops	ecitsevniulops	[21.0, 20.083333333333332, 19.125, 10.5, 10.333333333333334, 10.2, 10.11111111111111, 10.1, 10.090909090909092, 10.071428571428571, 0.25, 0.16666666666666666, 0.14285714285714285, 0.07692307692307693, 0.06666666666666667]	True	True	True	0.19446	True	True	True	3.19446
spolukontrolovat	spolu kontrolovat	True	['spolu kontrolovat', 'spolukontrolovat', 'spolu- kontrolovat', 'spolu fontrolovat', 'spoluokontrolovat', 'polukontrolovat', 'spolukontrol', 'spoluoknorol', 'spoluoknotrol', 'spolu-kontrolovat', 'spolunkontrolovat', 'spolunkontrol', 'spoluokntrolovat', 'poluokontrolovat', 'spolufontrol']	tavolortnok ulops	tavolortnokulops	[21.0, 10.5, 10.166666666666666, 10.142857142857142, 0.3333333333333333, 0.25, 0.2, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.4025	True	True	True	3.4025
spolumluvčí	spolu mluvčí	True	['spolu mluvčí', 'spolumluvčí', 'spolumluvit', 'spolumluvka', 'spolumluví', 'spolumluva', 'spolumluvce', 'spolumluvec', 'spolumluvít', 'spolumluvík', 'spolumluvíč', 'spolumulva', 'spolumluvíc', 'spolumluvří', 'spoluvlumek']	íčvulm ulops	íčvulmulops	[20.11111111111111, 10.2, 1.0, 0.5, 0.3333333333333333, 0.25, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.52117	True	True	True	3.52117
spolumukl	spolu mukl	True	['spolu mukl', 'polu mukl', 'polur mukl', 'spolu muklé', 'spolu mukle', 'spolumukl', 'spolu muklý', 'spolumuklý', 'polumuklý', 'spolu-muklý', 'ploumuklý', 'polumukl', 'polurmuklý', 'spolurmuklý', 'spolu-mukl']	lkum ulops	lkumulops	[20.333333333333332, 19.125, 10.142857142857142, 10.11111111111111, 10.1, 10.090909090909092, 10.066666666666666, 1.0, 0.5, 0.25, 0.2, 0.16666666666666666, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.25513	True	True	True	3.25513
spolupartajník	spolu partajník	True	['spolu partajník', 'spolupartajník', 'spolu partajný', 'spolu', 'spolupartajní', 'spolupartaj', 'spolupartajný', 'spoluapartaj', 'spolupartat', 'spoluartajný', 'spoluapartajní', 'spolupartajka', 'spoluwartajní', 'slopupartat', 'slopuartajný']	kínjatrap ulops	kínjatrapulops	[20.166666666666668, 10.142857142857142, 10.090909090909092, 10.066666666666666, 9.5, 1.0, 0.3333333333333333, 0.25, 0.2, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.07791	True	True	True	3.07791
spolupatřičnost	spolupatřičný	True	['spolu patřičný', 'spolu atřičný', 'spolu padřičný', 'spolu patřičit', 'spolu adřičný', 'spoluaptařičný', 'spolupatřičný', 'spoluapřatřický', 'spoluatřičný', 'spoluapřatřičný', 'spoluaptřičný', 'spoluapatřický', 'spoluapťařičný', 'spoluapnatřický', 'spoluapmatřičný']	ýnčiřtap ulops	tsončiřtapulops	[21.0, 10.5, 10.083333333333334, 10.076923076923077, 10.071428571428571, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.06666666666666667]	True	False	True	0.03532	True	True	True	3.03532
spolupoutník	spolu poutník	True	['spolu poutník', 'spolu poubný', 'spolupoutní', 'spolupoutný', 'spolupoubný', 'spolupout', 'spoloupoutný', 'spoluboupný', 'spolpoubout', 'spolupoudný', 'spolupouno', 'spolupounký', 'spolupounoot', 'spolupouť', 'spolupounout']	kíntuop ulops	kíntuopulops	[20.5, 10.090909090909092, 9.076923076923077, 1.0, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.07313	True	True	True	3.07313
spolupředsedat	spolu předsedat	True	['spolu předsedat', 'spolupředsedat', 'spolu wedsedat', 'spolu předsdedat', 'spolupřesdedat', 'spolubědesedat', 'plovědedesat', 'spolupědsedat', 'ploupědesedat', 'ploupředsedat', 'spoluwědsedat', 'spolubědsedat', 'ploubědesedat', 'Spolupředsedat', 'ploupědsedat']	tadesdeřp ulops	tadesdeřpulops	[20.5, 11.0, 10.076923076923077, 10.066666666666666, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142]	True	False	True	0.64125	True	True	True	3.64125
spoluředitel	spolu ředitel	True	['spolu ředitel', 'spoluřídit', 'spolu ředítel', 'spolu geditel', 'spolu ředatel', 'spoluředit', 'spoluředovat', 'spoluředo', 'spoluřídat', 'spoluředít', 'spoluřředit', 'spoluřjedit', 'spoluřídět', 'spoluřídnout', 'spoluřídet']	letideř ulops	letideřulops	[20.5, 10.333333333333334, 10.1, 10.071428571428571, 10.066666666666666, 1.0, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693]	True	False	True	0.92469	True	True	True	3.92469
spolusedící	spolu sedící	True	['spolu sedět', 'spolusedět', 'spoludesit', 'polousedět', 'spoluděsit', 'spoluzedit', 'spoluředět', 'spolusnídit', 'spoluředit', 'spolupedit', 'polousedit', 'polusedět', 'spoluledět', 'spoluněsit', 'spolupesedit']	tědes ulops	ícídesulops	[20.5, 1.0, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.90842	True	True	True	3.90842
spolusignatář	spolu signatář	True	['spolu signatář', 'spolusignatář', 'spolu', 'spolu signaťář', 'spolu isignatář', 'spolu-signatář', 'spolulisignatář', 'spoluzignatář', 'spolusiřnatář', 'spoluisignatář', 'spolužiznatář', 'spolusiznatář', 'spolulesignatář', 'polusignatář', 'spoluhizignatář']	řátangis ulops	řátangisulops	[21.0, 10.5, 10.166666666666666, 10.125, 10.090909090909092, 0.3333333333333333, 0.25, 0.2, 0.14285714285714285, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.46449	True	True	True	3.46449
spolutrpící	spolu trpící	True	['spolu trpět', 'spolu trpěcí', 'spolu trpcí', 'spolu třpět', 'spolu trpomí', 'spolu trpomtí', 'spolutrpět', 'spolutřpět', 'spolutrpit', 'spolutřprost', 'spolutřptit', 'spolutřpro', 'spolutřprtit', 'spolutřpet', 'spolutrpet']	těprt ulops	ícíprtulops	[21.0, 10.333333333333334, 10.2, 10.090909090909092, 10.071428571428571, 10.066666666666666, 0.5, 0.25, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07692307692307693]	True	False	True	0.66235	True	True	True	3.66235
spoluúčastnit	spolu účastnit	True	['spolu účastnit', 'spolu účastní', 'spoluúčast', 'spoluúčastnit', 'spoluý účastnit', 'spoluúčastní', 'spoluáčest', 'spoluučastnit', 'spoluúčastný', 'spoluučastný', 'spoluáčnost', 'spoluáčný', 'spoluučast', 'spoluučastní', 'spoluáčný úsčastnit']	tintsačú ulops	tintsačúulops	[21.0, 19.166666666666668, 10.5, 10.2, 10.076923076923077, 9.11111111111111, 0.3333333333333333, 0.25, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.11553	True	True	True	3.11553
