limitovat_V	limit_N
mříž_N	zamřížovaný_A

mouřenín_N	mour_N

zvětšit_V	většinový_A

zlatokrt_N	krtek_N

datlovník_N	datle_N

posměšný_A	směšný_A

Zíma_N	zima_N

bezesporu_D	spor_N

komolý_A	homole_N

Šalamoun_N	šalamoun_N

bezkontaktní_A	kontakt_N

zručný_A	ruka_N

jirský_A	Jiří_N

zírat_V	zor_N

vál_N	válet_V

zídka_N	zeď_N

eden_N	Eden_N

škrabopis_N	psát_V

Olomoučák_N	Olomouc_None

vyhazov_N	vyhodit_V

zelniště_N	zelí_N

záhlavec_N	hlava_N

výměnek_N	výměna_N

sondáž_N	sonda_N

drvoštěp_N	dřevo_N

žabina_N	žába_N

vladyka_N	vládnout_V

foném_N	fonetický_A

sešítek_N	sešit_N

oprátka_N	oprať_N

zavděk_D	vděk_N

Arménie_N	arménský_A

věrohodný_A	hodný_A

krvácet_V	krev_N

paštika_N	paštikárna_N

padesátník_N	padesátiny_N

afektivní_A	afektovaný_A

vakovlk_N	vlk_N

přelet_N	let_N

fusak_N	fusekle_N

příměstský_A	městský_A

dospat_V	spát_V

klatba_N	kletba_N

přecpat_V	cpát_V

vlkodlak_N	vlk_N

brankoviště_N	brankář_N

Antek_N	Antonín_N

rozepře_N	přít_V

zbídačit_V	bída_N

duševní_A	duše_N

purkmistr_N	purkrabí_N

sylabotónický_A	sylaba_N

maestro_N	magistr_N

dějinný_A	dějiny_N

Božek_N	Bohumír_N

kakost_N	kost_N

mour_N	mourek_N

Lubor_N	Libuše_N

úkrok_N	krok_N

Bollywood_N	Hollywood_N

avízo_N	avizovat_V

storublovka_N	rubl_N

sídliště_N	sídlo_N

islamistika_N	islám_N

slétat_V	letět_V

výrostek_N	výrůstek_N

popis_N	popsat_V

Kamenice_N	kámen_N

modernismus_N	moderní_A

černoplodý_A	plod_N

bariéra_N	bezbariérový_AC

pomaďarštit_V	Maďar_N

stopky_N	stopovat_V

káča_N	kachna_N

mód_N	modus_N

jař_N	jaro_N

vzmužit_V	muž_N

žloutenka_N	žlutý_A

zdokonalit_V	dokonalý_A

pole_N	polař_N

těhotenský_A	těhule_N

bohačka_N	boháč_N

María_N	Marie_N

bomba_N	bombardovat_V

taky_D	tak_None

všanc_D	šance_N

pazvuk_N	zvuk_N

ježatec_N	ježek_N

rotný_N	rota_N

prézens_N	prezent_N

achromát_N	achromatizmus_N

opotřebit_V	potřebovat_V

kantaberský_A	Kantábrie_N

zaháknout_V	hák_N

Slavoj_N	voj_N

dativ_N	datum_N

klenotnička_N	klenotník_N

adhezívní_A	adheze_N

Mostečan_N	Most_N

káthmándský_A	Káthmándú_N

křovinořez_N	křovina_N

ošoust_N	šoustat_V

zlatý_A	zlatonosný_A

beryl_N	beryllium_N

pakomár_N	komár_N

hobby_N	kůň_N

svědomitý_A	svědomí_N

diktovat_V	diktát_N

kráčet_V	krok_N

hložinka_N	hloh_N

zvratky_N	zvracet_V

Popov_N	pop_N

bezzemek_N	země_N

grafikon_N	graf_N

inzert_N	inzerovat_V

souosý_A	osový_A

klinika_N	klimakterium_N

Kujeba_N	Kujebák_N

prapor_N	pero_N

hořknout_V	hořký_A

ouřada_N	úřad_N

flexe_N	flekční_A

rozněžnit_V	něha_N

osmnáctka_N	sedmnáctka_N

kozle_N	koza_N

podmnožina_N	množina_N

koprocesor_N	procesor_N

rakvář_N	rakev_N

elektro_N	elektrikář_N

shora_D	hora_N

sputum_N	hnis_N

dosavadní_A	dosavad_None

hadraplán_N	hadr_N

Thajsko_N	Thajka_N

Vokurka_N	okurka_N

sklípkan_N	sklípek_N

propaganda_N	propagátor_N

curie_N	curium_N

metrum_N	metronom_NC

Majka_N	Marie_N

mrtvý_A	smrt_N

křižák_N	kříž_N

manžel_N	muž_N

srbocharvátský_A	Charvát_N

Trosky_N	troska_N

předsudek_N	soud_N

brejle_N	brýle_N

bezvaječný_A	vajíčko_N

desátník_N	desetinný_A

stáložárný_A	stálý_A

podkládat_V	klást_V

sečtělý_A	číst_V

barpult_N	pult_N

tempo_N	spadat_V

ciferník_N	cifra_N

jaderný_A	jádro_N

ret_N	rtěnka_N

siena_N	Siena_None

jitrocel_N	jitro_N

prognóza_N	pranostika_N

dohra_N	hra_N

konjunktura_N	konjunkce_N

konzervatorista_N	konzervatoř_N

patřit_V	pátrat_V

nabodat_V	bodat_V

hokejbal_N	hokej_N

večer_N	svatvečer_N

vtisk_N	tisk_N

otčím_N	otec_N

zhlaví_N	hlava_N

nástěnný_A	stěna_N

odvětit_V	závěť_N

Maročan_N	Maroko_N

Andrej_N	Ondřej_N

manko_N	mankař_N

rovnou_D	rovný_A

růže_N	Růžena_N

rybničný_A	rybník_N

prošustrovat_V	švec_N

nastlat_V	stlát_V

nádoba_N	doba_N

chcanky_N	chcát_V

opásat_V	pás_N

zdymadlo_N	zdýmat_V

lihoměr_N	líh_N

anabolikum_N	anabolizmus_N

modloslužba_N	modla_N

sousloví_N	slovo_N

porézní_A	pór_N

algoritmizace_N	algoritmus_N

košikář_N	koš_N

usmrtit_V	smrt_N

půlměsíc_N	měsíc_N

Uhříněves_N	ves_N

vlajka_N	vlát_V

křtěnec_N	křtít_V

zdárný_A	zdar_N

pecivál_N	pec_N

muka_N	mučidlo_N

námezdní_A	mzda_N

příkrm_N	krmit_V

zákeřný_A	keř_N

spižírna_N	spíž_N

přísluní_N	slunce_N

zviditelnit_V	viditelný_A

vysvětlit_V	světlo_N

zamáčknout_V	mačkat_V

zpaměti_D	paměť_N

zažíhat_V	žíhat_V

zlatičký_A	zlatý_N

dvouslovný_A	slovo_N

předlouhý_A	dlouhý_A

vpisek_N	vepsat_V

nula_N	vynulovat_V

uršulinka_N	Uršula_N

podučitel_N	učitel_N

hošan_N	hoch_N

nedočkavý_A	dočkat_V

beztuký_A	tuk_N

nalíc_D	líc_N

korelativní_A	korelát_N

paramedik_N	medik_N

kvádr_N	kvadrát_N

nepaměť_N	paměť_N

včera_D	předevčírem_D

podnes_D	dneska_D

režim_N	rychtář_N

návěstidlo_N	návěstí_N

Odra_N	oderský_A

motto_N	moto_N

bezbarvý_A	barevný_A

merkur_N	Merkur_None

poprsník_N	prs_N

muflonče_N	muflon_N

fluorovodík_N	vodík_N

vlákénko_N	vlákno_N

podváha_N	váha_N

Donbas_N	Doněck_N

bodlina_N	bodat_V

praktikábl_N	praktika_N

Hlinsko_N	hlinka_N

pantomima_N	mim_N

stesk_N	stýskat_V

Střela_N	střílet_V

zvonkohra_N	zvon_N

kružidlo_N	kruh_N

železodárný_A	železo_N

studený_A	zastudena_D

altista_N	alt_N

utilizace_N	utilita_N

obeznámit_V	znát_V

kótovat_V	kotační_A

Písek_N	písek_N

prorok_N	říct_V

luh_N	louže_N

užitný_A	žít_V

špehovat_V	špehýrka_N

vtipkář_N	vtip_N

lid_N	lidičky_N

zevní_A	vnější_A

Mendel_N	Menachem_N

pokoj_N	odpočinek_N

piano_N	pianino_N

choroboplodný_A	choroba_N

Líba_N	Libor_N

vrtoch_N	vrt_N

jednodenní_A	denní_A

Héliův_A	Hélios_N

teorie_N	teoretický_A

agitprop_N	agitace_N

albín_N	albinismus_N

osamostatnit_V	samostatný_AC

kromaňonský_A	kromaňonec_N

spravedlivý_A	spravedlnost_N

koncept_N	koncipient_N

loreta_N	bakalář_N

látka_N	látat_V

roub_N	rubáš_N

vyprat_V	prát_V

ranit_V	rána_N

navždy_D	vždy_D

brexit_N	exit_N

nacionalizace_N	znacionalizovat_V

zateplit_V	teplý_A

pětisetkoruna_N	koruna_N

chřupan_N	chrup_N

tonžský_A	Tonga_N

fortepiano_N	piano_N

sprcha_N	pršet_V

pořádat_V	řád_N

vrána_N	vraný_A

Hruška_N	hruška_N

slavizmus_N	slovanský_A

přemístit_V	místo_N

masařka_N	maso_N

miamský_A	Miami_N

žoužel_N	žížala_N

labiála_N	labium_N

Mazury_N	mazurský_A

bezsrstý_A	srst_N

rozpuk_N	puk_N

Jarda_N	Jaroslav_N

amazoňan_N	Amazonka_N

dvojice_N	dvojče_N

předstírat_V	prostřít_V

profesura_N	profesor_N

barvínek_N	barva_N

vlak_N	vléct_V

radlice_N	rádlo_N

pifka_N	píka_N

veseloherný_A	veselohra_N

skotačina_N	skot_N

dohodce_N	dohodit_V

žilinský_A	Žilina_N

Smetana_N	smetana_N

plebej_N	plebs_N

Znojemsko_N	Znojmo_N

hrabičky_N	hrábě_N

koenzym_N	enzym_N

vnímat_V	jímat_V

folkloristika_N	folklór_N

napořád_D	pořád_D

stříbřenka_N	stříbro_N

lehký_A	ultralehký_AC

pryč_N	napříč_R

hudec_N	housle_N

psoriatik_N	psoriáza_N

klíč_N	utáhnout_V

botel_N	hotel_N

pakostnice_N	kost_N

kýbl_N	kupa_N

fenomenální_A	fenomén_N

jemný_A	křehký_A

nepořádek_N	pořádek_N

sesadit_V	sadit_V

kožený_A	kůže_N

chlorovodík_N	vodík_N

ucho_N	ušitý_A

ubezpečit_V	bezpečnost_N

jiskřiště_N	jiskra_N

Fuka_N	fuka_N

Šedý_N	šedý_A

pinda_N	pinďa_N

učebna_N	učební_A

házenkář_N	házená_N

držadlo_N	držet_V

klíšťky_N	kleště_N

vaginismus_N	vagína_N

bručet_V	brum_N

obrys_N	rys_N

nemakačenko_N	makat_V

mrzký_A	mrzet_V

vést_V	vůdkyně_N

rdousit_V	hrdlo_N

smůla_N	sesmolit_V

kasa_N	inkaso_N

naleziště_N	nalézt_V

také_D	tak_None

technika_N	technolog_N

Tomeš_N	Tomáš_N

ufoun_N	ufon_N

manikúra_N	kúra_N

výpůjční_A	půjčit_V

ordál_N	ortel_N

bezobsažný_A	obsah_N

deštivo_D	déšť_N

kartézský_A	Descartes_N

pořez_N	řezat_V

našedivělý_A	šedivý_A

rozstřihat_V	střihat_V

zajímat_V	jímat_V

bráhma_N	bráhmanismus_N

kondicionovat_V	kondice_N

naruby_D	rub_N

bachratý_A	bachor_N

Šturm_N	šturm_N

pilný_A	píle_N

lexikon_N	lexikografie_NC

doběh_N	běh_N

opušťák_N	opustit_V

druhorozený_A	druhorodička_N

bank_N	bankéř_N

rosnička_N	rosa_N

nerez_A	rezavět_V

křehotinka_N	křehký_A

Martuška_N	Martin_N

spartakiáda_N	Spartakus_None

újezd_N	ujet_V

předměstí_N	město_N

mrkváče_N	mrkev_N

botulotoxin_N	botulizmus_N

šeptat_V	šeptanda_N

galantní_A	gala_N

koňák_N	kůň_N

chlebárna_N	chléb_N

travěnka_N	tráva_N

ochlupení_N	chlup_N

zádveří_N	dveře_N

kdysi_D	někdy_D

zvát_V	název_N

lasturnatka_N	lastura_N

Tatar_N	tatar_N

lampión_N	lampa_N

akontace_N	konto_N

dělostřelec_N	dělo_N

srůst_V	růst_N

politika_N	zpolitizovat_V

luetik_N	lues_N

vazba_N	vaz_N

Heřmaň_N	Heřmanův_A

zlevnit_V	levný_A

rabí_N	rabínský_A

galaxie_N	Galaxie_N

vlaštovka_N	vlaštovičník_N

krýt_V	krovka_N

krupovka_N	kroupa_N

Abrahám_N	abrahámoviny_N

odlesnit_V	les_N

úmluva_N	mluvit_V

slivovice_N	slíva_N

štěpka_N	štěpkovač_N

překližka_N	klih_N

vyzyvatel_N	výzva_N

buničina_N	buňka_N

prádelna_N	prát_V

mula_N	mezek_N

oko_N	očař_N

Orlickoústecko_N	orlickoústecký_A

pancéřovat_V	pancíř_N

Stowasser_N	sto_C

rozcestí_N	cesta_N

hradubický_A	Pardubice_N

mizina_N	mizet_V

Abrhám_N	Abrahám_N

vévoda_N	voj_N

Borovička_N	borovička_N

václavka_N	Václav_N

ratolístka_N	ratolest_N

vratiprst_N	prst_N

vývěva_N	vát_V

lahodit_V	lahodný_A

znalečné_N	znalec_N

elektronika_N	elektron_NC

hrachovitý_A	hrách_N

smát_V	úsměv_N

žárlit_V	žár_N

integrovat_V	integrál_N

hluchý_A	nahluchlý_A

hnědouš_N	hnědý_A

buben_N	bubínek_N

padesátihaléř_N	haléř_N

ústav_N	stav_N

Řepa_N	řepa_N

korek_N	kůra_N

buněčný_A	buňka_N

plac_N	plácek_N

zářit_V	ozařovač_N

bavlna_N	vlna_N

Pražka_N	Praha_N

holyňský_A	Holyně_N

robit_V	robota_N

Rusava_N	rusý_A

knížepán_N	kníže_N

vláknina_N	vlákno_N

přízemí_N	země_N

únor_N	nořit_V

zlidštět_V	lid_N

pohrůžka_N	pohrozit_V

beznohý_A	noha_N

chlorit_N	chlór_N

nasrat_V	srát_V

koňar_N	kůň_N

Libuš_N	libý_A

úsloví_N	slovo_N

vloni_D	loňský_A

Dačicko_N	dačický_A

záhať_N	hať_N

kostlín_N	kost_N

uspat_V	spát_V

Anuše_N	Anna_N

jednohlasý_A	hlas_N

vděčit_V	děkovat_V

růženín_N	růžový_A

kanava_N	kanafas_N

smrtící_A	smrt_N

edice_N	editorial_N

dominikán_N	Dominik_N

Saša_N	Alexandr_N

blanitý_A	blána_N

tuhý_A	ztuhnout_V

soutok_N	tok_N

psoun_N	pes_N

svatý_A	světec_N

ochoz_N	chodit_V

svatvečer_N	večer_N

chaldejský_A	Chaldea_None

závrt_N	vrt_N

vyprázdnit_V	prázdný_A

heptahydrát_N	hydrát_N

přepis_N	psát_V

Samojed_N	samojedský_A

houba_N	podhoubí_N

nadlidský_A	lidský_A

blokáda_N	blokovat_V

Bonifác_N	Pankrác_N

dostupný_A	stoupat_V

Chovanec_N	chovanec_N

kojeneček_N	kojenecký_A

letorost_N	léto_N

jezule_N	Jezule_None

doopravdy_D	pravda_N

podtyp_N	typ_N

odosobnit_V	osoba_N

důkladný_A	doklad_N

věječka_N	vát_V

zákrut_N	krut_N

doslech_N	slech_N

oviparní_A	oviparie_N

pětitýdenní_A	pět_C

půlkulatý_A	kulatý_A

souš_N	suchý_A

nadporučík_N	poručík_N

husita_N	Hus_N

napočtvrté_D	napoprvé_D

palčivý_A	pálit_V

travina_N	tráva_N

ječný_A	ječmen_N

brkoslav_N	brk_N

přísežný_A	přísahat_V

předpověď_N	předpovídat_V

délka_N	dlouhý_A

prostřihat_V	střihat_V

Dunaj_N	podunajský_AC

kadečka_N	káď_N

sekretář_N	sekretariát_N

optat_V	ptát_V

nijak_D	jak_N

jet_V	jízda_N

vyprávět_V	pravit_V

eféb_N	efebofilie_NC

feminismus_N	femininum_N

Dobroslav_N	dobrý_A

mařit_V	mořit_V

osamět_V	samotný_A

ochutit_V	chuť_N

robě_N	robit_V

službukonající_A	služba_N

meritokratický_A	meritokracie_NC

disciplína_N	interdisciplinární_AC

mžikat_V	okamžik_N

deštník_N	déšť_N

líbánky_N	líbat_V

besarabský_A	Besarábie_N

překrojit_V	krájet_V

poskytnout_V	skýtat_V

přesto_D	přes_R

pirožka_N	piroh_N

kvákat_V	kvák_I

foukat_V	nafukovací_A

zastřešit_V	střecha_N

obdivovat_V	div_N

červený_A	červ_N

brigadýr_N	brigáda_N

páteř_N	bezpáteřník_N

podobor_N	obor_N

triola_N	trio_N

Ivančice_N	Ivan_N

mandel_N	kopa_N

odškodné_N	odškodnit_V

solárium_N	solární_A

střechýl_N	střecha_N

stevard_N	letuška_N

příměr_N	přiměřený_A

veveřice_N	veverka_N

třepetat_V	třepat_V

priorita_N	převor_N

šůsek_N	šos_N

Švec_N	švec_N

romanopisec_N	román_N

liteřina_N	litera_N

kuřárna_N	kuřák_N

bordó_N	Bordeaux_N

dechberoucí_A	brát_V

nějak_D	jak_N

beztřídní_A	třída_N

Bábová_N	Bába_N

sádelnatý_A	sádlo_N

seminarista_N	seminář_N

louskáček_N	louskat_V

plenární_A	plénum_N

teď_D	teďka_D

dluh_N	dluhopis_N

Páv_N	páv_N

panonský_A	Panonie_N

jukebox_N	box_N

zastánce_N	zastat_V

Josefína_N	Josef_N

kafíčkář_N	kafíčko_N

miserere_N	mizerný_A

subdodavatel_N	subdodávka_N

neexistence_N	existence_N

kozoroh_N	koza_N

bezcitný_A	cit_N

roj_N	řeka_N

zádumčivý_A	dumat_V

záhněda_N	hnědý_A

železoprůmysl_N	železo_N

raník_N	ráno_N

Vojtíšek_N	Vojtěch_N

Blansko_N	Blanensko_N

cihla_N	cihelna_N

Ligurie_N	ligurský_A

svíjet_V	vít_V

embolie_N	embolus_N

Ota_N	Otýlie_N

volebný_A	volit_V

nerovnice_N	rovnice_N

proteze_N	protetický_A

Ferenc_N	František_N

herbář_N	herbicid_N

Věroslav_N	Věra_N

kbelík_N	kupa_N

individualismus_N	individuální_A

poťouchlý_A	utuchnout_V

bílkovina_N	bílek_N

chůdy_N	chodit_V

pětinásobek_N	pět_C

nářaďovna_N	nářadí_N

pochoutka_N	chuť_N

remizovat_V	remíza_N

Bundesliga_N	liga_N

Běloves_N	ves_N

slza_N	slzet_V

skelnatý_A	skleněný_A

Kladsko_N	kladský_A

měšec_N	měch_N

paličkovat_V	palice_N

stručný_A	stroužek_N

díkybohu_D	bůh_N

zimoviště_N	zima_N

stihomam_N	stíhat_V

nadehnat_V	hnát_V

pláň_N	planý_A

Arne_N	Arnošt_N

kolísat_V	kolébat_V

přitažlivý_A	přitahovat_V

afrikán_N	Afrika_N

Ježíš_N	jezuita_N

necičky_N	necky_N

peřej_N	práh_N

konzument_N	konzumovat_V

hodlat_V	hodit_V

předposlední_A	poslední_A

upomínat_V	paměť_N

bubák_N	bu_N

mikronéský_A	Mikronésie_N

štědrovečerní_A	štědrodenní_A

růst_N	porost_N

kůra_N	kůrovec_N

zkrut_N	krut_N

pozice_N	opozice_N

odvšivit_V	veš_N

struhátko_N	strouhat_V

zbůhdarma_D	bůh_N

magie_N	mág_N

banda_N	bandita_N

strana_N	odstranit_V

neptunium_N	Neptun_N

povolební_A	volební_A

oteplováky_N	tepláky_N

Kobyly_N	kobyla_N

mužický_A	mužik_N

bezhrbý_A	hrb_N

Petříčková_N	Petr_N

reference_N	referát_N

zemlbába_N	bába_N

lhostejný_A	stejný_A

poživatina_N	požít_V

drsnosrstý_A	srst_N

existencialistický_A	existencialismus_N

přítlak_N	přetlak_N

formaldehyd_N	aldehyd_N

Eros_N	erós_N

zavdat_V	dát_V

Martinů_N	Martin_N

přisadit_V	sadit_V

usamostatnit_V	samostatný_AC

iont_N	ionosféra_N

Sychrov_N	sychravý_A

lahvinka_N	láhev_N

upažit_V	paže_N

Kuřátko_N	kuřátko_N

Belgie_N	belgický_A

střemhlavý_A	střemhlav_D

skvost_N	skvoucí_A

rozpor_N	přít_V

žandarmeristický_A	žandarmerie_N

šetřit_V	šetrný_A

identický_A	identita_N

skin_N	skinhead_NC

brahmín_N	bráhmanismus_N

rozlišovač_N	rozlišovat_V

násoska_N	sosák_N

fach_N	foch_N

bašta_N	baštýř_N

struktura_N	infrastruktura_NC

mudrosloví_N	moudrý_A

jaksi_D	jak_N

Strejček_N	strejček_N

žoldnéř_N	žold_N

závěj_N	vát_V

očumovat_V	čumět_V

Kobylnice_N	kobyla_N

dav_N	dávit_V

kápnout_V	kapat_V

dvousetkoruna_N	koruna_N

chytristika_N	chytrý_A

nápěv_N	pěvec_N

tichošlápek_N	šlapat_V

cukrblik_N	cukr_N

žmoulat_V	žmolit_V

hrdý_A	hrouda_N

syntaktický_A	syntax_N

klient_N	klientela_N

Modrava_N	modrý_A

paralýza_N	paralytik_N

Janský_N	Janův_A

Irčan_N	Irsko_N

žeberní_A	žebro_N

šach_N	šachovnice_N

Metud_N	Metoděj_N

stupňovitý_A	stupeň_N

seriál_N	série_N

letopis_N	léto_N

Odysseus_N	odysea_N

medvěd_N	med_N

větrat_V	vítr_N

babišovec_N	Babiš_N

yorský_A	York_N

Šmak_N	šmak_N

houstonský_A	Houston_N

winnipežský_A	Winnipeg_N

Bartoň_N	Bartoloměj_N

známý_A	znát_V

drezura_N	drezírovat_V

vleže_D	leh_N

viržinko_N	Virginie_N

popruh_N	pruh_N

prožrat_V	žrát_V

Bukovina_N	buk_N

ustlat_V	stlát_V

hlavoun_N	hlava_N

poušť_N	poustevník_N

unašeč_N	unést_V

bible_N	biblizmus_N

renta_N	rentiér_N

vektor_N	zvektorizovat_V

zamítat_V	mést_V

ostraha_N	střežit_V

hegemonismus_N	hegemonie_N

malovat_V	malířství_N

kvocient_N	kvóta_N

pěticiferný_A	ciferný_A

tisícikoruna_N	koruna_N

metat_V	mést_V

flotila_N	flota_N

zhoubovatět_V	houba_N

celulární_A	multicelulární_AC

nadučitel_N	učitel_N

točna_N	točit_V

molybden_N	molybdenit_N

dolomit_N	lomit_V

zavináč_N	závin_N

mocipán_N	moc_D

čepec_N	čapka_N

chrchel_N	hnis_N

přespat_V	spát_V

Benda_N	Beneš_None

anestetikum_N	anestezie_N

žatva_N	žeň_N

princ_N	princezna_N

Laďka_N	Vlaďka_N

železňák_N	železo_N

Šnábl_N	Schnabelová_N

závit_N	vít_V

Litva_N	Litevec_N

slunit_V	slunce_N

nadace_N	nadat_V

diabetes_N	diabetolog_N

rafinovat_V	rafinérie_N

Malajsko_N	Malajsie_N

zdírat_V	dřít_V

nadkritický_A	kritický_A

Sašenka_N	Alexandr_N

nástupiště_N	stoupat_V

carica_A	car_N

šarmantní_A	šarm_N

Hradec_N	hrad_N

Tonžan_N	Tonga_N

Michaelka_N	Michal_N

romistika_N	Rom_N

barborka_N	Barbora_N

pánbíček_N	pánbůh_N

fousatý_A	vous_N

zlidštit_V	lid_N

přívod_N	přivést_V

zpravidla_D	pravidlo_N

Komín_N	komín_N

rozpomínat_V	paměť_N

ochmelka_N	chmel_N

třepit_V	třepat_V

bdít_V	budit_V

Podněstří_N	Dněstr_N

buten_N	butan_N

puntičkář_N	puntík_N

dopovat_V	dopink_N

zoborožec_N	zoboun_N

kukla_N	zakuklenec_N

uvozhřený_A	vozher_N

přídavný_A	přidat_V

bankomat_N	banka_N

praktický_A	praxe_N

zpyt_N	zpyták_N

nosohltan_N	nos_N

výstižný_A	vystihnout_V

premiér_N	vicepremiér_NC

holenek_N	hoch_N

předloktí_N	loket_N

argumentátor_N	argumentovat_V

pohůnek_N	pohnat_V

Sparta_N	Spartakus_None

sushi_N	suši_N

obuv_N	obout_V

průchozí_A	projít_V

přemet_N	přemítat_V

předevčírem_D	včera_D

avunkulokální_A	avunkulokalita_N

vždy_D	navždy_D

žeň_N	žnout_V

drobet_N	drobit_V

leprózní_A	lepra_N

Nový_N	nový_A

Havlová_N	Havel_N

příhra_N	hra_N

vehnat_V	hnát_V

chvátat_V	chvat_N

prvovolič_N	volič_N

strategie_N	stratég_N

hliniště_N	hlína_N

biják_N	biograf_N

kamenina_N	kámen_N

nakonec_D	konec_N

kanout_V	kanit_V

dělit_V	díl_N

velebit_V	velebníček_N

Štěpán_N	Štefan_N

ranhojič_N	rána_N

Blažeková_N	Blažej_N

sborná_N	sbor_N

výchozí_A	vyjít_V

prvohory_N	čtvrtohory_N

přesladký_A	sladký_A

tvrdý_A	tvrdohlavý_AC

stěžej_N	stěžeň_N

palist_N	list_N

buran_N	Búr_N

sedmidenní_A	denní_A

jízlivý_A	jizlivost_N

Mendelssohn_N	Mendel_N

akordeon_N	akord_N

řvát_V	řev_N

riziko_N	riskovat_V

propsat_V	psát_V

slunečko_N	slunce_N

trihydrát_N	hydrát_N

odboj_N	boj_N

ujasnit_V	jasný_A

hantec_N	hantýrka_N

klimakterium_N	klinika_N

slout_V	slýchat_V

potrubí_N	trouba_N

demise_N	mise_N

nářez_N	řezat_V

stydnout_V	studený_A

čelist_N	čelo_N

prát_V	prádelna_N

lučištník_N	luk_N

Poruba_N	rubat_V

zdát_V	dít_V

pitomý_A	píce_N

příděl_N	přidělenkyně_N

alibismus_N	alibi_N

Hornorakušan_N	Rakušan_N

zlatinký_A	zlatý_N

Bask_N	Baskicko_N

profánní_A	profanace_N

poškolák_N	školák_N

pobídka_N	nabídka_N

všudybyl_N	všude_D

šev_N	šít_V

gymnaziální_A	gymnázium_N

kramář_N	krám_N

Žirafa_N	žirafa_N

vrata_N	vrátka_N

dochvilný_A	chvíle_N

bezuzdný_A	uzda_N

hnedky_D	hnedle_D

prstoklad_N	prst_N

doposud_D	dosavadní_A

dusnatý_A	dusno_N

krypton_N	krypta_N

pešek_N	pěšky_D

čítárna_N	čtení_N

vzpažit_V	paže_N

netopýr_N	pero_N

jednonohý_A	noha_N

subtropy_N	tropy_N

obratiště_N	obrátit_V

příchuť_N	chuť_N

tuze_D	tužit_V

kolozubý_A	zub_N

vytmavit_V	tmavě_D

zatraktivnit_V	atraktivní_A

dvoustopý_A	stopa_N

plodenství_N	plod_N

Karol_N	Karolína_N

vzpomínat_V	paměť_N

Bosňačka_N	bosenský_A

báj_N	báječný_A

sedlák_N	sedlo_N

kleště_N	klestit_V

napolo_D	polo_None

lstivý_A	lest_N

peklo_N	pekelný_A

Podyjí_N	Dyje_N

přehlídka_N	přehlédnout_V

píchat_V	píchačky_N

padrť_N	drť_N

čtvrtička_N	čtvrtka_C

ožíhat_V	žíhat_V

Václavský_N	Václav_N

Novák_N	nový_A

boulovatý_A	boule_N

šetřílek_N	šetřit_V

finále_N	finalistka_N

smýčit_V	smyk_N

červeň_N	červený_A

Holub_N	holub_N

Washington_N	washingtonský_A

zrcátko_N	zrcadlo_N

bezúročný_A	úrok_N

odění_N	odít_V

povíce_D	vícero_N

počty_N	počítat_V

sympaťák_N	sympatický_A

novelizovat_V	novela_N

bobule_N	bob_N

kalendář_N	koleda_N

nadsázka_N	sázka_N

podhradí_N	hrad_N

Hřeben_N	hřeben_N

fajn_A	rafinovat_V

škvrňátko_N	škvrně_N

Blanensko_N	Blansko_N

gotajský_A	gothajský_A

ňadratý_A	ňadra_N

ulejvárna_N	ulejváctví_N

záhodný_A	zahodit_V

dvořit_V	dvůr_N

závaží_N	závažný_A

salicylalkohol_N	alkohol_N

neduživý_A	neduh_N

Zakavkazsko_N	Kavkaz_N

schnout_V	suchý_A

Božík_N	Bohumír_N

